  hr_timesheets  ·  887 lignes  ·  12 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
TS000240,EMP0006,PRJ0003,2021-08-24,30,31.2,1.2,Yes,Approved,EMP0006,EMP0015,
TS000241,EMP0006,PRJ0003,2021-10-18,30,38,8,No,Approved,EMP0006,EMP0130,Overtime due to deadline
TS000242,EMP0017,PRJ0041,2022-06-19,30,34.2,4.2,Yes,Draft,EMP0017,EMP0011,Overtime due to deadline
TS000243,EMP0017,PRJ0041,2022-08-14,30,27.7,0,Yes,Approved,EMP0017,EMP0016,Overtime due to deadline
TS000244,EMP0017,PRJ0041,2021-12-17,30,26.8,0,No,Submitted,EMP0017,EMP0022,Client meeting
TS000245,EMP0016,PRJ0012,2022-06-25,40,49.1,9.1,No,Approved,EMP0016,EMP0041,
TS000246,EMP0016,PRJ0012,2022-10-05,40,42.3,2.3,No,Approved,EMP0016,EMP0087,On-site work
TS000247,EMP0016,PRJ0012,2022-04-24,40,42.1,2.1,Yes,Approved,EMP0016,EMP0099,
TS000248,EMP0049,PRJ0003,2022-04-25,10,7.9,0,Yes,Approved,EMP0049,EMP0039,
TS000249,EMP0049,PRJ0003,2022-03-12,10,9.3,0,Yes,Draft,EMP0049,EMP0101,
TS000250,EMP0049,PRJ0003,2022-07-22,10,9.6,0,Yes,Approved,EMP0049,EMP0144,Overtime due to deadline
TS000251,EMP0120,PRJ0026,2021-10-01,10,10.9,0.9,No,Submitted,EMP0120,EMP0135,
TS000252,EMP0120,PRJ0026,2021-11-18,10,7.9,0,Yes,Approved,EMP0120,EMP0080,
TS000253,EMP0120,PRJ0026,2021-08-03,10,8.6,0,Yes,Draft,EMP0120,EMP0040,
TS000254,EMP0102,PRJ0056,2024-12-11,40,48.6,8.6,No,Approved,EMP0102,EMP0139,On-site work
TS000255,EMP0102,PRJ0056,2024-12-18,40,45.3,5.3,No,Approved,EMP0102,EMP0097,
TS000256,EMP0102,PRJ0056,2024-12-07,40,41.3,1.3,Yes,Approved,EMP0102,EMP0043,On-site work
TS000257,EMP0145,PRJ0011,2021-12-31,30,34.1,4.1,Yes,Draft,EMP0145,EMP0073,On-site work
TS000258,EMP0145,PRJ0011,2022-02-13,30,31.2,1.2,Yes,Approved,EMP0145,EMP0080,Overtime due to deadline
TS000259,EMP0145,PRJ0011,2022-02-28,30,32.2,2.2,No,Draft,EMP0145,EMP0119,
TS000260,EMP0114,PRJ0028,2022-06-24,10,8.8,0,Yes,Approved,EMP0114,EMP0042,
TS000261,EMP0114,PRJ0028,2022-10-16,10,10.7,0.7,Yes,Submitted,EMP0114,EMP0142,
TS000262,EMP0114,PRJ0028,2022-12-10,10,10.9,0.9,No,Submitted,EMP0114,EMP0073,
TS000263,EMP0145,PRJ0036,2023-03-30,20,19.1,0,Yes,Approved,EMP0145,EMP0057,Overtime due to deadline
TS000264,EMP0145,PRJ0036,2023-07-04,20,26.4,6.4,No,Approved,EMP0145,EMP0102,Client meeting
TS000265,EMP0145,PRJ0036,2023-07-17,20,20.9,0.9,Yes,Approved,EMP0145,EMP0026,On-site work
TS000266,EMP0114,PRJ0009,2023-07-30,20,29.6,9.6,Yes,Approved,EMP0114,EMP0010,
TS000267,EMP0114,PRJ0009,2023-07-19,20,19.5,0,Yes,Approved,EMP0114,EMP0002,
TS000268,EMP0114,PRJ0009,2023-06-20,20,18.5,0,Yes,Submitted,EMP0114,EMP0141,On-site work
TS000269,EMP0111,PRJ0026,2024-06-13,30,27.8,0,Yes,Approved,EMP0111,EMP0013,
TS000270,EMP0111,PRJ0026,2024-03-08,30,29.6,0,Yes,Approved,EMP0111,EMP0017,
TS000271,EMP0111,PRJ0026,2024-04-18,30,29.3,0,Yes,Approved,EMP0111,EMP0037,
TS000272,EMP0004,PRJ0024,2024-04-24,20,19.7,0,Yes,Approved,EMP0004,EMP0147,Overtime due to deadline
TS000273,EMP0004,PRJ0024,2024-04-08,20,19.3,0,No,Approved,EMP0004,EMP0135,Client meeting
TS000274,EMP0004,PRJ0024,2024-03-29,20,18.9,0,Yes,Approved,EMP0004,EMP0100,
TS000275,EMP0062,PRJ0030,2023-03-03,20,20,0,Yes,Approved,EMP0062,EMP0027,Client meeting
TS000276,EMP0062,PRJ0030,2023-04-13,20,17.2,0,Yes,Approved,EMP0062,EMP0087,On-site work
TS000277,EMP0062,PRJ0030,2023-01-22,20,22.2,2.2,No,Approved,EMP0062,EMP0047,
TS000278,EMP0066,PRJ0024,2024-11-14,20,16,0,Yes,Draft,EMP0066,EMP0010,
TS000279,EMP0066,PRJ0024,2024-11-18,20,21.9,1.9,Yes,Draft,EMP0066,EMP0132,Overtime due to deadline
TS000280,EMP0066,PRJ0024,2024-11-29,20,20.5,0.5,Yes,Approved,EMP0066,EMP0049,
TS000281,EMP0103,PRJ0036,2022-04-12,30,30.9,0.9,Yes,Approved,EMP0103,EMP0095,Overtime due to deadline
TS000282,EMP0103,PRJ0036,2022-05-04,30,28.9,0,Yes,Submitted,EMP0103,EMP0099,
TS000283,EMP0103,PRJ0036,2022-01-15,30,24.7,0,No,Approved,EMP0103,EMP0022,On-site work
TS000284,EMP0032,PRJ0055,2024-01-28,30,30.1,0.1,Yes,Approved,EMP0032,EMP0047,Client meeting
TS000285,EMP0032,PRJ0055,2023-11-22,30,29.2,0,Yes,Approved,EMP0032,EMP0110,
TS000286,EMP0032,PRJ0055,2024-02-07,30,31.7,1.7,Yes,Approved,EMP0032,EMP0091,Client meeting
TS000287,EMP0108,PRJ0032,2021-12-27,30,28.1,0,No,Approved,EMP0108,EMP0104,
TS000288,EMP0108,PRJ0032,2022-01-06,30,42.4,12.4,No,Approved,EMP0108,EMP0008,
TS000289,EMP0108,PRJ0032,2022-01-18,30,27.9,0,Yes,Approved,EMP0108,EMP0094,
TS000290,EMP0115,PRJ0047,2024-09-29,10,8.6,0,No,Approved,EMP0115,EMP0040,On-site work
TS000291,EMP0115,PRJ0047,2024-10-16,10,11.4,1.4,No,Approved,EMP0115,EMP0136,
TS000292,EMP0115,PRJ0047,2024-10-02,10,9.5,0,Yes,Approved,EMP0115,EMP0030,
TS000293,EMP0018,PRJ0028,2022-03-22,10,8.5,0,Yes,Approved,EMP0018,EMP0067,On-site work
TS000294,EMP0018,PRJ0028,2022-04-08,10,10,0,Yes,Approved,EMP0018,EMP0126,
TS000295,EMP0018,PRJ0028,2022-03-18,10,10.4,0.4,Yes,Submitted,EMP0018,EMP0023,On-site work
TS000296,EMP0069,PRJ0049,2023-10-22,10,10.4,0.4,No,Approved,EMP0069,EMP0017,Client meeting
TS000297,EMP0069,PRJ0049,2023-09-13,10,9.7,0,Yes,Submitted,EMP0069,EMP0045,
TS000298,EMP0069,PRJ0049,2023-09-09,10,11.2,1.2,Yes,Draft,EMP0069,EMP0036,
TS000299,EMP0136,PRJ0060,2024-05-12,20,23.8,3.8,Yes,Submitted,EMP0136,EMP0142,
TS000300,EMP0136,PRJ0060,2024-01-29,20,20.6,0.6,Yes,Approved,EMP0136,EMP0123,Client meeting
TS000301,EMP0136,PRJ0060,2024-04-21,20,20.7,0.7,Yes,Draft,EMP0136,EMP0019,Overtime due to deadline
TS000302,EMP0149,PRJ0029,2024-03-12,40,28.9,0,Yes,Approved,EMP0149,EMP0142,On-site work
TS000303,EMP0149,PRJ0029,2024-03-16,40,46.5,6.5,Yes,Draft,EMP0149,EMP0015,
TS000304,EMP0149,PRJ0029,2024-03-14,40,54.2,14.2,Yes,Approved,EMP0149,EMP0083,On-site work
TS000305,EMP0144,PRJ0057,2023-07-05,10,8,0,No,Submitted,EMP0144,EMP0065,
TS000306,EMP0144,PRJ0057,2023-07-31,10,12.9,2.9,No,Approved,EMP0144,EMP0078,Client meeting
TS000307,EMP0144,PRJ0057,2023-07-25,10,11.8,1.8,Yes,Approved,EMP0144,EMP0044,On-site work
TS000308,EMP0081,PRJ0043,2022-10-26,30,33.6,3.6,Yes,Approved,EMP0081,EMP0145,
TS000309,EMP0081,PRJ0043,2021-12-25,30,39.6,9.6,No,Approved,EMP0081,EMP0054,Client meeting
TS000310,EMP0081,PRJ0043,2022-07-12,30,35.4,5.4,Yes,Approved,EMP0081,EMP0140,
TS000311,EMP0045,PRJ0018,2022-09-14,10,11.7,1.7,No,Approved,EMP0045,EMP0077,Overtime due to deadline
TS000312,EMP0045,PRJ0018,2022-08-08,10,9.5,0,Yes,Approved,EMP0045,EMP0107,Overtime due to deadline
TS000313,EMP0045,PRJ0018,2022-09-02,10,10.6,0.6,Yes,Submitted,EMP0045,EMP0089,Overtime due to deadline
TS000314,EMP0033,PRJ0040,2024-04-05,20,23.9,3.9,No,Approved,EMP0033,EMP0028,
TS000315,EMP0033,PRJ0040,2024-04-19,20,17.7,0,Yes,Approved,EMP0033,EMP0075,Overtime due to deadline
TS000316,EMP0033,PRJ0040,2024-05-12,20,20.5,0.5,Yes,Submitted,EMP0033,EMP0041,
TS000317,EMP0006,PRJ0058,2023-01-05,40,39.3,0,Yes,Draft,EMP0006,EMP0120,Overtime due to deadline
TS000318,EMP0006,PRJ0058,2022-08-20,40,36.2,0,Yes,Approved,EMP0006,EMP0101,Client meeting
TS000319,EMP0006,PRJ0058,2022-11-05,40,44.1,4.1,Yes,Approved,EMP0006,EMP0127,Client meeting
TS000320,EMP0068,PRJ0053,2021-08-28,20,19.6,0,Yes,Approved,EMP0068,EMP0003,
TS000321,EMP0068,PRJ0053,2021-07-02,20,21.6,1.6,Yes,Approved,EMP0068,EMP0012,Overtime due to deadline
TS000322,EMP0068,PRJ0053,2021-03-27,20,21.8,1.8,Yes,Approved,EMP0068,EMP0142,
TS000323,EMP0068,PRJ0010,2023-10-24,20,17.5,0,Yes,Submitted,EMP0068,EMP0031,
TS000324,EMP0068,PRJ0010,2023-10-27,20,22.1,2.1,Yes,Submitted,EMP0068,EMP0087,Client meeting
TS000325,EMP0068,PRJ0010,2023-11-30,20,20.1,0.1,Yes,Approved,EMP0068,EMP0012,
TS000326,EMP0132,PRJ0055,2021-10-12,10,9,0,Yes,Submitted,EMP0132,EMP0133,Overtime due to deadline
TS000327,EMP0132,PRJ0055,2021-10-15,10,8.6,0,Yes,Approved,EMP0132,EMP0042,Overtime due to deadline
TS000328,EMP0132,PRJ0055,2021-11-22,10,8.9,0,Yes,Approved,EMP0132,EMP0131,Client meeting
TS000329,EMP0072,PRJ0013,2021-07-05,10,9.7,0,No,Approved,EMP0072,EMP0029,Overtime due to deadline
TS000330,EMP0072,PRJ0013,2021-07-29,10,8.8,0,Yes,Submitted,EMP0072,EMP0007,Client meeting
TS000331,EMP0072,PRJ0013,2021-07-01,10,9.8,0,No,Approved,EMP0072,EMP0059,On-site work
TS000332,EMP0139,PRJ0051,2024-02-05,20,24.4,4.4,Yes,Approved,EMP0139,EMP0098,
TS000333,EMP0139,PRJ0051,2024-03-16,20,20.2,0.2,Yes,Approved,EMP0139,EMP0113,
TS000334,EMP0139,PRJ0051,2024-02-28,20,23.9,3.9,Yes,Approved,EMP0139,EMP0106,Client meeting
TS000335,EMP0085,PRJ0048,2023-05-21,10,11.7,1.7,Yes,Approved,EMP0085,EMP0054,Client meeting
TS000336,EMP0085,PRJ0048,2023-03-07,10,8.2,0,No,Approved,EMP0085,EMP0097,
TS000337,EMP0085,PRJ0048,2022-12-19,10,8.2,0,Yes,Approved,EMP0085,EMP0068,Client meeting
TS000338,EMP0034,PRJ0060,2024-06-12,30,31.4,1.4,Yes,Approved,EMP0034,EMP0143,
TS000339,EMP0034,PRJ0060,2024-02-01,30,41.9,11.9,No,Submitted,EMP0034,EMP0126,
TS000340,EMP0034,PRJ0060,2024-06-10,30,25.4,0,Yes,Draft,EMP0034,EMP0071,
TS000341,EMP0140,PRJ0052,2024-12-24,30,25,0,No,Approved,EMP0140,EMP0089,
TS000342,EMP0025,PRJ0039,2023-12-21,30,27.5,0,Yes,Draft,EMP0025,EMP0021,
TS000343,EMP0025,PRJ0039,2024-05-31,30,26.8,0,Yes,Approved,EMP0025,EMP0138,
TS000344,EMP0025,PRJ0039,2024-02-28,30,31.2,1.2,Yes,Approved,EMP0025,EMP0062,
TS000345,EMP0113,PRJ0017,2024-01-31,20,18.2,0,Yes,Approved,EMP0113,EMP0106,
TS000346,EMP0113,PRJ0017,2024-04-25,20,16.8,0,Yes,Approved,EMP0113,EMP0036,
TS000347,EMP0113,PRJ0017,2024-04-04,20,21.7,1.7,Yes,Submitted,EMP0113,EMP0122,Overtime due to deadline
TS000348,EMP0044,PRJ0051,2024-03-29,30,29.6,0,Yes,Draft,EMP0044,EMP0083,
TS000349,EMP0044,PRJ0051,2024-03-28,30,37.2,7.2,Yes,Approved,EMP0044,EMP0010,
TS000350,EMP0044,PRJ0051,2024-02-28,30,32.8,2.8,No,Approved,EMP0044,EMP0010,Overtime due to deadline
TS000351,EMP0086,PRJ0001,2023-05-24,30,32.9,2.9,No,Approved,EMP0086,EMP0010,
TS000352,EMP0086,PRJ0001,2023-02-12,30,36.9,6.9,Yes,Approved,EMP0086,EMP0086,
TS000353,EMP0086,PRJ0001,2023-05-03,30,35.6,5.6,Yes,Draft,EMP0086,EMP0130,Overtime due to deadline
TS000354,EMP0024,PRJ0060,2024-12-05,40,39.5,0,Yes,Approved,EMP0024,EMP0042,On-site work
TS000355,EMP0024,PRJ0060,2024-12-11,40,34.3,0,Yes,Approved,EMP0024,EMP0076,Client meeting
TS000356,EMP0024,PRJ0060,2024-12-18,40,32.3,0,No,Approved,EMP0024,EMP0104,Overtime due to deadline
TS000357,EMP0036,PRJ0025,2023-02-13,30,27.9,0,Yes,Draft,EMP0036,EMP0123,
TS000358,EMP0036,PRJ0025,2023-01-27,30,34,4,Yes,Approved,EMP0036,EMP0115,
TS000359,EMP0036,PRJ0025,2023-02-02,30,27.7,0,Yes,Approved,EMP0036,EMP0061,
TS000360,EMP0105,PRJ0028,2021-12-10,30,36.8,6.8,Yes,Approved,EMP0105,EMP0104,On-site work
TS000361,EMP0105,PRJ0028,2021-10-29,30,38.3,8.3,No,Approved,EMP0105,EMP0076,
TS000362,EMP0105,PRJ0028,2021-11-27,30,25.6,0,Yes,Draft,EMP0105,EMP0123,
TS000363,EMP0007,PRJ0006,2021-07-21,10,10,0,Yes,Approved,EMP0007,EMP0121,Client meeting
TS000364,EMP0007,PRJ0006,2021-06-20,10,8,0,No,Approved,EMP0007,EMP0021,Client meeting
TS000365,EMP0007,PRJ0006,2021-07-20,10,8.6,0,No,Approved,EMP0007,EMP0141,Client meeting
TS000366,EMP0041,PRJ0052,2024-09-17,10,9.7,0,Yes,Approved,EMP0041,EMP0084,Client meeting
TS000367,EMP0041,PRJ0052,2024-11-18,10,10.8,0.8,Yes,Approved,EMP0041,EMP0131,Overtime due to deadline
TS000368,EMP0041,PRJ0052,2024-08-11,10,10.7,0.7,Yes,Approved,EMP0041,EMP0117,Client meeting
TS000369,EMP0027,PRJ0007,2024-11-18,10,7.9,0,Yes,Approved,EMP0027,EMP0066,
TS000370,EMP0027,PRJ0007,2024-11-28,10,9.2,0,Yes,Approved,EMP0027,EMP0089,On-site work
TS000371,EMP0027,PRJ0007,2024-11-19,10,9.5,0,No,Draft,EMP0027,EMP0121,
TS000372,EMP0102,PRJ0012,2021-12-20,40,39.5,0,Yes,Submitted,EMP0102,EMP0108,
TS000373,EMP0102,PRJ0012,2022-02-07,40,27.3,0,Yes,Approved,EMP0102,EMP0139,
TS000374,EMP0102,PRJ0012,2022-06-26,40,44.3,4.3,No,Approved,EMP0102,EMP0138,Overtime due to deadline
TS000375,EMP0042,PRJ0027,2022-10-03,40,51.6,11.6,No,Submitted,EMP0042,EMP0077,Overtime due to deadline
TS000376,EMP0042,PRJ0027,2022-10-11,40,51.9,11.9,Yes,Approved,EMP0042,EMP0059,
TS000377,EMP0042,PRJ0027,2022-08-29,40,37.3,0,No,Submitted,EMP0042,EMP0029,
TS000378,EMP0070,PRJ0031,2022-04-18,10,11,1,Yes,Approved,EMP0070,EMP0005,
TS000379,EMP0070,PRJ0031,2022-01-31,10,11.8,1.8,Yes,Approved,EMP0070,EMP0013,
TS000380,EMP0070,PRJ0031,2022-04-09,10,10.8,0.8,Yes,Approved,EMP0070,EMP0139,
TS000381,EMP0013,PRJ0025,2022-03-24,30,31,1,Yes,Approved,EMP0013,EMP0148,
TS000382,EMP0013,PRJ0025,2022-03-12,30,28.8,0,Yes,Approved,EMP0013,EMP0083,
TS000383,EMP0013,PRJ0025,2022-02-23,30,39.3,9.3,Yes,Approved,EMP0013,EMP0071,
TS000384,EMP0009,PRJ0059,2024-09-15,30,20.8,0,No,Submitted,EMP0009,EMP0045,On-site work
TS000385,EMP0009,PRJ0059,2024-08-13,30,28.7,0,Yes,Approved,EMP0009,EMP0098,Client meeting
TS000386,EMP0009,PRJ0059,2024-07-16,30,29.5,0,Yes,Approved,EMP0009,EMP0077,Overtime due to deadline
TS000387,EMP0055,PRJ0012,2024-04-18,30,30.1,0.1,No,Approved,EMP0055,EMP0037,Overtime due to deadline
TS000388,EMP0055,PRJ0012,2024-04-14,30,24.9,0,Yes,Draft,EMP0055,EMP0143,Client meeting
TS000389,EMP0055,PRJ0012,2024-04-17,30,27.4,0,Yes,Approved,EMP0055,EMP0116,
TS000390,EMP0089,PRJ0052,2023-07-05,40,43,3,Yes,Submitted,EMP0089,EMP0014,
TS000391,EMP0089,PRJ0052,2023-09-16,40,36.2,0,No,Approved,EMP0089,EMP0144,
TS000392,EMP0089,PRJ0052,2023-10-12,40,32.8,0,Yes,Draft,EMP0089,EMP0078,
TS000393,EMP0038,PRJ0037,2023-07-04,10,13.5,3.5,Yes,Draft,EMP0038,EMP0123,
TS000394,EMP0038,PRJ0037,2024-03-08,10,8.5,0,Yes,Approved,EMP0038,EMP0062,Client meeting
TS000395,EMP0038,PRJ0037,2023-08-29,10,10.2,0.2,Yes,Approved,EMP0038,EMP0067,
TS000396,EMP0126,PRJ0012,2022-09-25,40,34.2,0,No,Approved,EMP0126,EMP0121,
TS000397,EMP0126,PRJ0012,2022-08-17,40,35.7,0,Yes,Approved,EMP0126,EMP0038,
TS000398,EMP0126,PRJ0012,2022-08-24,40,44.5,4.5,Yes,Approved,EMP0126,EMP0107,
TS000399,EMP0126,PRJ0044,2022-03-13,40,41.4,1.4,Yes,Approved,EMP0126,EMP0141,On-site work
TS000400,EMP0126,PRJ0044,2022-03-25,40,44.1,4.1,Yes,Submitted,EMP0126,EMP0126,Overtime due to deadline
TS000401,EMP0126,PRJ0044,2022-03-14,40,39.4,0,Yes,Approved,EMP0126,EMP0048,Client meeting
TS000402,EMP0112,PRJ0059,2021-09-19,30,25.8,0,No,Approved,EMP0112,EMP0020,On-site work
TS000403,EMP0112,PRJ0059,2021-04-20,30,30.4,0.4,No,Approved,EMP0112,EMP0039,
TS000404,EMP0112,PRJ0059,2021-06-02,30,25.4,0,Yes,Approved,EMP0112,EMP0124,On-site work
TS000405,EMP0037,PRJ0002,2022-07-10,30,35.5,5.5,Yes,Approved,EMP0037,EMP0071,Client meeting
TS000406,EMP0037,PRJ0002,2022-05-20,30,30.5,0.5,Yes,Submitted,EMP0037,EMP0111,
TS000407,EMP0037,PRJ0002,2022-04-04,30,34.8,4.8,Yes,Approved,EMP0037,EMP0065,
TS000408,EMP0091,PRJ0031,2021-10-14,10,9.1,0,No,Approved,EMP0091,EMP0104,Overtime due to deadline
TS000409,EMP0091,PRJ0031,2022-03-16,10,10.1,0.1,Yes,Submitted,EMP0091,EMP0021,On-site work
TS000410,EMP0091,PRJ0031,2022-04-28,10,12.3,2.3,No,Approved,EMP0091,EMP0098,Overtime due to deadline
TS000411,EMP0112,PRJ0044,2024-06-12,30,23.7,0,Yes,Approved,EMP0112,EMP0112,On-site work
TS000412,EMP0112,PRJ0044,2024-02-20,30,31,1,Yes,Submitted,EMP0112,EMP0025,Client meeting
TS000413,EMP0112,PRJ0044,2023-09-25,30,31.2,1.2,Yes,Approved,EMP0112,EMP0070,
TS000414,EMP0038,PRJ0055,2024-07-16,30,39.6,9.6,Yes,Approved,EMP0038,EMP0140,Client meeting
TS000415,EMP0038,PRJ0055,2024-09-29,30,40.1,10.1,Yes,Draft,EMP0038,EMP0037,On-site work
TS000416,EMP0038,PRJ0055,2024-08-26,30,32.1,2.1,No,Approved,EMP0038,EMP0145,
TS000417,EMP0024,PRJ0007,2023-05-11,40,43,3,No,Approved,EMP0024,EMP0036,On-site work
TS000418,EMP0024,PRJ0007,2022-09-03,40,34.9,0,Yes,Draft,EMP0024,EMP0014,
TS000419,EMP0024,PRJ0007,2023-03-05,40,40.3,0.3,Yes,Approved,EMP0024,EMP0102,
TS000420,EMP0143,PRJ0050,2021-06-15,20,21.2,1.2,Yes,Submitted,EMP0143,EMP0116,Overtime due to deadline
TS000421,EMP0143,PRJ0050,2021-08-05,20,15.6,0,Yes,Approved,EMP0143,EMP0098,
TS000422,EMP0143,PRJ0050,2021-12-22,20,25.6,5.6,Yes,Submitted,EMP0143,EMP0019,
TS000423,EMP0098,PRJ0053,2023-02-16,20,22.7,2.7,Yes,Submitted,EMP0098,EMP0082,
TS000424,EMP0098,PRJ0053,2022-11-25,20,23.9,3.9,Yes,Draft,EMP0098,EMP0114,
TS000425,EMP0098,PRJ0053,2023-02-17,20,21,1,Yes,Approved,EMP0098,EMP0132,Overtime due to deadline
TS000426,EMP0003,PRJ0032,2021-06-19,20,20.8,0.8,Yes,Approved,EMP0003,EMP0024,Client meeting
TS000427,EMP0003,PRJ0032,2022-02-28,20,21.3,1.3,Yes,Approved,EMP0003,EMP0022,On-site work
TS000428,EMP0003,PRJ0032,2022-02-08,20,14.2,0,No,Draft,EMP0003,EMP0147,Client meeting
TS000429,EMP0075,PRJ0012,2023-09-17,20,19.3,0,Yes,Approved,EMP0075,EMP0038,
TS000430,EMP0075,PRJ0012,2023-09-16,20,18.3,0,Yes,Approved,EMP0075,EMP0124,
TS000431,EMP0075,PRJ0012,2023-11-05,20,20,0,Yes,Approved,EMP0075,EMP0051,Overtime due to deadline
TS000432,EMP0037,PRJ0020,2023-11-23,40,44.5,4.5,Yes,Approved,EMP0037,EMP0102,
TS000433,EMP0037,PRJ0020,2024-08-12,40,31.3,0,Yes,Approved,EMP0037,EMP0035,
TS000434,EMP0037,PRJ0020,2024-03-12,40,48.2,8.2,Yes,Approved,EMP0037,EMP0123,
TS000435,EMP0077,PRJ0043,2024-10-22,20,27.7,7.7,Yes,Approved,EMP0077,EMP0126,Client meeting
TS000436,EMP0077,PRJ0043,2024-10-31,20,18.3,0,Yes,Approved,EMP0077,EMP0101,
TS000437,EMP0077,PRJ0043,2024-10-14,20,21.8,1.8,No,Approved,EMP0077,EMP0141,
TS000438,EMP0033,PRJ0021,2024-12-24,10,9.6,0,Yes,Draft,EMP0033,EMP0054,Overtime due to deadline
TS000439,EMP0033,PRJ0021,2024-12-19,10,9.4,0,No,Submitted,EMP0033,EMP0105,On-site work
TS000440,EMP0033,PRJ0021,2024-12-09,10,12.2,2.2,Yes,Approved,EMP0033,EMP0065,On-site work
TS000441,EMP0075,PRJ0004,2021-03-18,30,28.3,0,Yes,Draft,EMP0075,EMP0123,Client meeting
TS000442,EMP0075,PRJ0004,2021-04-19,30,22.2,0,Yes,Draft,EMP0075,EMP0108,Client meeting
TS000443,EMP0075,PRJ0004,2021-03-03,30,31.1,1.1,No,Approved,EMP0075,EMP0022,
TS000444,EMP0068,PRJ0008,2022-11-03,30,25.9,0,Yes,Approved,EMP0068,EMP0012,Client meeting
TS000445,EMP0068,PRJ0008,2023-05-25,30,28,0,No,Draft,EMP0068,EMP0111,
TS000446,EMP0068,PRJ0008,2022-07-04,30,25.9,0,Yes,Approved,EMP0068,EMP0133,Client meeting
TS000447,EMP0094,PRJ0028,2022-11-18,40,34.4,0,No,Approved,EMP0094,EMP0129,
TS000448,EMP0094,PRJ0028,2022-12-20,40,42,2,No,Approved,EMP0094,EMP0076,Overtime due to deadline
TS000449,EMP0094,PRJ0028,2022-10-14,40,50.6,10.6,Yes,Approved,EMP0094,EMP0117,
TS000450,EMP0124,PRJ0006,2023-12-28,10,12.4,2.4,Yes,Approved,EMP0124,EMP0113,On-site work
TS000451,EMP0124,PRJ0006,2024-01-20,10,9.5,0,Yes,Submitted,EMP0124,EMP0006,
TS000452,EMP0124,PRJ0006,2024-01-13,10,10.2,0.2,Yes,Submitted,EMP0124,EMP0063,Client meeting
TS000453,EMP0012,PRJ0025,2022-05-29,30,26.2,0,Yes,Approved,EMP0012,EMP0104,On-site work
TS000454,EMP0012,PRJ0025,2022-06-03,30,28.7,0,Yes,Approved,EMP0012,EMP0102,
TS000455,EMP0012,PRJ0025,2022-06-10,30,25.5,0,Yes,Approved,EMP0012,EMP0072,On-site work
TS000456,EMP0092,PRJ0041,2024-05-01,40,42,2,Yes,Submitted,EMP0092,EMP0138,
TS000457,EMP0092,PRJ0041,2024-10-03,40,37,0,Yes,Submitted,EMP0092,EMP0136,On-site work
TS000458,EMP0092,PRJ0041,2024-09-06,40,45.9,5.9,Yes,Approved,EMP0092,EMP0030,
TS000459,EMP0070,PRJ0039,2024-02-12,40,44.7,4.7,No,Submitted,EMP0070,EMP0077,Client meeting
TS000460,EMP0070,PRJ0039,2023-09-28,40,33.1,0,Yes,Approved,EMP0070,EMP0062,
TS000461,EMP0070,PRJ0039,2023-10-14,40,43.8,3.8,Yes,Approved,EMP0070,EMP0036,Client meeting
TS000462,EMP0092,PRJ0027,2023-02-10,40,48.4,8.4,Yes,Approved,EMP0092,EMP0138,On-site work
TS000463,EMP0092,PRJ0027,2022-10-25,40,33.5,0,Yes,Approved,EMP0092,EMP0116,Client meeting
TS000464,EMP0092,PRJ0027,2022-08-25,40,37.6,0,No,Draft,EMP0092,EMP0125,
TS000465,EMP0097,PRJ0026,2023-09-30,30,34.6,4.6,Yes,Approved,EMP0097,EMP0126,Overtime due to deadline
TS000466,EMP0097,PRJ0026,2024-02-05,30,19.4,0,Yes,Approved,EMP0097,EMP0008,
TS000467,EMP0097,PRJ0026,2023-11-19,30,33.1,3.1,Yes,Submitted,EMP0097,EMP0145,On-site work
TS000468,EMP0024,PRJ0015,2023-03-28,10,10.2,0.2,No,Approved,EMP0024,EMP0029,Client meeting
TS000469,EMP0024,PRJ0015,2022-10-11,10,9.8,0,No,Approved,EMP0024,EMP0011,On-site work
TS000470,EMP0024,PRJ0015,2023-01-02,10,11.9,1.9,Yes,Draft,EMP0024,EMP0027,On-site work
TS000471,EMP0150,PRJ0049,2022-11-08,20,18.7,0,No,Approved,EMP0150,EMP0068,
TS000472,EMP0150,PRJ0049,2022-11-06,20,18.1,0,Yes,Submitted,EMP0150,EMP0031,
TS000473,EMP0150,PRJ0049,2022-08-20,20,21.5,1.5,Yes,Submitted,EMP0150,EMP0110,
TS000474,EMP0078,PRJ0050,2022-03-24,10,8.1,0,Yes,Approved,EMP0078,EMP0053,
TS000475,EMP0078,PRJ0050,2022-03-12,10,9.3,0,Yes,Approved,EMP0078,EMP0075,
TS000476,EMP0078,PRJ0050,2022-03-13,10,11,1,Yes,Submitted,EMP0078,EMP0025,
TS000477,EMP0066,PRJ0048,2023-07-23,20,28.2,8.2,No,Approved,EMP0066,EMP0034,
TS000478,EMP0066,PRJ0048,2023-03-09,20,15.4,0,Yes,Submitted,EMP0066,EMP0101,Overtime due to deadline
TS000479,EMP0066,PRJ0048,2023-03-07,20,17.9,0,Yes,Approved,EMP0066,EMP0024,Overtime due to deadline
TS000480,EMP0073,PRJ0047,2022-10-15,20,18.9,0,Yes,Approved,EMP0073,EMP0095,Overtime due to deadline
