"  erp_sales_orders  ·  1,000 lignes  ·  9 colonnes",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
SO00250,CUS0039,2023-08-27,2023-09-03,225416.16,Delivered,EMP0138,TND,Standard delivery,Late
SO00251,CUS0168,2024-06-18,2024-06-25,26825.19,Cancelled,EMP0020,TND,Pre-payment required,Cancelled
SO00252,CUS0110,2023-03-27,2023-04-26,290506.84,Confirmed,EMP0058,TND,,Pending
SO00253,CUS0101,2024-08-15,2024-09-17,369913.35,Pending,EMP0081,TND,Pre-payment required,Pending
SO00254,CUS0118,2022-09-06,2022-11-02,46352.53,Pending,EMP0008,TND,Frame agreement order,Pending
SO00255,CUS0004,2024-06-04,2024-06-16,345466.84,Delivered,EMP0090,TND,Standard delivery,On Time
SO00256,CUS0002,2022-01-13,2022-02-17,456731.82,Cancelled,EMP0065,TND,Expedited shipping,Cancelled
SO00257,CUS0073,2024-11-04,2024-12-04,184481.85,Delivered,EMP0027,TND,,On Time
SO00258,CUS0124,2024-05-26,2024-07-02,400577.69,Delivered,EMP0110,TND,Frame agreement order,On Time
SO00259,CUS0177,2022-09-26,2022-10-08,304035.55,Confirmed,EMP0046,TND,,Pending
SO00260,CUS0077,2023-04-22,2023-06-05,432746.7,Shipped,EMP0053,TND,Standard delivery,At Risk
SO00261,CUS0029,2022-11-06,2022-12-06,83427.96,Confirmed,EMP0094,TND,,Pending
SO00262,CUS0137,2024-09-20,2024-10-11,102158.12,Delivered,EMP0072,TND,Standard delivery,On Time
SO00263,CUS0174,2024-12-08,2025-01-20,55617.76,Pending,EMP0089,TND,,Pending
SO00264,CUS0074,2023-07-03,2023-08-23,235335.46,Delivered,EMP0137,TND,,Late
SO00265,CUS0024,2022-03-01,2022-03-19,337230.64,Confirmed,EMP0088,TND,Frame agreement order,Pending
SO00266,CUS0016,2022-09-22,2022-11-02,112008.36,Pending,EMP0004,TND,,Pending
SO00267,CUS0039,2022-03-20,2022-04-18,247990.15,Pending,EMP0018,TND,Frame agreement order,Pending
SO00268,CUS0184,2022-12-11,2022-12-21,368936.06,Delivered,EMP0062,TND,Frame agreement order,On Time
SO00269,CUS0058,2022-05-08,2022-06-07,463903.64,Cancelled,EMP0091,TND,,Cancelled
SO00270,CUS0082,2022-08-05,2022-08-19,198755.39,Delivered,EMP0020,TND,Frame agreement order,On Time
SO00271,CUS0039,2024-04-26,2024-06-08,205905.36,Shipped,EMP0139,TND,Frame agreement order,On Time
SO00272,CUS0099,2023-01-30,2023-02-09,70713.08,Shipped,EMP0063,TND,Frame agreement order,On Time
SO00273,CUS0125,2024-11-17,2024-12-06,463433.83,Pending,EMP0038,TND,Expedited shipping,Pending
SO00274,CUS0071,2023-10-31,2023-11-30,27770.29,Cancelled,EMP0006,TND,Frame agreement order,Cancelled
SO00275,CUS0005,2023-07-04,2023-08-19,222400.71,Delivered,EMP0053,TND,,On Time
SO00276,CUS0025,2024-10-16,2024-12-14,420871.01,Confirmed,EMP0074,TND,Standard delivery,Pending
SO00277,CUS0014,2022-04-25,2022-06-11,7210.58,Delivered,EMP0083,TND,,On Time
SO00278,CUS0132,2023-08-23,2023-09-17,496189.28,Confirmed,EMP0145,TND,Expedited shipping,Pending
SO00279,CUS0194,2022-02-25,2022-03-04,141943.35,Pending,EMP0058,TND,Pre-payment required,Pending
SO00280,CUS0001,2024-04-28,2024-06-19,269172.6,Delivered,EMP0010,TND,Frame agreement order,Late
SO00281,CUS0145,2023-07-20,2023-09-08,126263.19,Shipped,EMP0002,TND,Pre-payment required,On Time
SO00282,CUS0120,2023-08-02,2023-09-17,488876.06,Shipped,EMP0142,TND,Expedited shipping,At Risk
SO00283,CUS0068,2022-04-29,2022-06-05,12304.32,Delivered,EMP0136,TND,,Late
SO00284,CUS0041,2022-02-18,2022-03-26,215599.15,Shipped,EMP0030,TND,Expedited shipping,On Time
SO00285,CUS0176,2022-01-09,2022-03-06,28643.71,Pending,EMP0031,TND,,Pending
SO00286,CUS0126,2023-11-03,2023-12-01,152897.22,Confirmed,EMP0139,TND,,Pending
SO00287,CUS0139,2022-01-01,2022-01-26,94075.07,Shipped,EMP0007,TND,Frame agreement order,On Time
SO00288,CUS0131,2022-11-24,2022-12-11,253179.9,Pending,EMP0114,TND,Expedited shipping,Pending
SO00289,CUS0081,2023-12-07,2023-12-28,95973.26,Shipped,EMP0036,TND,,At Risk
SO00290,CUS0019,2024-01-09,2024-02-05,421894.83,Pending,EMP0030,TND,Expedited shipping,Pending
SO00291,CUS0041,2023-11-06,2023-11-29,236716.94,Pending,EMP0113,TND,,Pending
SO00292,CUS0122,2024-11-10,2024-12-30,381580.8,Shipped,EMP0004,TND,Pre-payment required,On Time
SO00293,CUS0054,2022-09-08,2022-10-24,374356.1,Pending,EMP0136,TND,Pre-payment required,Pending
SO00294,CUS0132,2022-06-29,2022-07-07,182633.83,Pending,EMP0075,TND,Standard delivery,Pending
SO00295,CUS0006,2022-09-18,2022-11-09,468479.13,Pending,EMP0127,TND,Pre-payment required,Pending
SO00296,CUS0071,2022-03-27,2022-05-20,488820.7,Pending,EMP0085,TND,Frame agreement order,Pending
SO00297,CUS0056,2023-03-12,2023-05-09,386985.07,Delivered,EMP0105,TND,,On Time
SO00298,CUS0199,2022-10-25,2022-11-25,283068.92,Cancelled,EMP0068,TND,Frame agreement order,Cancelled
SO00299,CUS0131,2023-04-09,2023-05-15,419495.65,Confirmed,EMP0011,TND,,Pending
SO00300,CUS0173,2022-11-05,2022-12-05,93192.86,Confirmed,EMP0013,TND,Frame agreement order,Pending
SO00301,CUS0094,2022-04-15,2022-05-18,103353.94,Pending,EMP0113,TND,Standard delivery,Pending
SO00302,CUS0078,2022-11-01,2022-12-31,407443.26,Pending,EMP0053,TND,Frame agreement order,Pending
SO00303,CUS0157,2023-02-25,2023-03-23,309746.74,Confirmed,EMP0081,TND,,Pending
SO00304,CUS0146,2022-05-23,2022-06-13,447325.34,Delivered,EMP0149,TND,Pre-payment required,On Time
SO00305,CUS0111,2023-01-24,2023-02-19,107743.33,Delivered,EMP0090,TND,Expedited shipping,On Time
SO00306,CUS0169,2022-06-22,2022-07-18,451058.13,Shipped,EMP0072,TND,Pre-payment required,On Time
SO00307,CUS0142,2024-05-11,2024-07-05,63083.67,Pending,EMP0140,TND,,Pending
SO00308,CUS0028,2023-10-17,2023-11-11,193829.74,Confirmed,EMP0028,TND,,Pending
SO00309,CUS0159,2024-07-05,2024-08-16,291574.28,Delivered,EMP0059,TND,Expedited shipping,On Time
SO00310,CUS0033,2022-04-05,2022-04-24,8878.23,Confirmed,EMP0054,TND,Expedited shipping,Pending
SO00311,CUS0178,2023-03-31,2023-05-10,264951.09,Confirmed,EMP0027,TND,,Pending
SO00312,CUS0002,2024-03-02,2024-04-27,76861.99,Pending,EMP0040,TND,Frame agreement order,Pending
SO00313,CUS0067,2022-02-03,2022-02-10,17004.15,Shipped,EMP0063,TND,,At Risk
SO00314,CUS0098,2024-06-10,2024-07-14,259973.15,Delivered,EMP0011,TND,Frame agreement order,Late
SO00315,CUS0100,2022-11-09,2022-11-18,370419.94,Delivered,EMP0081,TND,Frame agreement order,Late
SO00316,CUS0156,2024-11-02,2024-12-05,476420.03,Confirmed,EMP0106,TND,,Pending
SO00317,CUS0092,2022-03-01,2022-03-21,485631.62,Delivered,EMP0050,TND,,On Time
SO00318,CUS0143,2022-04-29,2022-06-24,265301.21,Confirmed,EMP0052,TND,Expedited shipping,Pending
SO00319,CUS0145,2022-03-30,2022-05-05,19623.57,Cancelled,EMP0149,TND,,Cancelled
SO00320,CUS0076,2022-12-14,2023-01-19,252492.66,Delivered,EMP0093,TND,Standard delivery,Late
SO00321,CUS0178,2024-12-08,2025-01-09,73611.28,Pending,EMP0145,TND,,Pending
SO00322,CUS0049,2024-04-27,2024-05-29,232895.14,Confirmed,EMP0130,TND,Standard delivery,Pending
SO00323,CUS0140,2024-05-17,2024-06-29,196667.57,Pending,EMP0097,TND,Frame agreement order,Pending
SO00324,CUS0175,2024-10-29,2024-12-08,36331.32,Confirmed,EMP0125,TND,,Pending
SO00325,CUS0080,2022-04-07,2022-05-30,433465.74,Shipped,EMP0044,TND,,On Time
SO00326,CUS0097,2023-06-30,2023-07-27,254272.33,Pending,EMP0109,TND,,Pending
SO00327,CUS0174,2022-06-03,2022-07-08,300407.48,Confirmed,EMP0074,TND,Standard delivery,Pending
SO00328,CUS0155,2024-07-23,2024-08-27,9152.1,Pending,EMP0011,TND,,Pending
SO00329,CUS0136,2022-05-08,2022-05-28,135879.89,Pending,EMP0140,TND,Pre-payment required,Pending
SO00330,CUS0066,2023-06-14,2023-07-24,493108.84,Cancelled,EMP0147,TND,Standard delivery,Cancelled
SO00331,CUS0137,2023-07-11,2023-08-02,100236.78,Delivered,EMP0082,TND,,On Time
SO00332,CUS0178,2024-02-12,2024-03-19,458413.11,Confirmed,EMP0100,TND,Standard delivery,Pending
SO00333,CUS0026,2023-01-10,2023-01-30,39770.91,Cancelled,EMP0008,TND,Frame agreement order,Cancelled
SO00334,CUS0192,2024-05-15,2024-07-07,210435.9,Pending,EMP0082,TND,,Pending
SO00335,CUS0163,2024-09-02,2024-10-22,155327.94,Pending,EMP0136,TND,Frame agreement order,Pending
SO00336,CUS0180,2022-01-18,2022-02-07,225340.13,Confirmed,EMP0086,TND,Expedited shipping,Pending
SO00337,CUS0028,2024-06-17,2024-07-02,212042.77,Cancelled,EMP0136,TND,Frame agreement order,Cancelled
SO00338,CUS0074,2022-02-17,2022-03-01,170148.71,Shipped,EMP0125,TND,,On Time
SO00339,CUS0061,2022-07-21,2022-09-06,368328.83,Confirmed,EMP0020,TND,Pre-payment required,Pending
SO00340,CUS0031,2022-12-09,2023-02-07,241620.06,Shipped,EMP0100,TND,Expedited shipping,At Risk
SO00341,CUS0124,2023-07-08,2023-08-22,303132.97,Shipped,EMP0064,TND,Expedited shipping,At Risk
SO00342,CUS0128,2022-08-16,2022-09-26,83729.72,Confirmed,EMP0010,TND,Pre-payment required,Pending
SO00343,CUS0105,2024-09-05,2024-10-09,71756.91,Cancelled,EMP0080,TND,Standard delivery,Cancelled
SO00344,CUS0134,2024-06-21,2024-07-15,358916.43,Delivered,EMP0065,TND,Standard delivery,Late
SO00345,CUS0086,2022-08-24,2022-09-28,227265.29,Delivered,EMP0099,TND,Expedited shipping,On Time
SO00346,CUS0154,2022-08-28,2022-10-13,350495.75,Cancelled,EMP0082,TND,Frame agreement order,Cancelled
SO00347,CUS0162,2023-12-04,2023-12-19,161467.31,Shipped,EMP0077,TND,Expedited shipping,On Time
SO00348,CUS0086,2023-06-23,2023-08-04,395182.94,Delivered,EMP0117,TND,Expedited shipping,On Time
SO00349,CUS0147,2023-01-01,2023-02-15,32141.9,Delivered,EMP0042,TND,Expedited shipping,On Time
SO00350,CUS0121,2024-05-10,2024-06-25,139297.55,Delivered,EMP0007,TND,Standard delivery,On Time
SO00351,CUS0199,2023-10-06,2023-10-29,56585.67,Cancelled,EMP0042,TND,Frame agreement order,Cancelled
SO00352,CUS0143,2023-04-23,2023-05-26,337105.22,Cancelled,EMP0056,TND,Expedited shipping,Cancelled
SO00353,CUS0052,2022-10-04,2022-12-03,270513.63,Cancelled,EMP0135,TND,Frame agreement order,Cancelled
SO00354,CUS0040,2022-10-10,2022-11-08,325215.04,Shipped,EMP0109,TND,,On Time
SO00355,CUS0048,2024-05-12,2024-06-24,209078.52,Delivered,EMP0023,TND,Standard delivery,On Time
SO00356,CUS0093,2023-04-10,2023-05-12,189598.05,Shipped,EMP0142,TND,Standard delivery,On Time
SO00357,CUS0052,2023-10-02,2023-11-09,327652.49,Pending,EMP0079,TND,,Pending
SO00358,CUS0106,2022-11-26,2022-12-12,243114.81,Shipped,EMP0002,TND,Frame agreement order,On Time
SO00359,CUS0014,2022-03-06,2022-04-28,43188.83,Delivered,EMP0106,TND,Pre-payment required,On Time
SO00360,CUS0163,2024-03-10,2024-05-08,23005.93,Delivered,EMP0020,TND,Pre-payment required,On Time
SO00361,CUS0146,2022-03-16,2022-03-28,8145.66,Cancelled,EMP0028,TND,Frame agreement order,Cancelled
SO00362,CUS0092,2024-03-14,2024-05-13,334673.37,Shipped,EMP0080,TND,Pre-payment required,On Time
SO00363,CUS0185,2023-09-29,2023-10-21,24178.24,Pending,EMP0122,TND,,Pending
SO00364,CUS0103,2023-07-05,2023-07-20,328989.73,Delivered,EMP0077,TND,Expedited shipping,Late
SO00365,CUS0166,2022-01-09,2022-02-05,94544.48,Confirmed,EMP0088,TND,,Pending
SO00366,CUS0118,2024-11-03,2024-12-23,465671.79,Confirmed,EMP0015,TND,Frame agreement order,Pending
SO00367,CUS0041,2023-02-11,2023-02-24,208774.8,Delivered,EMP0096,TND,Frame agreement order,On Time
SO00368,CUS0012,2022-08-06,2022-09-29,226480.06,Cancelled,EMP0104,TND,Standard delivery,Cancelled
SO00369,CUS0127,2022-08-30,2022-09-11,110632.51,Shipped,EMP0001,TND,Expedited shipping,At Risk
SO00370,CUS0009,2024-01-03,2024-01-11,206537.11,Confirmed,EMP0038,TND,Frame agreement order,Pending
SO00371,CUS0066,2024-05-11,2024-06-02,158505.18,Cancelled,EMP0079,TND,Frame agreement order,Cancelled
SO00372,CUS0036,2023-11-25,2023-12-29,338483.57,Shipped,EMP0016,TND,Pre-payment required,On Time
SO00373,CUS0073,2023-01-30,2023-03-09,444938.41,Shipped,EMP0021,TND,Standard delivery,On Time
SO00374,CUS0004,2024-04-22,2024-05-09,256631.1,Cancelled,EMP0091,TND,Expedited shipping,Cancelled
SO00375,CUS0088,2024-10-17,2024-11-15,301755.29,Cancelled,EMP0127,TND,Pre-payment required,Cancelled
SO00376,CUS0016,2023-01-19,2023-02-11,363200.67,Shipped,EMP0083,TND,Expedited shipping,On Time
SO00377,CUS0189,2024-12-20,2025-02-15,421060.11,Confirmed,EMP0059,TND,Standard delivery,Pending
SO00378,CUS0103,2022-07-22,2022-08-15,365624.51,Pending,EMP0064,TND,Expedited shipping,Pending
SO00379,CUS0118,2024-10-10,2024-12-01,143229.1,Shipped,EMP0059,TND,Expedited shipping,At Risk
SO00380,CUS0152,2022-10-25,2022-12-15,157995.85,Delivered,EMP0135,TND,Frame agreement order,On Time
SO00381,CUS0178,2024-10-18,2024-12-05,367073.3,Pending,EMP0076,TND,Frame agreement order,Pending
SO00382,CUS0034,2024-07-19,2024-08-11,319963.73,Delivered,EMP0071,TND,,On Time
SO00383,CUS0039,2024-09-11,2024-11-07,434586.83,Cancelled,EMP0055,TND,Pre-payment required,Cancelled
SO00384,CUS0145,2022-07-30,2022-09-25,10035.4,Delivered,EMP0020,TND,Standard delivery,On Time
SO00385,CUS0153,2022-03-07,2022-04-19,223934.81,Shipped,EMP0075,TND,Expedited shipping,At Risk
SO00386,CUS0043,2024-11-06,2024-12-20,287109.66,Pending,EMP0098,TND,Pre-payment required,Pending
SO00387,CUS0032,2022-09-26,2022-10-11,253867.68,Delivered,EMP0092,TND,,On Time
SO00388,CUS0155,2023-12-16,2024-01-22,484957.26,Pending,EMP0047,TND,Pre-payment required,Pending
SO00389,CUS0152,2024-11-22,2024-12-03,5873.63,Shipped,EMP0121,TND,,On Time
SO00390,CUS0093,2022-07-01,2022-08-26,425066.44,Cancelled,EMP0067,TND,Expedited shipping,Cancelled
SO00391,CUS0174,2023-06-26,2023-07-25,446657.74,Shipped,EMP0030,TND,Expedited shipping,On Time
SO00392,CUS0074,2023-04-02,2023-04-22,459966.9,Shipped,EMP0015,TND,Frame agreement order,On Time
SO00393,CUS0132,2022-02-24,2022-04-21,14953.11,Confirmed,EMP0019,TND,Expedited shipping,Pending
SO00394,CUS0157,2023-11-05,2023-12-23,149767.44,Shipped,EMP0116,TND,,On Time
SO00395,CUS0084,2023-07-06,2023-08-21,15172.15,Delivered,EMP0054,TND,Standard delivery,On Time
SO00396,CUS0134,2022-11-16,2022-12-03,41295.51,Pending,EMP0019,TND,Expedited shipping,Pending
SO00397,CUS0079,2024-03-16,2024-05-02,80333.37,Cancelled,EMP0021,TND,Pre-payment required,Cancelled
SO00398,CUS0068,2023-06-09,2023-08-04,250414.08,Cancelled,EMP0130,TND,,Cancelled
SO00399,CUS0197,2023-03-22,2023-04-27,319645.28,Delivered,EMP0014,TND,Frame agreement order,Late
SO00400,CUS0095,2022-04-30,2022-05-08,224754.5,Cancelled,EMP0095,TND,Standard delivery,Cancelled
SO00401,CUS0034,2024-04-03,2024-05-04,336021.86,Confirmed,EMP0114,TND,Frame agreement order,Pending
SO00402,CUS0066,2023-01-03,2023-02-24,330102.04,Confirmed,EMP0034,TND,Frame agreement order,Pending
SO00403,CUS0116,2023-11-17,2023-12-03,6641.75,Delivered,EMP0135,TND,Standard delivery,On Time
SO00404,CUS0190,2023-06-07,2023-07-15,24846.05,Cancelled,EMP0062,TND,Frame agreement order,Cancelled
SO00405,CUS0128,2024-11-25,2025-01-02,333462.15,Confirmed,EMP0049,TND,,Pending
SO00406,CUS0050,2024-06-09,2024-07-10,285027.62,Pending,EMP0133,TND,Pre-payment required,Pending
SO00407,CUS0071,2024-01-12,2024-02-05,58276.51,Cancelled,EMP0140,TND,Expedited shipping,Cancelled
SO00408,CUS0093,2024-11-04,2024-12-09,486681.51,Cancelled,EMP0040,TND,,Cancelled
SO00409,CUS0103,2022-12-06,2023-02-02,77669.67,Cancelled,EMP0005,TND,Standard delivery,Cancelled
SO00410,CUS0091,2024-05-08,2024-05-21,161261.35,Cancelled,EMP0081,TND,Expedited shipping,Cancelled
SO00411,CUS0073,2024-09-13,2024-10-18,426870.06,Cancelled,EMP0127,TND,Standard delivery,Cancelled
SO00412,CUS0165,2024-01-10,2024-02-07,368614.34,Confirmed,EMP0053,TND,Standard delivery,Pending
SO00413,CUS0147,2024-07-02,2024-08-27,117721.47,Confirmed,EMP0077,TND,Frame agreement order,Pending
SO00414,CUS0099,2023-11-06,2023-11-17,310049.08,Delivered,EMP0025,TND,Frame agreement order,On Time
SO00415,CUS0093,2024-02-17,2024-04-04,30040.85,Pending,EMP0006,TND,Standard delivery,Pending
SO00416,CUS0044,2022-03-30,2022-05-07,266530.24,Shipped,EMP0145,TND,Pre-payment required,On Time
SO00417,CUS0172,2024-12-04,2025-01-28,434824.04,Delivered,EMP0015,TND,Standard delivery,Late
SO00418,CUS0031,2023-12-20,2024-02-05,66992.06,Shipped,EMP0059,TND,,At Risk
SO00419,CUS0167,2022-04-20,2022-06-16,213792.08,Pending,EMP0001,TND,Pre-payment required,Pending
SO00420,CUS0127,2023-03-18,2023-05-17,449203.81,Cancelled,EMP0054,TND,Expedited shipping,Cancelled
SO00421,CUS0163,2024-08-15,2024-09-27,453897.47,Confirmed,EMP0128,TND,Pre-payment required,Pending
SO00422,CUS0199,2024-02-28,2024-03-17,93598.04,Cancelled,EMP0122,TND,Pre-payment required,Cancelled
SO00423,CUS0023,2023-02-03,2023-02-14,374695.94,Shipped,EMP0042,TND,Pre-payment required,On Time
SO00424,CUS0138,2023-02-27,2023-04-06,71328.87,Pending,EMP0114,TND,Pre-payment required,Pending
SO00425,CUS0155,2024-07-02,2024-07-21,367786.93,Shipped,EMP0077,TND,Pre-payment required,On Time
SO00426,CUS0030,2023-07-03,2023-08-16,354707.94,Delivered,EMP0070,TND,Pre-payment required,On Time
SO00427,CUS0046,2024-02-27,2024-04-14,135036.89,Confirmed,EMP0142,TND,Pre-payment required,Pending
SO00428,CUS0148,2022-01-13,2022-03-06,415195.96,Delivered,EMP0115,TND,Standard delivery,On Time
SO00429,CUS0116,2023-12-28,2024-01-18,334553.07,Delivered,EMP0136,TND,Pre-payment required,On Time
SO00430,CUS0166,2022-01-12,2022-02-16,34102.09,Pending,EMP0139,TND,Expedited shipping,Pending
SO00431,CUS0023,2023-12-17,2024-02-03,454401.22,Pending,EMP0050,TND,Standard delivery,Pending
SO00432,CUS0112,2024-12-24,2025-01-28,69637.17,Pending,EMP0123,TND,Pre-payment required,Pending
SO00433,CUS0071,2022-08-04,2022-08-28,415192.41,Shipped,EMP0107,TND,Frame agreement order,On Time
SO00434,CUS0159,2022-06-08,2022-07-11,403979.92,Delivered,EMP0097,TND,Standard delivery,On Time
SO00435,CUS0185,2022-07-08,2022-08-05,32023.15,Shipped,EMP0061,TND,Pre-payment required,At Risk
SO00436,CUS0197,2022-01-04,2022-01-16,5499.39,Confirmed,EMP0101,TND,Pre-payment required,Pending
SO00437,CUS0117,2023-12-02,2024-01-02,348720.86,Delivered,EMP0095,TND,Frame agreement order,On Time
SO00438,CUS0093,2024-03-19,2024-05-12,231700.86,Confirmed,EMP0036,TND,,Pending
SO00439,CUS0123,2024-09-03,2024-09-29,46376.6,Pending,EMP0087,TND,Standard delivery,Pending
SO00440,CUS0134,2024-06-06,2024-07-03,309082.36,Confirmed,EMP0062,TND,Expedited shipping,Pending
SO00441,CUS0157,2022-04-22,2022-06-18,151997.32,Delivered,EMP0048,TND,Standard delivery,On Time
SO00442,CUS0180,2023-09-29,2023-11-06,320051.61,Delivered,EMP0026,TND,Frame agreement order,On Time
SO00443,CUS0057,2023-11-16,2024-01-15,449193.46,Confirmed,EMP0004,TND,Pre-payment required,Pending
SO00444,CUS0199,2023-02-22,2023-03-19,86633.16,Cancelled,EMP0001,TND,Frame agreement order,Cancelled
SO00445,CUS0018,2024-12-17,2025-02-02,446026.94,Delivered,EMP0039,TND,,Late
SO00446,CUS0016,2023-02-19,2023-04-03,402527.56,Delivered,EMP0029,TND,Pre-payment required,On Time
SO00447,CUS0123,2022-04-26,2022-05-10,430015.33,Pending,EMP0111,TND,Frame agreement order,Pending
SO00448,CUS0102,2022-09-07,2022-10-22,32018.11,Delivered,EMP0118,TND,Standard delivery,On Time
SO00449,CUS0148,2023-11-11,2023-11-21,138251.15,Pending,EMP0118,TND,,Pending
SO00450,CUS0114,2024-08-19,2024-10-03,218217.15,Confirmed,EMP0027,TND,,Pending
SO00451,CUS0106,2023-08-07,2023-09-11,20978.34,Cancelled,EMP0100,TND,Standard delivery,Cancelled
SO00452,CUS0070,2024-08-02,2024-09-17,212994.59,Pending,EMP0039,TND,Expedited shipping,Pending
SO00453,CUS0057,2024-11-13,2024-11-21,258992.17,Delivered,EMP0139,TND,,Late
SO00454,CUS0183,2023-09-29,2023-11-05,228897.7,Cancelled,EMP0139,TND,,Cancelled
SO00455,CUS0040,2024-10-30,2024-11-22,389953.53,Delivered,EMP0090,TND,,On Time
SO00456,CUS0136,2024-04-05,2024-05-29,198895.72,Delivered,EMP0046,TND,Frame agreement order,On Time
SO00457,CUS0129,2023-06-04,2023-06-22,469712.2,Confirmed,EMP0004,TND,Standard delivery,Pending
SO00458,CUS0017,2024-06-20,2024-07-17,132385.02,Shipped,EMP0091,TND,Standard delivery,On Time
SO00459,CUS0050,2022-08-25,2022-10-19,401921.65,Confirmed,EMP0099,TND,Frame agreement order,Pending
SO00460,CUS0187,2022-11-07,2022-12-26,48485.13,Shipped,EMP0098,TND,Frame agreement order,At Risk
SO00461,CUS0017,2024-12-04,2024-12-28,13792.86,Confirmed,EMP0137,TND,Expedited shipping,Pending
SO00462,CUS0193,2023-08-25,2023-10-24,205828.8,Cancelled,EMP0031,TND,Expedited shipping,Cancelled
SO00463,CUS0021,2024-07-09,2024-08-11,397102.74,Pending,EMP0146,TND,Pre-payment required,Pending
SO00464,CUS0170,2022-12-10,2023-02-06,392396.67,Pending,EMP0096,TND,,Pending
SO00465,CUS0164,2024-04-16,2024-05-08,237245.85,Cancelled,EMP0022,TND,Expedited shipping,Cancelled
SO00466,CUS0168,2022-08-30,2022-10-29,307570.29,Shipped,EMP0028,TND,,On Time
SO00467,CUS0182,2022-06-02,2022-06-24,193697.59,Cancelled,EMP0006,TND,Standard delivery,Cancelled
SO00468,CUS0113,2023-07-19,2023-09-02,28838.69,Delivered,EMP0079,TND,Pre-payment required,On Time
SO00469,CUS0016,2023-06-21,2023-08-16,176822.76,Cancelled,EMP0017,TND,Pre-payment required,Cancelled
SO00470,CUS0155,2022-07-21,2022-09-14,115255.75,Shipped,EMP0040,TND,Frame agreement order,On Time
SO00471,CUS0181,2022-07-10,2022-08-26,488629.73,Cancelled,EMP0042,TND,Frame agreement order,Cancelled
SO00472,CUS0153,2024-12-31,2025-01-10,15448.8,Cancelled,EMP0110,TND,Standard delivery,Cancelled
SO00473,CUS0134,2024-05-15,2024-05-26,446806.83,Shipped,EMP0079,TND,Standard delivery,At Risk
SO00474,CUS0164,2024-05-28,2024-07-01,436188,Delivered,EMP0025,TND,Standard delivery,On Time
SO00475,CUS0195,2024-09-03,2024-10-09,343993.82,Cancelled,EMP0072,TND,Expedited shipping,Cancelled
SO00476,CUS0105,2022-01-05,2022-02-11,29825.72,Pending,EMP0088,TND,,Pending
SO00477,CUS0142,2023-12-07,2023-12-23,143664.63,Pending,EMP0066,TND,,Pending
SO00478,CUS0125,2024-09-09,2024-10-31,343661.72,Shipped,EMP0124,TND,Expedited shipping,On Time
SO00479,CUS0002,2023-08-07,2023-08-16,119083.98,Confirmed,EMP0022,TND,Pre-payment required,Pending
SO00480,CUS0192,2022-05-13,2022-07-09,262362.96,Delivered,EMP0024,TND,Frame agreement order,On Time
SO00481,CUS0151,2023-12-13,2024-01-24,306386.37,Confirmed,EMP0039,TND,Pre-payment required,Pending
SO00482,CUS0163,2023-09-15,2023-10-21,212575.73,Pending,EMP0070,TND,,Pending
SO00483,CUS0130,2023-12-11,2023-12-31,94669.11,Shipped,EMP0020,TND,,On Time
SO00484,CUS0022,2022-03-19,2022-03-26,72461.34,Delivered,EMP0060,TND,Expedited shipping,On Time
SO00485,CUS0160,2023-06-22,2023-08-21,71277.05,Confirmed,EMP0114,TND,Frame agreement order,Pending
SO00486,CUS0015,2024-08-27,2024-10-07,167050.06,Shipped,EMP0043,TND,Frame agreement order,At Risk
SO00487,CUS0045,2024-11-02,2024-11-24,310415.68,Shipped,EMP0095,TND,Pre-payment required,At Risk
SO00488,CUS0178,2023-02-11,2023-03-07,131753.65,Confirmed,EMP0024,TND,Expedited shipping,Pending
SO00489,CUS0163,2024-12-06,2024-12-13,63008.61,Shipped,EMP0087,TND,Frame agreement order,On Time
SO00490,CUS0155,2024-04-10,2024-05-04,390445.02,Shipped,EMP0027,TND,Expedited shipping,At Risk
SO00491,CUS0095,2024-01-13,2024-03-11,488262.3,Confirmed,EMP0053,TND,Frame agreement order,Pending
SO00492,CUS0004,2024-01-11,2024-02-19,380256.73,Cancelled,EMP0127,TND,Expedited shipping,Cancelled
SO00493,CUS0119,2022-08-29,2022-09-25,449127.96,Shipped,EMP0039,TND,Expedited shipping,On Time
SO00494,CUS0072,2022-10-29,2022-11-20,129302.09,Confirmed,EMP0025,TND,Expedited shipping,Pending
SO00495,CUS0190,2023-12-17,2024-01-23,396842.64,Delivered,EMP0084,TND,Frame agreement order,On Time
SO00496,CUS0142,2022-12-06,2022-12-13,247961.65,Confirmed,EMP0096,TND,Standard delivery,Pending
SO00497,CUS0108,2022-01-26,2022-03-19,133219.12,Shipped,EMP0084,TND,,At Risk
SO00498,CUS0079,2022-04-01,2022-05-28,261669.44,Cancelled,EMP0075,TND,Standard delivery,Cancelled
SO00499,CUS0174,2024-09-01,2024-10-12,83821.82,Delivered,EMP0048,TND,Pre-payment required,On Time
SO00500,CUS0134,2023-12-13,2024-01-17,375506.44,Cancelled,EMP0049,TND,Frame agreement order,Cancelled
SO00501,CUS0197,2022-02-17,2022-03-23,438941.5,Confirmed,EMP0093,TND,,Pending
SO00502,CUS0186,2024-08-06,2024-08-26,193362.04,Cancelled,EMP0016,TND,Pre-payment required,Cancelled
