  erp_order_lines  ·  2522 lignes  ·  9 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
OL000365,SO00140,PRD0437,6,47487.04,5,270676.13,TND,Delivered
OL000366,SO00140,PRD0297,3,5672.86,0,17018.58,TND,Shipped
OL000367,SO00140,PRD0290,1,34516.83,0,34516.83,TND,Shipped
OL000368,SO00141,PRD0355,8,24735.9,5,187992.84,TND,Delivered
OL000369,SO00141,PRD0118,6,6262.18,10,33815.77,TND,Delivered
OL000370,SO00142,PRD0095,1,39136.44,0,39136.44,TND,Delivered
OL000371,SO00142,PRD0423,2,8273.15,0,16546.3,TND,Delivered
OL000372,SO00142,PRD0004,10,29028.2,15,246739.7,TND,Delivered
OL000373,SO00142,PRD0186,1,14272.94,0,14272.94,TND,Delivered
OL000374,SO00143,PRD0454,3,44256.79,0,132770.37,TND,Pending
OL000375,SO00143,PRD0135,3,12900.29,0,38700.87,TND,Delivered
OL000376,SO00144,PRD0467,3,31710.69,0,95132.07,TND,Shipped
OL000377,SO00144,PRD0052,2,22607.92,0,45215.84,TND,Delivered
OL000378,SO00144,PRD0011,8,6654.23,0,53233.84,TND,Shipped
OL000379,SO00145,PRD0482,10,8209.45,10,73885.05,TND,Shipped
OL000380,SO00145,PRD0270,2,17281.45,0,34562.9,TND,Shipped
OL000381,SO00146,PRD0407,4,4428.45,5,16828.11,TND,Pending
OL000382,SO00146,PRD0098,6,47441.43,5,270416.15,TND,Cancelled
OL000383,SO00147,PRD0472,10,46761.95,5,444238.52,TND,Shipped
OL000384,SO00147,PRD0024,5,39870.32,10,179416.44,TND,Delivered
OL000385,SO00148,PRD0323,5,47991.31,10,215960.89,TND,Shipped
OL000386,SO00149,PRD0108,8,12360.5,10,88995.6,TND,Pending
OL000387,SO00149,PRD0373,3,26079.59,5,74326.83,TND,Shipped
OL000388,SO00149,PRD0042,9,2391.42,0,21522.78,TND,Delivered
OL000389,SO00149,PRD0402,3,15456.65,0,46369.95,TND,Delivered
OL000390,SO00150,PRD0367,5,27477.66,5,130518.88,TND,Pending
OL000391,SO00150,PRD0490,10,16962.28,5,161141.66,TND,Delivered
OL000392,SO00150,PRD0254,4,44540.84,0,178163.36,TND,Delivered
OL000393,SO00150,PRD0243,4,31805.2,0,127220.8,TND,Shipped
OL000394,SO00151,PRD0479,6,42244.85,0,253469.1,TND,Delivered
OL000395,SO00151,PRD0432,2,13116.38,0,26232.76,TND,Delivered
OL000396,SO00152,PRD0299,8,26617.86,5,202295.74,TND,Delivered
OL000397,SO00152,PRD0022,8,45183.17,0,361465.36,TND,Delivered
OL000398,SO00153,PRD0163,3,4168.68,0,12506.04,TND,Delivered
OL000399,SO00153,PRD0140,2,9553.58,0,19107.16,TND,Delivered
OL000400,SO00153,PRD0196,9,1904.45,5,16283.05,TND,Pending
OL000401,SO00153,PRD0013,5,39276.96,15,166927.08,TND,Delivered
OL000402,SO00154,PRD0185,1,49983.92,5,47484.72,TND,Delivered
OL000403,SO00155,PRD0129,5,6968.22,0,34841.1,TND,Pending
OL000404,SO00155,PRD0155,3,10356.75,15,26409.71,TND,Shipped
OL000405,SO00155,PRD0382,9,33030.2,15,252681.03,TND,Delivered
OL000406,SO00156,PRD0145,7,1652.07,15,9829.82,TND,Shipped
OL000407,SO00156,PRD0422,1,29778.2,0,29778.2,TND,Delivered
OL000408,SO00156,PRD0178,3,38570.69,10,104140.86,TND,Delivered
OL000409,SO00157,PRD0243,9,31805.2,5,271934.46,TND,Pending
OL000410,SO00157,PRD0120,8,40582.78,5,308429.13,TND,Delivered
OL000411,SO00158,PRD0161,4,8759.12,0,35036.48,TND,Shipped
OL000412,SO00159,PRD0108,9,12360.5,0,111244.5,TND,Delivered
OL000413,SO00159,PRD0225,3,10611.37,0,31834.11,TND,Pending
OL000414,SO00159,PRD0231,8,16627.52,10,119718.14,TND,Shipped
OL000415,SO00159,PRD0437,6,47487.04,0,284922.24,TND,Delivered
OL000416,SO00160,PRD0391,5,34391.82,0,171959.1,TND,Delivered
OL000417,SO00160,PRD0399,1,20341.51,15,17290.28,TND,Delivered
OL000418,SO00160,PRD0354,6,633.58,5,3611.41,TND,Shipped
OL000419,SO00160,PRD0276,10,18116.79,5,172109.51,TND,Delivered
OL000420,SO00161,PRD0105,9,12109.72,0,108987.48,TND,Delivered
OL000421,SO00161,PRD0486,6,16508.93,5,94100.9,TND,Delivered
OL000422,SO00161,PRD0201,5,2754.35,0,13771.75,TND,Delivered
OL000423,SO00161,PRD0033,9,5387.53,0,48487.77,TND,Shipped
OL000424,SO00162,PRD0014,7,39659.04,0,277613.28,TND,Delivered
OL000425,SO00162,PRD0096,9,47822.83,0,430405.47,TND,Delivered
OL000426,SO00162,PRD0102,9,42899.68,0,386097.12,TND,Delivered
OL000427,SO00162,PRD0036,7,40537.18,0,283760.26,TND,Cancelled
OL000428,SO00163,PRD0275,8,21853.57,5,166087.13,TND,Delivered
OL000429,SO00163,PRD0215,4,21261.21,0,85044.84,TND,Delivered
OL000430,SO00164,PRD0419,3,19531.8,5,55665.63,TND,Shipped
OL000431,SO00164,PRD0364,10,25729.2,0,257292,TND,Pending
OL000432,SO00164,PRD0341,8,38014.81,0,304118.48,TND,Delivered
OL000433,SO00164,PRD0244,3,34941.5,0,104824.5,TND,Shipped
OL000434,SO00165,PRD0270,10,17281.45,10,155533.05,TND,Delivered
OL000435,SO00165,PRD0169,10,48214.82,0,482148.2,TND,Delivered
OL000436,SO00166,PRD0178,5,38570.69,0,192853.45,TND,Shipped
OL000437,SO00166,PRD0359,3,23523.01,0,70569.03,TND,Delivered
OL000438,SO00166,PRD0432,10,13116.38,5,124605.61,TND,Delivered
OL000439,SO00166,PRD0365,3,24807.66,5,70701.83,TND,Delivered
OL000440,SO00167,PRD0123,3,30236.62,0,90709.86,TND,Pending
OL000441,SO00168,PRD0342,4,10482.86,15,35641.72,TND,Delivered
OL000442,SO00168,PRD0470,9,45719.41,0,411474.69,TND,Delivered
OL000443,SO00168,PRD0035,2,28788.69,5,54698.51,TND,Shipped
OL000444,SO00169,PRD0231,9,16627.52,0,149647.68,TND,Delivered
OL000445,SO00169,PRD0085,8,34597.51,0,276780.08,TND,Pending
OL000446,SO00169,PRD0130,4,49203.26,0,196813.04,TND,Delivered
OL000447,SO00169,PRD0107,2,43846.86,5,83309.03,TND,Delivered
OL000448,SO00170,PRD0249,9,41994.77,5,359055.28,TND,Pending
OL000449,SO00170,PRD0237,8,29083.17,0,232665.36,TND,Shipped
OL000450,SO00170,PRD0035,3,28788.69,0,86366.07,TND,Delivered
OL000451,SO00170,PRD0043,2,48052.39,0,96104.78,TND,Delivered
OL000452,SO00171,PRD0087,1,8338.38,5,7921.46,TND,Delivered
OL000453,SO00171,PRD0040,6,44172.92,0,265037.52,TND,Pending
OL000454,SO00171,PRD0344,9,40505.16,0,364546.44,TND,Pending
OL000455,SO00171,PRD0391,9,34391.82,5,294050.06,TND,Pending
OL000456,SO00172,PRD0200,5,2154.08,0,10770.4,TND,Pending
OL000457,SO00173,PRD0396,7,41393.4,10,260778.42,TND,Shipped
OL000458,SO00174,PRD0466,2,21838.72,0,43677.44,TND,Delivered
OL000459,SO00174,PRD0123,1,30236.62,0,30236.62,TND,Delivered
OL000460,SO00174,PRD0103,2,19689.56,0,39379.12,TND,Shipped
OL000461,SO00175,PRD0371,1,19527.23,0,19527.23,TND,Delivered
OL000462,SO00175,PRD0086,6,34674.69,0,208048.14,TND,Pending
OL000463,SO00176,PRD0479,7,42244.85,15,251356.86,TND,Delivered
OL000464,SO00176,PRD0278,4,4393.67,0,17574.68,TND,Delivered
OL000465,SO00177,PRD0206,6,22103.87,0,132623.22,TND,Delivered
OL000466,SO00178,PRD0034,5,6001.95,5,28509.26,TND,Delivered
OL000467,SO00178,PRD0337,2,37752.06,10,67953.71,TND,Delivered
OL000468,SO00179,PRD0053,10,6290.8,0,62908,TND,Cancelled
OL000469,SO00179,PRD0365,10,24807.66,0,248076.6,TND,Pending
OL000470,SO00179,PRD0275,7,21853.57,5,145326.24,TND,Cancelled
OL000471,SO00179,PRD0406,3,3172.82,0,9518.46,TND,Pending
OL000472,SO00180,PRD0436,2,37480.61,0,74961.22,TND,Pending
OL000473,SO00180,PRD0342,10,10482.86,0,104828.6,TND,Delivered
OL000474,SO00180,PRD0247,4,29220.78,5,111038.96,TND,Pending
OL000475,SO00181,PRD0120,1,40582.78,5,38553.64,TND,Shipped
OL000476,SO00182,PRD0122,4,6659.4,5,25305.72,TND,Delivered
OL000477,SO00182,PRD0378,6,15816.89,0,94901.34,TND,Delivered
OL000478,SO00182,PRD0220,7,12757.53,0,89302.71,TND,Delivered
OL000479,SO00183,PRD0379,5,44219.66,0,221098.3,TND,Shipped
OL000480,SO00183,PRD0450,1,48254.91,5,45842.16,TND,Cancelled
OL000481,SO00183,PRD0169,5,48214.82,10,216966.69,TND,Delivered
OL000482,SO00183,PRD0069,6,27885.54,0,167313.24,TND,Delivered
OL000483,SO00184,PRD0465,4,39138.85,10,140899.86,TND,Pending
OL000484,SO00185,PRD0312,7,37287.98,5,247965.07,TND,Delivered
OL000485,SO00185,PRD0447,1,40058.13,0,40058.13,TND,Delivered
OL000486,SO00186,PRD0027,3,24480.46,15,62425.17,TND,Delivered
OL000487,SO00186,PRD0325,3,28849.29,5,82220.48,TND,Shipped
OL000488,SO00187,PRD0121,2,22420.63,0,44841.26,TND,Delivered
OL000489,SO00187,PRD0260,3,21590.15,5,61531.93,TND,Delivered
OL000490,SO00188,PRD0311,5,20622.57,0,103112.85,TND,Delivered
OL000491,SO00188,PRD0128,4,13156.85,0,52627.4,TND,Shipped
OL000492,SO00189,PRD0487,6,43523.47,0,261140.82,TND,Delivered
OL000493,SO00190,PRD0217,7,1452.45,10,9150.43,TND,Shipped
OL000494,SO00190,PRD0259,8,19579.16,0,156633.28,TND,Delivered
OL000495,SO00190,PRD0313,2,35505.71,10,63910.28,TND,Shipped
OL000496,SO00190,PRD0377,10,30128.78,5,286223.41,TND,Pending
OL000497,SO00191,PRD0132,8,42388.45,0,339107.6,TND,Delivered
OL000498,SO00191,PRD0195,9,47349.95,5,404842.07,TND,Delivered
OL000499,SO00192,PRD0367,4,27477.66,0,109910.64,TND,Delivered
OL000500,SO00192,PRD0241,1,20973.33,10,18876,TND,Pending
OL000501,SO00193,PRD0252,7,7519.68,15,44742.1,TND,Cancelled
OL000502,SO00193,PRD0208,6,49445.75,0,296674.5,TND,Delivered
OL000503,SO00193,PRD0474,10,15104.47,0,151044.7,TND,Shipped
OL000504,SO00194,PRD0198,10,3740.59,0,37405.9,TND,Shipped
OL000505,SO00195,PRD0395,6,13695.1,5,78062.07,TND,Delivered
OL000506,SO00195,PRD0468,6,22387,5,127605.9,TND,Pending
OL000507,SO00195,PRD0385,7,47103.52,5,313238.41,TND,Delivered
OL000508,SO00196,PRD0472,6,46761.95,5,266543.11,TND,Pending
OL000509,SO00197,PRD0134,8,44408.77,15,301979.64,TND,Delivered
OL000510,SO00197,PRD0310,4,29294.57,5,111319.37,TND,Cancelled
OL000511,SO00198,PRD0007,2,14979.85,5,28461.72,TND,Shipped
OL000512,SO00198,PRD0060,7,15312.14,5,101825.73,TND,Cancelled
OL000513,SO00199,PRD0266,4,41893.37,10,150816.13,TND,Delivered
OL000514,SO00200,PRD0130,9,49203.26,5,420687.87,TND,Delivered
OL000515,SO00200,PRD0355,5,24735.9,5,117495.52,TND,Shipped
OL000516,SO00200,PRD0155,2,10356.75,0,20713.5,TND,Pending
OL000517,SO00200,PRD0257,6,14553.17,10,78587.12,TND,Delivered
OL000518,SO00201,PRD0477,7,37223.08,5,247533.48,TND,Delivered
OL000519,SO00201,PRD0384,3,48143.8,10,129988.26,TND,Delivered
OL000520,SO00202,PRD0397,7,17451.94,5,116055.4,TND,Pending
OL000521,SO00203,PRD0088,3,32981.79,0,98945.37,TND,Delivered
OL000522,SO00203,PRD0091,2,41464.93,0,82929.86,TND,Shipped
OL000523,SO00203,PRD0192,3,2600.2,0,7800.6,TND,Pending
OL000524,SO00203,PRD0096,4,47822.83,0,191291.32,TND,Shipped
OL000525,SO00204,PRD0226,2,1389.12,10,2500.42,TND,Delivered
OL000526,SO00204,PRD0321,5,42979.29,0,214896.45,TND,Delivered
OL000527,SO00204,PRD0468,2,22387,0,44774,TND,Pending
OL000528,SO00204,PRD0320,8,17562.7,0,140501.6,TND,Shipped
OL000529,SO00205,PRD0032,5,3820.09,10,17190.41,TND,Delivered
OL000530,SO00206,PRD0050,4,8349.9,5,31729.62,TND,Delivered
OL000531,SO00207,PRD0478,6,45054.95,5,256813.21,TND,Delivered
OL000532,SO00207,PRD0249,6,41994.77,15,214173.33,TND,Shipped
OL000533,SO00207,PRD0243,6,31805.2,5,181289.64,TND,Delivered
OL000534,SO00208,PRD0500,6,31866.63,10,172079.8,TND,Shipped
OL000535,SO00209,PRD0234,7,3972.21,5,26415.2,TND,Shipped
OL000536,SO00210,PRD0014,2,39659.04,10,71386.27,TND,Delivered
OL000537,SO00210,PRD0309,4,40155.93,0,160623.72,TND,Pending
OL000538,SO00211,PRD0264,1,47268.86,15,40178.53,TND,Cancelled
OL000539,SO00211,PRD0212,6,33628.95,0,201773.7,TND,Delivered
OL000540,SO00211,PRD0339,1,35801.57,15,30431.33,TND,Pending
OL000541,SO00211,PRD0097,8,11061.2,0,88489.6,TND,Delivered
OL000542,SO00212,PRD0179,7,40026.59,15,238158.21,TND,Shipped
OL000543,SO00213,PRD0338,2,19477.55,5,37007.34,TND,Delivered
OL000544,SO00213,PRD0439,4,24852.41,5,94439.16,TND,Shipped
OL000545,SO00213,PRD0359,10,23523.01,10,211707.09,TND,Pending
OL000546,SO00213,PRD0464,1,42545.69,0,42545.69,TND,Shipped
OL000547,SO00214,PRD0427,8,47631.28,0,381050.24,TND,Delivered
OL000548,SO00214,PRD0345,2,44810.95,0,89621.9,TND,Delivered
OL000549,SO00214,PRD0281,4,49696.91,0,198787.64,TND,Shipped
OL000550,SO00215,PRD0055,7,17370.64,15,103355.31,TND,Delivered
OL000551,SO00216,PRD0463,5,14603,0,73015,TND,Delivered
OL000552,SO00216,PRD0197,8,10399.96,15,70719.73,TND,Pending
OL000553,SO00216,PRD0393,3,343.99,15,877.17,TND,Pending
OL000554,SO00217,PRD0047,4,21084.15,15,71686.11,TND,Shipped
OL000555,SO00217,PRD0408,10,12147.91,0,121479.1,TND,Delivered
OL000556,SO00217,PRD0355,7,24735.9,5,164493.74,TND,Shipped
OL000557,SO00217,PRD0171,7,401.27,10,2528,TND,Delivered
OL000558,SO00218,PRD0149,2,21522.6,0,43045.2,TND,Delivered
OL000559,SO00219,PRD0382,2,33030.2,5,62757.38,TND,Delivered
OL000560,SO00219,PRD0483,6,10063.87,15,51325.74,TND,Pending
OL000561,SO00220,PRD0160,1,27434.99,5,26063.24,TND,Delivered
OL000562,SO00221,PRD0217,3,1452.45,5,4139.48,TND,Pending
OL000563,SO00221,PRD0164,4,37973.65,0,151894.6,TND,Delivered
OL000564,SO00221,PRD0395,8,13695.1,0,109560.8,TND,Shipped
OL000565,SO00221,PRD0187,5,21222.85,10,95502.82,TND,Delivered
OL000566,SO00222,PRD0076,1,36174.73,5,34365.99,TND,Delivered
OL000567,SO00222,PRD0308,2,47825.24,0,95650.48,TND,Shipped
OL000568,SO00222,PRD0146,10,41936.1,0,419361,TND,Shipped
OL000569,SO00222,PRD0075,8,30397.87,0,243182.96,TND,Cancelled
OL000570,SO00223,PRD0415,6,37405.21,0,224431.26,TND,Pending
OL000571,SO00224,PRD0359,1,23523.01,15,19994.56,TND,Shipped
OL000572,SO00224,PRD0377,8,30128.78,5,228978.73,TND,Delivered
OL000573,SO00225,PRD0012,7,23445.95,0,164121.65,TND,Pending
OL000574,SO00225,PRD0281,6,49696.91,10,268363.31,TND,Delivered
OL000575,SO00226,PRD0145,4,1652.07,5,6277.87,TND,Delivered
OL000576,SO00226,PRD0357,2,20052.03,0,40104.06,TND,Shipped
OL000577,SO00226,PRD0473,10,18200.09,10,163800.81,TND,Delivered
OL000578,SO00227,PRD0235,10,47139.84,0,471398.4,TND,Pending
OL000579,SO00227,PRD0336,5,22365.09,10,100642.9,TND,Delivered
OL000580,SO00227,PRD0084,4,38633.73,5,146808.17,TND,Delivered
OL000581,SO00228,PRD0348,3,34369.81,0,103109.43,TND,Cancelled
OL000582,SO00229,PRD0475,2,43310.15,0,86620.3,TND,Delivered
OL000583,SO00229,PRD0029,1,34043.27,0,34043.27,TND,Delivered
OL000584,SO00230,PRD0304,3,30398.21,5,86634.9,TND,Delivered
OL000585,SO00230,PRD0223,1,26701.98,0,26701.98,TND,Delivered
OL000586,SO00230,PRD0497,5,24454.52,5,116158.97,TND,Cancelled
OL000587,SO00231,PRD0398,2,14553.28,10,26195.9,TND,Shipped
OL000588,SO00231,PRD0355,7,24735.9,0,173151.3,TND,Pending
OL000589,SO00231,PRD0408,6,12147.91,0,72887.46,TND,Delivered
OL000590,SO00231,PRD0344,2,40505.16,0,81010.32,TND,Pending
OL000591,SO00232,PRD0012,10,23445.95,15,199290.57,TND,Delivered
OL000592,SO00232,PRD0301,2,16679.17,10,30022.51,TND,Delivered
OL000593,SO00233,PRD0331,10,23645.71,0,236457.1,TND,Delivered
OL000594,SO00233,PRD0360,9,33590.47,0,302314.23,TND,Shipped
OL000595,SO00233,PRD0223,1,26701.98,0,26701.98,TND,Shipped
OL000596,SO00233,PRD0153,9,40353.59,0,363182.31,TND,Delivered
OL000597,SO00234,PRD0386,4,26131.41,15,88846.79,TND,Shipped
OL000598,SO00235,PRD0442,3,5793.33,0,17379.99,TND,Delivered
OL000599,SO00235,PRD0307,6,1481.68,0,8890.08,TND,Delivered
OL000600,SO00236,PRD0335,2,19778.63,5,37579.4,TND,Shipped
OL000601,SO00236,PRD0083,1,22939.47,0,22939.47,TND,Delivered
OL000602,SO00237,PRD0187,3,21222.85,0,63668.55,TND,Shipped
OL000603,SO00237,PRD0495,1,23523.36,0,23523.36,TND,Delivered
OL000604,SO00237,PRD0279,9,10146.32,15,77619.35,TND,Delivered
OL000605,SO00238,PRD0072,6,26224.07,5,149477.2,TND,Cancelled
OL000606,SO00238,PRD0296,6,42553.35,5,242554.09,TND,Delivered
OL000607,SO00238,PRD0252,2,7519.68,5,14287.39,TND,Delivered
OL000608,SO00238,PRD0356,1,98.44,0,98.44,TND,Delivered
OL000609,SO00239,PRD0491,10,6854.7,5,65119.65,TND,Pending
OL000610,SO00239,PRD0069,5,27885.54,0,139427.7,TND,Pending
OL000611,SO00240,PRD0282,5,26438.18,0,132190.9,TND,Pending
OL000612,SO00241,PRD0205,2,49966.22,15,84942.57,TND,Pending
OL000613,SO00241,PRD0234,3,3972.21,5,11320.8,TND,Delivered
OL000614,SO00242,PRD0325,4,28849.29,5,109627.3,TND,Pending
OL000615,SO00242,PRD0357,9,20052.03,5,171444.86,TND,Delivered
OL000616,SO00242,PRD0331,3,23645.71,0,70937.13,TND,Shipped
OL000617,SO00243,PRD0014,2,39659.04,0,79318.08,TND,Delivered
OL000618,SO00243,PRD0494,9,28742.47,0,258682.23,TND,Delivered
OL000619,SO00243,PRD0310,2,29294.57,0,58589.14,TND,Delivered
OL000620,SO00243,PRD0127,5,34345.59,0,171727.95,TND,Shipped
OL000621,SO00244,PRD0006,4,49541.82,0,198167.28,TND,Delivered
OL000622,SO00244,PRD0051,2,7205.31,0,14410.62,TND,Pending
OL000623,SO00244,PRD0194,5,8938.26,5,42456.74,TND,Shipped
OL000624,SO00245,PRD0271,6,37977.41,5,216471.24,TND,Shipped
OL000625,SO00246,PRD0312,1,37287.98,0,37287.98,TND,Shipped
OL000626,SO00246,PRD0051,7,7205.31,0,50437.17,TND,Shipped
OL000627,SO00246,PRD0460,9,15182.05,5,129806.53,TND,Shipped
OL000628,SO00247,PRD0245,1,44106.12,5,41900.81,TND,Pending
OL000629,SO00247,PRD0304,3,30398.21,0,91194.63,TND,Pending
OL000630,SO00247,PRD0066,5,7734.44,0,38672.2,TND,Pending
OL000631,SO00247,PRD0133,6,32946.53,5,187795.22,TND,Delivered
OL000632,SO00248,PRD0362,6,1717.59,10,9274.99,TND,Delivered
OL000633,SO00248,PRD0235,5,47139.84,15,200344.32,TND,Delivered
OL000634,SO00248,PRD0094,4,46008.33,0,184033.32,TND,Shipped
OL000635,SO00248,PRD0225,5,10611.37,0,53056.85,TND,Delivered
OL000636,SO00249,PRD0325,2,28849.29,0,57698.58,TND,Delivered
OL000637,SO00250,PRD0085,10,34597.51,0,345975.1,TND,Pending
OL000638,SO00251,PRD0414,7,35128.46,5,233604.26,TND,Shipped
OL000639,SO00251,PRD0448,3,21969.64,0,65908.92,TND,Delivered
OL000640,SO00251,PRD0006,9,49541.82,5,423582.56,TND,Delivered
OL000641,SO00251,PRD0493,10,6748.51,0,67485.1,TND,Shipped
OL000642,SO00252,PRD0366,7,35802.83,5,238088.82,TND,Pending
OL000643,SO00253,PRD0379,9,44219.66,5,378078.09,TND,Delivered
OL000644,SO00253,PRD0339,8,35801.57,15,243450.68,TND,Pending
OL000645,SO00254,PRD0090,6,13806.78,10,74556.61,TND,Delivered
OL000646,SO00254,PRD0039,1,11819.94,0,11819.94,TND,Delivered
OL000647,SO00255,PRD0497,4,24454.52,10,88036.27,TND,Shipped
OL000648,SO00255,PRD0058,2,2288.88,0,4577.76,TND,Delivered
OL000649,SO00255,PRD0174,5,7319.41,0,36597.05,TND,Pending
OL000650,SO00256,PRD0112,9,33115.87,10,268238.55,TND,Delivered
OL000651,SO00256,PRD0473,8,18200.09,10,131040.65,TND,Shipped
OL000652,SO00256,PRD0157,1,7177.93,0,7177.93,TND,Pending
OL000653,SO00256,PRD0476,6,30736.24,0,184417.44,TND,Delivered
OL000654,SO00257,PRD0456,7,22195.45,0,155368.15,TND,Delivered
OL000655,SO00257,PRD0370,8,10755.38,0,86043.04,TND,Delivered
OL000656,SO00257,PRD0096,3,47822.83,0,143468.49,TND,Shipped
OL000657,SO00258,PRD0080,5,24077.52,0,120387.6,TND,Delivered
OL000658,SO00259,PRD0187,3,21222.85,5,60485.12,TND,Delivered
OL000659,SO00259,PRD0220,8,12757.53,5,96957.23,TND,Delivered
OL000660,SO00259,PRD0457,3,30045.76,0,90137.28,TND,Delivered
OL000661,SO00260,PRD0453,4,9767.64,0,39070.56,TND,Delivered
OL000662,SO00260,PRD0446,3,30674.19,0,92022.57,TND,Pending
OL000663,SO00260,PRD0364,1,25729.2,0,25729.2,TND,Delivered
OL000664,SO00261,PRD0492,7,17366.15,0,121563.05,TND,Delivered
OL000665,SO00261,PRD0341,3,38014.81,0,114044.43,TND,Shipped
OL000666,SO00261,PRD0137,7,28118.33,5,186986.89,TND,Shipped
OL000667,SO00261,PRD0061,7,1827.89,0,12795.23,TND,Cancelled
OL000668,SO00262,PRD0065,3,44594.28,0,133782.84,TND,Delivered
OL000669,SO00263,PRD0027,6,24480.46,0,146882.76,TND,Pending
OL000670,SO00263,PRD0348,1,34369.81,0,34369.81,TND,Delivered
OL000671,SO00264,PRD0043,10,48052.39,0,480523.9,TND,Delivered
OL000672,SO00264,PRD0390,4,45768,0,183072,TND,Delivered
OL000673,SO00264,PRD0220,5,12757.53,15,54219.5,TND,Delivered
OL000674,SO00264,PRD0127,7,34345.59,0,240419.13,TND,Pending
OL000675,SO00265,PRD0359,9,23523.01,5,201121.74,TND,Delivered
OL000676,SO00266,PRD0118,3,6262.18,0,18786.54,TND,Delivered
OL000677,SO00266,PRD0062,4,11199.53,15,38078.4,TND,Delivered
OL000678,SO00267,PRD0047,1,21084.15,0,21084.15,TND,Delivered
OL000679,SO00267,PRD0443,4,9212.26,0,36849.04,TND,Delivered
OL000680,SO00268,PRD0262,7,29155.05,5,193881.08,TND,Delivered
OL000681,SO00269,PRD0187,6,21222.85,5,120970.24,TND,Delivered
OL000682,SO00269,PRD0144,1,18270.16,0,18270.16,TND,Delivered
OL000683,SO00269,PRD0483,6,10063.87,0,60383.22,TND,Delivered
OL000684,SO00270,PRD0221,3,4214.86,0,12644.58,TND,Delivered
OL000685,SO00271,PRD0156,1,264,5,250.8,TND,Shipped
OL000686,SO00271,PRD0058,3,2288.88,0,6866.64,TND,Pending
OL000687,SO00271,PRD0050,6,8349.9,5,47594.43,TND,Pending
OL000688,SO00272,PRD0122,4,6659.4,5,25305.72,TND,Delivered
OL000689,SO00272,PRD0333,2,39734.04,0,79468.08,TND,Pending
OL000690,SO00272,PRD0142,2,48085.44,0,96170.88,TND,Cancelled
OL000691,SO00273,PRD0099,8,22549.28,15,153335.1,TND,Delivered
OL000692,SO00273,PRD0361,9,10265.03,5,87766.01,TND,Delivered
OL000693,SO00274,PRD0390,3,45768,0,137304,TND,Delivered
OL000694,SO00274,PRD0104,9,8433.09,5,72102.92,TND,Shipped
OL000695,SO00274,PRD0274,9,46862.75,15,358500.04,TND,Shipped
OL000696,SO00274,PRD0370,8,10755.38,5,81740.89,TND,Delivered
OL000697,SO00275,PRD0035,9,28788.69,10,233188.39,TND,Delivered
OL000698,SO00275,PRD0248,5,44533.54,5,211534.32,TND,Delivered
OL000699,SO00275,PRD0215,1,21261.21,15,18072.03,TND,Delivered
OL000700,SO00275,PRD0269,4,35518.18,5,134969.08,TND,Delivered
OL000701,SO00276,PRD0085,8,34597.51,10,249102.07,TND,Delivered
OL000702,SO00277,PRD0206,3,22103.87,0,66311.61,TND,Pending
OL000703,SO00277,PRD0311,10,20622.57,5,195914.42,TND,Shipped
OL000704,SO00277,PRD0140,9,9553.58,0,85982.22,TND,Pending
OL000705,SO00277,PRD0106,9,8328.89,0,74960.01,TND,Shipped
OL000706,SO00278,PRD0363,2,7754.88,0,15509.76,TND,Delivered
OL000707,SO00278,PRD0138,4,8386.63,0,33546.52,TND,Pending
OL000708,SO00278,PRD0283,5,43449.54,15,184660.55,TND,Delivered
OL000709,SO00279,PRD0329,4,20323.02,15,69098.27,TND,Delivered
OL000710,SO00280,PRD0001,6,38050.27,5,216886.54,TND,Cancelled
OL000711,SO00281,PRD0043,9,48052.39,0,432471.51,TND,Delivered
OL000712,SO00281,PRD0485,10,10914.85,0,109148.5,TND,Cancelled
OL000713,SO00281,PRD0362,1,1717.59,10,1545.83,TND,Delivered
OL000714,SO00282,PRD0091,1,41464.93,5,39391.68,TND,Cancelled
OL000715,SO00282,PRD0132,10,42388.45,0,423884.5,TND,Pending
OL000716,SO00282,PRD0498,7,36725.17,15,218514.76,TND,Delivered
OL000717,SO00283,PRD0419,4,19531.8,0,78127.2,TND,Delivered
OL000718,SO00283,PRD0227,7,5508.55,0,38559.85,TND,Delivered
OL000719,SO00284,PRD0189,2,39969.81,0,79939.62,TND,Delivered
OL000720,SO00284,PRD0076,3,36174.73,0,108524.19,TND,Delivered
OL000721,SO00284,PRD0462,3,40118.17,5,114336.78,TND,Delivered
OL000722,SO00284,PRD0246,3,46508.11,10,125571.9,TND,Shipped
OL000723,SO00285,PRD0036,2,40537.18,0,81074.36,TND,Delivered
OL000724,SO00285,PRD0074,7,2533.36,0,17733.52,TND,Delivered
OL000725,SO00286,PRD0309,2,40155.93,0,80311.86,TND,Delivered
OL000726,SO00287,PRD0391,1,34391.82,0,34391.82,TND,Shipped
OL000727,SO00288,PRD0074,10,2533.36,0,25333.6,TND,Cancelled
OL000728,SO00288,PRD0481,2,48454.2,5,92062.98,TND,Shipped
OL000729,SO00288,PRD0322,2,22844.42,0,45688.84,TND,Delivered
OL000730,SO00289,PRD0418,8,34830.02,0,278640.16,TND,Delivered
OL000731,SO00289,PRD0084,5,38633.73,5,183510.22,TND,Delivered
OL000732,SO00289,PRD0158,1,40914.91,0,40914.91,TND,Delivered
