  erp_invoices  ·  900 lignes  ·  9 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
SINV00279,CUS0001,SO00762,53877.32,12764.5,2023-05-09,2023-07-12,Overdue,TND
SINV00280,CUS0054,SO00894,318385.17,70121.85,2024-01-27,2024-04-01,Unpaid,TND
SINV00281,CUS0070,SO00909,87015.37,19536.04,2022-11-17,2023-02-13,Overdue,TND
SINV00282,CUS0034,SO00734,323284.2,65622.83,2022-08-10,2022-11-06,Unpaid,TND
SINV00283,CUS0141,SO00567,8245.17,1689.61,2024-12-10,2025-02-11,Unpaid,TND
SINV00284,CUS0017,SO00790,230602.59,49382.68,2024-09-23,2024-12-15,Unpaid,TND
SINV00285,CUS0104,SO00727,176083.85,41226.82,2024-12-03,2025-01-28,Unpaid,TND
SINV00286,CUS0145,SO00112,348670.85,74857.15,2023-01-12,2023-03-04,Overdue,TND
SINV00287,CUS0162,SO00783,368635.55,82762.38,2022-02-14,2022-03-18,Unpaid,TND
SINV00288,CUS0069,SO00916,229015.98,46560.16,2023-06-03,2023-07-29,Paid,TND
SINV00289,CUS0117,SO00437,306238.89,69744.17,2023-12-09,2024-02-11,Overdue,TND
SINV00290,CUS0158,SO00519,38803.45,7989.72,2022-11-13,2023-01-02,Overdue,TND
SINV00291,CUS0142,SO00477,137265.15,28732.93,2023-12-11,2024-02-19,Partially Paid,TND
SINV00292,CUS0128,SO00065,110523.18,24573.67,2023-09-24,2023-12-14,Partially Paid,TND
SINV00293,CUS0015,SO00839,417743.35,94223.01,2025-01-07,2025-03-16,Overdue,TND
SINV00294,CUS0092,SO00110,300584.44,65351.17,2023-05-02,2023-06-11,Paid,TND
SINV00295,CUS0175,SO00614,417831.7,97588.37,2023-10-25,2024-01-12,Paid,TND
SINV00296,CUS0021,SO00080,164455.46,33603.04,2023-05-14,2023-07-18,Unpaid,TND
SINV00297,CUS0028,SO00792,377159.55,90207.86,2023-05-30,2023-07-23,Partially Paid,TND
SINV00298,CUS0049,SO00941,357005.47,79152.11,2023-08-28,2023-10-16,Unpaid,TND
SINV00299,CUS0001,SO00993,91720.14,19732.7,2023-07-27,2023-09-01,Overdue,TND
SINV00300,CUS0070,SO00230,292029.64,59762.59,2023-11-24,2024-01-28,Paid,TND
SINV00301,CUS0056,SO00180,8337.03,1976.57,2023-12-08,2024-01-28,Unpaid,TND
SINV00302,CUS0124,SO00150,461373,97093,2024-09-18,2024-10-30,Unpaid,TND
SINV00303,CUS0103,SO00152,27485.21,6733.16,2024-08-03,2024-09-14,Unpaid,TND
SINV00304,CUS0187,SO00113,124946.02,28752.91,2022-10-11,2022-11-17,Unpaid,TND
SINV00305,CUS0034,SO00382,313353.02,63992.75,2024-07-27,2024-09-05,Partially Paid,TND
SINV00306,CUS0174,SO00774,148719.97,34670.46,2022-02-09,2022-03-23,Overdue,TND
SINV00307,CUS0137,SO00913,218156.92,48955.37,2023-08-17,2023-11-08,Paid,TND
SINV00308,CUS0081,SO00918,362553.8,86926.46,2022-02-09,2022-03-22,Paid,TND
SINV00309,CUS0058,SO00937,206051.7,42146.97,2023-06-23,2023-09-08,Unpaid,TND
SINV00310,CUS0194,SO00507,406183.52,85267.21,2023-12-01,2024-01-04,Partially Paid,TND
SINV00311,CUS0032,SO00387,211242.23,50773.54,2022-10-05,2022-11-14,Overdue,TND
SINV00312,CUS0071,SO00433,377516.63,83038.48,2022-08-13,2022-10-24,Overdue,TND
SINV00313,CUS0130,SO00146,73722.1,17893.19,2022-07-06,2022-09-14,Overdue,TND
SINV00314,CUS0014,SO00063,241845.09,56185.39,2024-02-17,2024-04-20,Partially Paid,TND
SINV00315,CUS0119,SO00875,115315.57,25931.18,2023-05-22,2023-06-22,Partially Paid,TND
SINV00316,CUS0112,SO00020,454717.65,98635.52,2022-01-19,2022-02-27,Partially Paid,TND
SINV00317,CUS0162,SO00783,392778.31,82762.38,2022-02-14,2022-04-07,Partially Paid,TND
SINV00318,CUS0109,SO00813,236930.82,53371.35,2022-07-09,2022-09-14,Unpaid,TND
SINV00319,CUS0118,SO00254,38238.11,9270.51,2022-09-13,2022-12-09,Paid,TND
SINV00320,CUS0078,SO00302,347348.82,81488.65,2022-11-06,2022-12-27,Unpaid,TND
SINV00321,CUS0130,SO00815,44535,9883.4,2023-12-18,2024-02-24,Overdue,TND
SINV00322,CUS0174,SO00391,387139.95,89331.55,2023-07-01,2023-08-04,Paid,TND
SINV00323,CUS0174,SO00327,246602.73,60081.5,2022-06-08,2022-09-05,Paid,TND
SINV00324,CUS0052,SO00973,6577,1326.49,2023-03-13,2023-04-27,Overdue,TND
SINV00325,CUS0121,SO00707,142476.33,33515.15,2024-05-22,2024-06-25,Partially Paid,TND
SINV00326,CUS0058,SO00924,28379.64,6075.92,2022-08-19,2022-09-21,Partially Paid,TND
SINV00327,CUS0200,SO00157,213288.75,46298.29,2022-11-23,2022-12-30,Overdue,TND
SINV00328,CUS0093,SO00717,121097.82,27996.74,2022-10-15,2022-11-29,Partially Paid,TND
SINV00329,CUS0036,SO00845,258132.49,53298.49,2023-02-22,2023-03-25,Unpaid,TND
SINV00330,CUS0107,SO00664,408401.49,93217.45,2023-04-01,2023-05-07,Overdue,TND
SINV00331,CUS0189,SO00793,44098.15,8925.34,2022-06-11,2022-07-17,Partially Paid,TND
SINV00332,CUS0069,SO00916,232508.92,46560.16,2023-06-01,2023-07-23,Partially Paid,TND
SINV00333,CUS0184,SO00834,177720.66,42437.82,2023-11-25,2024-01-21,Overdue,TND
SINV00334,CUS0074,SO00264,222337.08,47067.09,2023-07-04,2023-08-08,Paid,TND
SINV00335,CUS0195,SO00525,213276.54,52380.19,2024-11-24,2025-01-24,Unpaid,TND
SINV00336,CUS0178,SO00332,423449.67,91682.62,2024-02-13,2024-04-14,Unpaid,TND
SINV00337,CUS0182,SO00467,169459.77,38739.52,2022-06-12,2022-08-22,Unpaid,TND
SINV00338,CUS0154,SO00346,343739.22,70099.15,2022-09-02,2022-10-08,Overdue,TND
SINV00339,CUS0014,SO00838,361774.35,83005.6,2024-04-04,2024-05-21,Overdue,TND
SINV00340,CUS0136,SO00329,123167.41,27175.98,2022-05-14,2022-06-25,Partially Paid,TND
SINV00341,CUS0142,SO00983,299199.14,68253.27,2022-11-24,2022-12-26,Partially Paid,TND
SINV00342,CUS0188,SO00171,101283.15,22043.15,2024-06-15,2024-08-11,Unpaid,TND
SINV00343,CUS0099,SO00142,321545.6,79401.55,2024-08-13,2024-09-28,Paid,TND
SINV00344,CUS0110,SO00252,262535.67,58101.37,2023-04-05,2023-05-09,Partially Paid,TND
SINV00345,CUS0100,SO00768,15026.67,3485.71,2022-12-01,2023-01-08,Partially Paid,TND
SINV00346,CUS0167,SO00419,212895.69,42758.42,2022-04-23,2022-07-03,Unpaid,TND
SINV00347,CUS0162,SO00246,246199.31,53473.45,2024-10-18,2024-12-16,Unpaid,TND
SINV00348,CUS0088,SO00375,285065.97,60351.06,2024-10-22,2024-12-15,Overdue,TND
SINV00349,CUS0041,SO00228,359737.73,82881.52,2024-05-02,2024-06-16,Unpaid,TND
SINV00350,CUS0180,SO00660,212251.21,48485.08,2024-05-22,2024-06-21,Overdue,TND
SINV00351,CUS0003,SO00630,251788.89,53421.99,2024-06-12,2024-07-19,Unpaid,TND
SINV00352,CUS0131,SO00288,206779.32,50635.98,2022-12-03,2023-02-03,Partially Paid,TND
SINV00353,CUS0057,SO00443,378311,89838.69,2023-11-20,2023-12-21,Paid,TND
SINV00354,CUS0179,SO00944,142020.05,30619.98,2023-10-23,2023-12-16,Paid,TND
SINV00355,CUS0006,SO00844,198563.48,41300.53,2023-05-13,2023-07-11,Paid,TND
SINV00356,CUS0068,SO00962,314241.3,74699.68,2022-04-03,2022-06-03,Paid,TND
SINV00357,CUS0073,SO00154,352196.63,76346.92,2024-05-15,2024-07-04,Unpaid,TND
SINV00358,CUS0022,SO00155,264176.84,54681.99,2023-09-29,2023-11-07,Partially Paid,TND
SINV00359,CUS0034,SO00401,291126,67204.37,2024-04-04,2024-05-07,Overdue,TND
SINV00360,CUS0069,SO00691,423181.31,99952.51,2023-02-03,2023-03-18,Overdue,TND
SINV00361,CUS0148,SO00616,213189.44,51194.48,2022-11-07,2023-01-24,Overdue,TND
SINV00362,CUS0168,SO00638,187178.56,40782.26,2022-08-23,2022-09-25,Overdue,TND
SINV00363,CUS0030,SO00015,392767.24,79164.86,2023-01-25,2023-04-01,Partially Paid,TND
SINV00364,CUS0051,SO00106,305956.18,64156.99,2022-01-11,2022-04-04,Overdue,TND
SINV00365,CUS0195,SO00525,219721.21,52380.19,2024-11-21,2025-02-01,Overdue,TND
SINV00366,CUS0114,SO00450,200210.12,43643.43,2024-08-29,2024-10-16,Paid,TND
SINV00367,CUS0165,SO00832,43279.55,10661.99,2023-12-28,2024-02-20,Unpaid,TND
SINV00368,CUS0139,SO00786,289466.46,62790.13,2022-06-16,2022-08-24,Partially Paid,TND
SINV00369,CUS0021,SO00463,354775.73,79420.55,2024-07-12,2024-10-06,Unpaid,TND
SINV00370,CUS0028,SO00308,158541.66,38765.95,2023-10-23,2024-01-02,Paid,TND
SINV00371,CUS0115,SO00885,413019.81,84000.68,2022-05-04,2022-06-27,Overdue,TND
SINV00372,CUS0193,SO00178,199263.14,41590.05,2024-03-12,2024-05-19,Unpaid,TND
SINV00373,CUS0188,SO00746,127939.59,28852.85,2022-04-23,2022-06-18,Overdue,TND
SINV00374,CUS0015,SO00555,416058.03,83655.63,2023-02-21,2023-05-10,Paid,TND
SINV00375,CUS0174,SO00499,82551.23,16764.36,2024-09-07,2024-12-02,Paid,TND
SINV00376,CUS0195,SO00196,115532.79,28592.11,2023-01-02,2023-02-27,Paid,TND
SINV00377,CUS0164,SO00062,256716.06,54017.34,2022-04-13,2022-06-18,Paid,TND
SINV00378,CUS0007,SO00922,400888.16,95692.45,2024-01-11,2024-02-26,Paid,TND
SINV00379,CUS0122,SO00899,82523.89,17011.95,2022-09-11,2022-11-18,Paid,TND
SINV00380,CUS0147,SO00613,459242.57,98840.98,2022-06-20,2022-08-09,Overdue,TND
SINV00381,CUS0022,SO00231,125340.56,25705.57,2023-10-10,2023-12-14,Paid,TND
SINV00382,CUS0006,SO00698,281235.27,65009.88,2023-03-06,2023-05-16,Partially Paid,TND
SINV00383,CUS0159,SO00915,418611.79,86006.8,2022-03-07,2022-04-26,Paid,TND
SINV00384,CUS0031,SO00418,57221.71,13398.41,2023-12-30,2024-02-26,Partially Paid,TND
SINV00385,CUS0148,SO00867,361160.59,82116.49,2022-12-19,2023-02-07,Unpaid,TND
SINV00386,CUS0172,SO00758,27664.15,6127.28,2022-10-14,2023-01-01,Overdue,TND
SINV00387,CUS0117,SO00437,293054.4,69744.17,2023-12-09,2024-01-20,Partially Paid,TND
SINV00388,CUS0009,SO00568,427272.04,96934.54,2023-12-24,2024-02-14,Partially Paid,TND
SINV00389,CUS0050,SO00032,372509.86,88478.46,2022-12-11,2023-02-26,Unpaid,TND
SINV00390,CUS0200,SO00157,192955.16,46298.29,2022-11-20,2023-01-29,Unpaid,TND
SINV00391,CUS0189,SO00793,37705.08,8925.34,2022-06-08,2022-08-25,Partially Paid,TND
SINV00392,CUS0030,SO00609,332585.45,69490.94,2023-05-25,2023-08-04,Overdue,TND
SINV00393,CUS0185,SO00435,26090.52,6404.63,2022-07-11,2022-08-28,Paid,TND
SINV00394,CUS0147,SO00651,110398.71,25742.83,2024-05-27,2024-08-14,Overdue,TND
SINV00395,CUS0036,SO00845,228572.62,53298.49,2023-02-24,2023-04-27,Paid,TND
SINV00396,CUS0087,SO00599,251680.03,56877.5,2024-04-28,2024-06-30,Paid,TND
SINV00397,CUS0109,SO00907,283368.73,60379.43,2023-07-13,2023-09-04,Paid,TND
SINV00398,CUS0168,SO00638,198511.49,40782.26,2022-08-24,2022-10-06,Unpaid,TND
SINV00399,CUS0124,SO00258,389130.63,80115.54,2024-06-05,2024-09-03,Overdue,TND
SINV00400,CUS0191,SO00715,443959.98,90016.8,2022-03-24,2022-05-14,Paid,TND
SINV00401,CUS0123,SO00124,351807.51,80838.64,2022-04-05,2022-06-05,Paid,TND
SINV00402,CUS0044,SO00416,255322.83,53306.05,2022-04-04,2022-05-30,Unpaid,TND
SINV00403,CUS0095,SO00822,46752.51,9439.51,2023-04-30,2023-07-15,Paid,TND
SINV00404,CUS0132,SO00596,57490.53,12860.8,2022-12-21,2023-02-11,Partially Paid,TND
SINV00405,CUS0068,SO00865,49525.3,11216.95,2022-08-13,2022-09-18,Unpaid,TND
SINV00406,CUS0068,SO00988,98504.97,24343.71,2022-12-05,2023-03-03,Unpaid,TND
SINV00407,CUS0054,SO00971,272778.61,56819.15,2023-06-19,2023-09-09,Unpaid,TND
SINV00408,CUS0168,SO00638,170449.9,40782.26,2022-08-21,2022-09-26,Paid,TND
SINV00409,CUS0123,SO00849,105852.89,23101.25,2024-06-20,2024-08-12,Unpaid,TND
SINV00410,CUS0064,SO00733,108206.01,26414.03,2023-07-08,2023-09-28,Partially Paid,TND
SINV00411,CUS0002,SO00910,439183.47,97336.23,2022-03-28,2022-05-05,Paid,TND
SINV00412,CUS0086,SO00345,207060.81,45453.06,2022-08-27,2022-11-23,Overdue,TND
SINV00413,CUS0193,SO00462,175438.48,41165.76,2023-08-27,2023-10-04,Paid,TND
SINV00414,CUS0024,SO00947,21393.52,4439.56,2024-11-29,2025-02-07,Paid,TND
SINV00415,CUS0162,SO00246,253668.41,53473.45,2024-10-15,2024-12-31,Paid,TND
SINV00416,CUS0008,SO00816,330285.51,76900.5,2023-05-26,2023-07-15,Paid,TND
SINV00417,CUS0196,SO00634,180513.82,43959.11,2023-03-30,2023-06-09,Unpaid,TND
SINV00418,CUS0145,SO00112,323521.16,74857.15,2023-01-07,2023-03-31,Partially Paid,TND
SINV00419,CUS0031,SO00198,316832.79,69732.27,2022-09-07,2022-11-04,Partially Paid,TND
SINV00420,CUS0033,SO00168,261496.13,58109.72,2023-06-12,2023-07-14,Unpaid,TND
SINV00421,CUS0186,SO00502,179396.16,38672.41,2024-08-08,2024-10-25,Unpaid,TND
SINV00422,CUS0113,SO00583,50654.08,12122.23,2022-01-17,2022-03-22,Overdue,TND
SINV00423,CUS0151,SO00636,87861.31,20940.84,2022-11-10,2022-12-21,Partially Paid,TND
SINV00424,CUS0066,SO00175,125512.26,28935.25,2023-08-05,2023-10-24,Overdue,TND
SINV00425,CUS0070,SO00909,90077.36,19536.04,2022-11-16,2022-12-18,Paid,TND
SINV00426,CUS0164,SO00465,223830.33,47449.17,2024-04-20,2024-07-11,Paid,TND
SINV00427,CUS0159,SO00215,156194.37,38708.95,2024-02-14,2024-05-10,Overdue,TND
SINV00428,CUS0163,SO00938,317562.8,77779.41,2023-03-05,2023-05-03,Paid,TND
SINV00429,CUS0116,SO00777,125759.58,29940.95,2022-02-09,2022-04-15,Unpaid,TND
SINV00430,CUS0161,SO00806,374364.54,87197.74,2024-04-02,2024-05-23,Paid,TND
SINV00431,CUS0100,SO00768,17313.6,3485.71,2022-11-30,2023-02-28,Partially Paid,TND
SINV00432,CUS0046,SO00427,125282.93,27007.38,2024-03-05,2024-04-14,Partially Paid,TND
SINV00433,CUS0178,SO00321,71836.93,14722.26,2024-12-09,2025-03-05,Paid,TND
SINV00434,CUS0159,SO00757,225001.39,50796.08,2023-07-20,2023-08-20,Paid,TND
SINV00435,CUS0072,SO00535,80649.51,17447.03,2024-08-26,2024-11-12,Partially Paid,TND
SINV00436,CUS0019,SO00290,388736.77,84378.97,2024-01-18,2024-02-22,Overdue,TND
SINV00437,CUS0134,SO00500,336581.65,75101.29,2023-12-14,2024-02-17,Partially Paid,TND
SINV00438,CUS0169,SO00306,445464.24,90211.63,2022-06-30,2022-08-24,Paid,TND
SINV00439,CUS0147,SO00595,281762.9,56913.75,2023-06-01,2023-08-06,Unpaid,TND
SINV00440,CUS0013,SO00799,171410.03,39952.07,2024-02-29,2024-05-21,Partially Paid,TND
SINV00441,CUS0088,SO00981,38510.93,8774.87,2023-05-16,2023-06-26,Paid,TND
SINV00442,CUS0076,SO00689,109374.5,23784.17,2022-06-25,2022-09-05,Unpaid,TND
SINV00443,CUS0105,SO00343,59443.71,14351.38,2024-09-06,2024-10-11,Overdue,TND
SINV00444,CUS0025,SO00276,346215.1,84174.2,2024-10-22,2025-01-14,Overdue,TND
SINV00445,CUS0003,SO00059,20658.5,4339.54,2023-10-16,2024-01-11,Paid,TND
SINV00446,CUS0170,SO00893,15359.52,3647.7,2022-06-25,2022-08-07,Paid,TND
SINV00447,CUS0084,SO00031,209428.73,42919.71,2024-05-01,2024-06-02,Paid,TND
SINV00448,CUS0023,SO00028,382862.88,80177.7,2024-02-04,2024-04-11,Partially Paid,TND
SINV00449,CUS0080,SO00644,453962.02,91473.09,2024-11-04,2025-01-05,Partially Paid,TND
SINV00450,CUS0034,SO00850,336787.92,77086.23,2022-07-25,2022-09-27,Overdue,TND
SINV00451,CUS0157,SO00234,256737.31,63086.66,2023-11-07,2023-12-31,Paid,TND
SINV00452,CUS0044,SO00416,216389.12,53306.05,2022-04-01,2022-06-12,Partially Paid,TND
SINV00453,CUS0159,SO00757,247033.13,50796.08,2023-07-20,2023-10-06,Unpaid,TND
SINV00454,CUS0170,SO00893,17147,3647.7,2022-06-22,2022-08-07,Partially Paid,TND
SINV00455,CUS0100,SO00564,141074.02,29469.86,2023-08-22,2023-11-19,Partially Paid,TND
SINV00456,CUS0163,SO00360,21553.84,4601.19,2024-03-16,2024-05-03,Paid,TND
SINV00457,CUS0069,SO00916,187088.31,46560.16,2023-05-29,2023-07-20,Partially Paid,TND
SINV00458,CUS0015,SO00555,340176.79,83655.63,2023-02-28,2023-04-01,Paid,TND
SINV00459,CUS0053,SO00554,330362.41,66095.12,2022-07-26,2022-10-13,Paid,TND
SINV00460,CUS0163,SO00984,402996.96,93059.37,2022-10-05,2022-11-30,Unpaid,TND
SINV00461,CUS0125,SO00216,41119.83,8356.55,2023-10-20,2023-12-23,Overdue,TND
SINV00462,CUS0088,SO00981,38460.63,8774.87,2023-05-20,2023-07-17,Paid,TND
SINV00463,CUS0169,SO00306,439118.59,90211.63,2022-06-28,2022-08-16,Paid,TND
SINV00464,CUS0175,SO00957,5901.16,1203.92,2023-08-02,2023-09-13,Unpaid,TND
SINV00465,CUS0049,SO00724,300308.14,65750.75,2022-08-11,2022-10-29,Overdue,TND
SINV00466,CUS0015,SO00219,203000.59,42810.99,2024-07-26,2024-09-04,Overdue,TND
SINV00467,CUS0155,SO00388,429986.49,96991.45,2023-12-25,2024-02-20,Paid,TND
SINV00468,CUS0174,SO00515,381470.38,80198.22,2023-06-11,2023-09-06,Unpaid,TND
SINV00469,CUS0171,SO00162,273747.62,67683.76,2024-04-02,2024-05-19,Unpaid,TND
SINV00470,CUS0068,SO00133,485376.21,99609.27,2024-07-14,2024-09-28,Unpaid,TND
SINV00471,CUS0001,SO00762,52642.46,12764.5,2023-05-10,2023-06-28,Unpaid,TND
SINV00472,CUS0087,SO00599,227631.26,56877.5,2024-04-23,2024-07-12,Unpaid,TND
SINV00473,CUS0020,SO00735,80392.36,18486.71,2022-03-15,2022-05-26,Unpaid,TND
SINV00474,CUS0044,SO00416,249179.14,53306.05,2022-04-03,2022-06-02,Overdue,TND
SINV00475,CUS0166,SO00365,93982.43,18908.9,2022-01-12,2022-03-27,Partially Paid,TND
SINV00476,CUS0160,SO00485,68192.15,14255.41,2023-06-26,2023-08-11,Unpaid,TND
SINV00477,CUS0127,SO00369,92306.44,22126.5,2022-09-02,2022-10-28,Overdue,TND
SINV00478,CUS0085,SO00605,349939.65,84615.25,2022-02-13,2022-04-28,Overdue,TND
SINV00479,CUS0177,SO00635,244891.52,52111.66,2023-02-08,2023-04-26,Paid,TND
SINV00480,CUS0107,SO00665,41134.07,9476.65,2024-02-05,2024-04-13,Partially Paid,TND
SINV00481,CUS0001,SO00974,328187.07,67705.83,2024-03-07,2024-04-14,Overdue,TND
SINV00482,CUS0052,SO00978,134553.76,29657.85,2022-12-03,2023-01-07,Partially Paid,TND
SINV00483,CUS0073,SO00842,72276.36,15352.35,2023-05-30,2023-07-16,Paid,TND
SINV00484,CUS0049,SO00615,417671.32,89385.52,2023-09-30,2023-12-28,Partially Paid,TND
SINV00485,CUS0046,SO00001,371237.87,79813.05,2024-03-21,2024-06-07,Paid,TND
SINV00486,CUS0095,SO00202,456594.28,95253,2022-05-10,2022-08-08,Partially Paid,TND
SINV00487,CUS0068,SO00810,16781.13,3455.65,2023-02-10,2023-03-13,Unpaid,TND
SINV00488,CUS0182,SO00467,180042.54,38739.52,2022-06-11,2022-07-17,Paid,TND
SINV00489,CUS0079,SO00397,69193.71,16066.67,2024-03-19,2024-06-06,Partially Paid,TND
SINV00490,CUS0189,SO00793,36798.53,8925.34,2022-06-11,2022-07-27,Paid,TND
SINV00491,CUS0196,SO00078,64057.34,15859.21,2022-07-11,2022-09-30,Partially Paid,TND
SINV00492,CUS0118,SO00366,387569.05,93134.36,2024-11-04,2025-01-11,Partially Paid,TND
SINV00493,CUS0129,SO00457,442086.88,93942.44,2023-06-14,2023-08-21,Partially Paid,TND
SINV00494,CUS0054,SO00971,247614.92,56819.15,2023-06-22,2023-09-18,Unpaid,TND
SINV00495,CUS0064,SO00100,10085.95,2181.81,2022-08-09,2022-09-12,Partially Paid,TND
SINV00496,CUS0178,SO00311,246372.32,52990.22,2023-04-06,2023-05-21,Unpaid,TND
SINV00497,CUS0127,SO00090,325492.72,80271.94,2024-10-11,2024-12-22,Overdue,TND
SINV00498,CUS0160,SO00926,150760.56,35563.08,2024-07-03,2024-09-09,Partially Paid,TND
SINV00499,CUS0052,SO00357,296943.84,65530.5,2023-10-03,2023-11-05,Overdue,TND
SINV00500,CUS0196,SO00773,246383.47,55147.58,2023-12-29,2024-02-27,Overdue,TND
SINV00501,CUS0102,SO00108,139682.86,31313.7,2023-07-09,2023-09-26,Overdue,TND
SINV00502,CUS0178,SO00381,327956.95,73414.66,2024-10-22,2024-12-22,Paid,TND
SINV00503,CUS0073,SO00154,357658.73,76346.92,2024-05-09,2024-06-28,Paid,TND
SINV00504,CUS0143,SO00070,295717.97,69956.6,2024-03-29,2024-04-28,Paid,TND
SINV00505,CUS0084,SO00244,117101.51,27002.67,2024-02-24,2024-04-18,Partially Paid,TND
SINV00506,CUS0071,SO00274,24688.01,5554.06,2023-11-05,2023-12-21,Unpaid,TND
SINV00507,CUS0037,SO00549,81320.32,16515.23,2024-10-15,2024-11-29,Unpaid,TND
SINV00508,CUS0132,SO00114,321947.87,73895.79,2023-12-01,2024-02-07,Partially Paid,TND
SINV00509,CUS0008,SO00546,277340.39,65614.7,2023-01-06,2023-02-23,Overdue,TND
SINV00510,CUS0034,SO00876,9985.16,2411.28,2024-07-19,2024-09-28,Partially Paid,TND
SINV00511,CUS0097,SO00920,391515.66,95797.43,2024-09-14,2024-11-02,Paid,TND
SINV00512,CUS0074,SO00338,156298.83,34029.74,2022-02-18,2022-05-12,Unpaid,TND
SINV00513,CUS0091,SO00577,444530.05,95761.97,2024-01-29,2024-04-09,Overdue,TND
SINV00514,CUS0128,SO00065,101182.07,24573.67,2023-09-30,2023-11-03,Overdue,TND
SINV00515,CUS0095,SO00202,442030.44,95253,2022-05-09,2022-06-20,Partially Paid,TND
SINV00516,CUS0087,SO00601,11223.16,2496.18,2022-04-05,2022-05-18,Partially Paid,TND
SINV00517,CUS0186,SO00881,374947,84854.33,2022-11-30,2023-02-26,Paid,TND
SINV00518,CUS0166,SO00365,77213.9,18908.9,2022-01-15,2022-04-14,Overdue,TND
SINV00519,CUS0009,SO00370,172200.91,41307.42,2024-01-09,2024-03-11,Paid,TND
SINV00520,CUS0134,SO00440,255871.1,61816.47,2024-06-10,2024-07-30,Paid,TND
SINV00521,CUS0058,SO00743,374760.38,83067.53,2023-05-15,2023-07-04,Paid,TND
SINV00522,CUS0033,SO00754,438277.53,98559.01,2024-06-09,2024-08-17,Paid,TND
SINV00523,CUS0170,SO00760,297934.55,64823.49,2022-02-22,2022-04-19,Overdue,TND
SINV00524,CUS0127,SO00121,38501.54,8640.23,2024-10-03,2024-12-07,Paid,TND
SINV00525,CUS0168,SO00803,200609.2,46153.92,2022-08-07,2022-09-13,Partially Paid,TND
SINV00526,CUS0128,SO00065,122359.32,24573.67,2023-09-21,2023-11-14,Overdue,TND
SINV00527,CUS0010,SO00656,140800.32,28418.1,2024-10-04,2024-11-21,Unpaid,TND
SINV00528,CUS0152,SO00604,293358.58,69909.22,2024-04-05,2024-06-18,Unpaid,TND
SINV00529,CUS0169,SO00830,317728.9,74220.29,2023-06-01,2023-07-10,Overdue,TND
SINV00530,CUS0014,SO00063,279800.93,56185.39,2024-02-14,2024-04-16,Paid,TND
SINV00531,CUS0004,SO00645,251887.37,51579.11,2024-04-07,2024-06-04,Overdue,TND
SINV00532,CUS0177,SO00855,62487.51,15214.69,2024-02-01,2024-03-14,Paid,TND
SINV00533,CUS0006,SO00295,434223.41,93695.83,2022-09-26,2022-11-07,Overdue,TND
SINV00534,CUS0151,SO00016,207940.9,50532.09,2024-01-23,2024-02-28,Unpaid,TND
SINV00535,CUS0066,SO00140,402846.63,97651.04,2024-12-05,2025-03-05,Partially Paid,TND
SINV00536,CUS0163,SO00489,60754.58,12601.72,2024-12-10,2025-02-04,Overdue,TND
SINV00537,CUS0066,SO00139,351507.02,78734.51,2022-05-31,2022-07-09,Unpaid,TND
SINV00538,CUS0030,SO00015,388795.54,79164.86,2023-01-24,2023-03-20,Overdue,TND
SINV00539,CUS0016,SO00376,358925.28,72640.13,2023-01-25,2023-03-08,Partially Paid,TND
SINV00540,CUS0079,SO00397,70985.44,16066.67,2024-03-24,2024-06-03,Partially Paid,TND
SINV00541,CUS0019,SO00290,418203.14,84378.97,2024-01-19,2024-03-19,Overdue,TND
SINV00542,CUS0123,SO00447,385237.18,86003.07,2022-05-03,2022-07-26,Paid,TND
SINV00543,CUS0099,SO00414,284988.33,62009.82,2023-11-13,2024-01-08,Paid,TND
SINV00544,CUS0151,SO00189,193586.68,39569.53,2022-05-14,2022-06-18,Paid,TND
SINV00545,CUS0080,SO00009,254988.49,60415.25,2024-04-06,2024-06-06,Paid,TND
SINV00546,CUS0053,SO00633,335944.27,69555.67,2024-08-17,2024-09-16,Paid,TND
SINV00547,CUS0094,SO00174,13107.14,2808.9,2022-10-11,2022-12-10,Unpaid,TND
SINV00548,CUS0125,SO00864,321112.66,70316.55,2022-08-19,2022-09-22,Overdue,TND
SINV00549,CUS0050,SO00935,26163.83,6108.6,2023-09-06,2023-10-12,Overdue,TND
SINV00550,CUS0004,SO00872,5157.67,1197.18,2023-06-03,2023-08-01,Overdue,TND
SINV00551,CUS0068,SO00810,17108.49,3455.65,2023-02-08,2023-04-05,Unpaid,TND
SINV00552,CUS0031,SO00418,60892.07,13398.41,2023-12-24,2024-02-29,Overdue,TND
SINV00553,CUS0026,SO00227,388074.91,88232.38,2022-01-15,2022-04-07,Partially Paid,TND
SINV00554,CUS0177,SO00642,263351.17,53957.96,2024-01-27,2024-04-19,Paid,TND
SINV00555,CUS0013,SO00088,149800.02,33599.36,2023-12-12,2024-01-31,Partially Paid,TND
SINV00556,CUS0085,SO00247,57117.6,13262.04,2022-05-15,2022-06-19,Unpaid,TND
SINV00557,CUS0079,SO00747,314447.08,63995.24,2025-01-09,2025-03-04,Unpaid,TND
SINV00558,CUS0050,SO00459,370974.74,80384.33,2022-08-31,2022-11-08,Paid,TND
SINV00559,CUS0004,SO00229,199569.27,42176.92,2023-06-22,2023-09-20,Partially Paid,TND
