  erp_products  ·  500 lignes  ·  9 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
PRD0226,Parefeu Palo Alto PA-3430,Cybersecurite,32408.65,TND,QO-4425-EJ,SUP0032,Pack,2019-10-25
PRD0227,Formation SAP Certifiante 5 jours,Formation,4989.76,TND,XC-1929-XN,SUP0103,Year,2019-05-26
PRD0228,Formation Data Science 3 jours,Formation,3344.53,TND,XP-6267-PV,SUP0010,License,2021-01-01
PRD0229,Parefeu Palo Alto PA-3430,Cybersecurite,30899.26,TND,FV-8437-SF,SUP0036,Year,2021-12-25
PRD0230,Journee Conseil Junior,Conseil et Prestation,719.17,TND,ER-7858-GJ,SUP0064,Year,2019-10-02
PRD0231,Parefeu Palo Alto PA-3430,Cybersecurite,39782.43,TND,OE-9471-WY,SUP0118,Month,2019-07-28
PRD0232,Licence GitLab Ultimate annuel,Dev Tools,5939.16,TND,UM-5184-PO,SUP0058,Pack,2021-03-02
PRD0233,Licence Salesforce Sales Cloud,CRM et Licences,6527.55,TND,YY-8893-SX,SUP0088,Hour,2020-01-05
PRD0234,Serveur Dell PowerEdge R760,Materiel Informatique,16050.75,TND,EI-1776-VI,SUP0019,Month,2020-01-06
PRD0235,Formation SAP Certifiante 5 jours,Formation,4422.11,TND,LX-9494-QL,SUP0070,Month,2021-08-02
PRD0236,Serveur Dell PowerEdge R760,Materiel Informatique,18331.1,TND,NW-5831-ZG,SUP0001,Each,2022-06-04
PRD0237,Parefeu Palo Alto PA-3430,Cybersecurite,34220.69,TND,RF-1053-RZ,SUP0056,License,2022-11-25
PRD0238,Journee Conseil Junior,Conseil et Prestation,749.13,TND,ZP-5115-JG,SUP0078,Each,2019-08-16
PRD0239,Pentest Application Web,Cybersecurite,9414.45,TND,NU-8840-PK,SUP0101,Year,2020-12-16
PRD0240,Licence Microsoft 365 Business Premium,Productivite,1940.23,TND,ZK-7587-DD,SUP0118,License,2019-05-08
PRD0241,Support et Maintenance Tiers 2 annuel,Maintenance,12309.62,TND,PN-6178-ZC,SUP0005,License,2022-12-18
PRD0242,Licence Power BI Premium,Data et Analytics,4257.45,TND,GB-8208-YE,SUP0114,Year,2021-10-04
PRD0243,Journee Conseil Junior,Conseil et Prestation,585.45,TND,EH-6769-KW,SUP0103,Each,2019-09-24
PRD0244,Licence Power BI Premium,Data et Analytics,5942.42,TND,MW-8999-OU,SUP0116,Hour,2021-05-02
PRD0245,Formation SAP Certifiante 5 jours,Formation,4140.16,TND,JW-6428-NJ,SUP0046,Hour,2020-10-29
PRD0246,Support et Maintenance Tiers 2 annuel,Maintenance,15065.14,TND,EW-9556-ED,SUP0022,Year,2021-12-07
PRD0247,Support et Maintenance Tiers 2 annuel,Maintenance,13575.69,TND,XI-5464-KX,SUP0078,Month,2020-09-27
PRD0248,Licence GitLab Ultimate annuel,Dev Tools,6239.31,TND,ZV-5694-LA,SUP0020,Each,2020-05-11
PRD0249,Licence SAP S4HANA par utilisateur,ERP et Licences,10318.47,TND,EQ-8541-CT,SUP0111,License,2020-03-05
PRD0250,Forfait Architecture Cloud AWS,Cloud Services,30488.07,TND,LJ-8151-ZD,SUP0057,Year,2021-09-11
PRD0251,Support et Maintenance Tiers 2 annuel,Maintenance,16758.91,TND,OR-6536-ED,SUP0060,Year,2021-02-14
PRD0252,Licence Microsoft 365 Business Premium,Productivite,2184.66,TND,NX-8353-OV,SUP0057,Each,2019-01-15
PRD0253,Licence SAP S4HANA par utilisateur,ERP et Licences,14360.59,TND,VG-6684-VT,SUP0082,Year,2021-01-24
PRD0254,Licence SAP S4HANA par utilisateur,ERP et Licences,14156.05,TND,EY-3114-WW,SUP0058,Hour,2022-08-12
PRD0255,Serveur Dell PowerEdge R760,Materiel Informatique,19499.74,TND,IJ-8697-FY,SUP0100,Hour,2020-03-27
PRD0256,Journee Conseil Junior,Conseil et Prestation,725.28,TND,YL-1371-IE,SUP0033,Each,2019-11-09
PRD0257,Licence SAP S4HANA par utilisateur,ERP et Licences,14061.69,TND,KP-4652-ZU,SUP0115,Hour,2022-08-22
PRD0258,Abonnement Datadog pro annuel,Monitoring,8809.15,TND,MO-2132-JP,SUP0082,Pack,2021-03-29
PRD0259,Parefeu Palo Alto PA-3430,Cybersecurite,32844.86,TND,UW-7227-PH,SUP0036,Month,2022-10-06
PRD0260,Pentest Application Web,Cybersecurite,9563.1,TND,TF-3921-QB,SUP0089,License,2020-08-03
PRD0261,Serveur Dell PowerEdge R760,Materiel Informatique,18824.4,TND,MR-1475-AW,SUP0115,License,2020-05-04
PRD0262,Support et Maintenance Tiers 2 annuel,Maintenance,14614.32,TND,PV-3615-KA,SUP0053,Each,2022-07-26
PRD0263,Pentest Application Web,Cybersecurite,9445.51,TND,CY-1773-FY,SUP0074,Month,2019-03-01
PRD0264,Parefeu Palo Alto PA-3430,Cybersecurite,37834.6,TND,MW-7159-DF,SUP0046,Hour,2022-01-30
PRD0265,Licence SAP S4HANA par utilisateur,ERP et Licences,14641.6,TND,OZ-1625-OA,SUP0015,Pack,2020-03-23
PRD0266,Journee Conseil Senior,Conseil et Prestation,1061.06,TND,FK-1346-DR,SUP0063,License,2021-11-13
PRD0267,Licence GitLab Ultimate annuel,Dev Tools,5943.01,TND,JL-7030-MX,SUP0086,Pack,2020-12-24
PRD0268,Licence Power BI Premium,Data et Analytics,5241.22,TND,OZ-1416-XI,SUP0084,License,2022-11-10
PRD0269,Audit Securite SI standard,Cybersecurite,15630.74,TND,CC-9420-JX,SUP0108,Pack,2019-06-02
PRD0270,Journee Conseil Junior,Conseil et Prestation,765.24,TND,EI-7012-DY,SUP0059,Year,2021-12-20
PRD0271,Forfait Architecture Cloud AWS,Cloud Services,33967.55,TND,KI-2099-PS,SUP0012,Pack,2021-02-05
PRD0272,Formation SAP Certifiante 5 jours,Formation,4176.7,TND,DU-1661-UR,SUP0061,Year,2021-02-28
PRD0273,Journee Conseil Junior,Conseil et Prestation,568.2,TND,AS-9960-DY,SUP0025,Year,2021-01-12
PRD0274,Licence Salesforce Sales Cloud,CRM et Licences,5735.21,TND,UT-5661-WH,SUP0095,Year,2019-12-21
PRD0275,Parefeu Palo Alto PA-3430,Cybersecurite,27713.54,TND,HV-1361-OC,SUP0103,Year,2019-07-01
PRD0276,Stockage NAS NetApp AFF A400,Stockage,52577.49,TND,VE-8834-OP,SUP0008,Year,2019-02-25
PRD0277,Pentest Application Web,Cybersecurite,9654.2,TND,XC-4877-XI,SUP0053,Each,2019-06-26
PRD0278,Licence Salesforce Sales Cloud,CRM et Licences,5210.78,TND,ZC-5957-TS,SUP0030,Pack,2021-10-25
PRD0279,Licence SAP S4HANA par utilisateur,ERP et Licences,12019.6,TND,PR-8084-RX,SUP0055,Month,2021-05-01
PRD0280,Licence Salesforce Sales Cloud,CRM et Licences,4808.7,TND,VD-2908-DU,SUP0080,Each,2022-11-26
PRD0281,Licence SAP S4HANA par utilisateur,ERP et Licences,14947.54,TND,BH-6002-OE,SUP0068,Month,2019-04-14
PRD0282,Journee Conseil Senior,Conseil et Prestation,1059.51,TND,BJ-7752-HJ,SUP0025,Each,2022-03-18
PRD0283,Audit Securite SI standard,Cybersecurite,22255.42,TND,AE-4554-EK,SUP0072,Year,2022-11-26
PRD0284,Forfait Architecture Cloud AWS,Cloud Services,36102.32,TND,GL-7532-MZ,SUP0119,Year,2022-11-25
PRD0285,Parefeu Palo Alto PA-3430,Cybersecurite,34861.75,TND,WF-9976-XC,SUP0015,Month,2021-09-08
PRD0286,Abonnement Datadog pro annuel,Monitoring,7455.44,TND,AG-4374-UA,SUP0114,License,2020-07-11
PRD0287,Forfait Architecture Cloud AWS,Cloud Services,38131.39,TND,YB-9507-MK,SUP0008,Year,2021-10-12
PRD0288,Journee Conseil Junior,Conseil et Prestation,808.12,TND,JW-8524-DB,SUP0049,Year,2020-03-03
PRD0289,Licence Power BI Premium,Data et Analytics,4494.36,TND,RY-9254-SC,SUP0110,Year,2019-04-23
PRD0290,Forfait Architecture Cloud AWS,Cloud Services,37877.2,TND,LW-1507-YT,SUP0074,Month,2021-02-15
PRD0291,Licence Salesforce Sales Cloud,CRM et Licences,4663.31,TND,MA-5602-KP,SUP0108,Hour,2021-03-24
PRD0292,Licence SAP S4HANA par utilisateur,ERP et Licences,11686.89,TND,ZG-8556-BM,SUP0096,Year,2020-10-13
PRD0293,Forfait Migration Donnees,Data Engineering,29837.32,TND,PW-2076-HB,SUP0054,License,2020-05-26
PRD0294,Licence GitLab Ultimate annuel,Dev Tools,6882.32,TND,AT-6531-XU,SUP0038,Pack,2022-11-26
PRD0295,Switch Cisco Catalyst 9300,Reseau,8541.04,TND,QQ-4987-MP,SUP0001,Month,2021-10-06
PRD0296,Licence SAP S4HANA par utilisateur,ERP et Licences,11217.04,TND,IO-3316-RO,SUP0044,Year,2020-07-15
PRD0297,Parefeu Palo Alto PA-3430,Cybersecurite,28882.93,TND,QC-7894-UZ,SUP0118,Pack,2021-11-29
PRD0298,Forfait Migration Donnees,Data Engineering,27714.35,TND,MO-4378-OM,SUP0051,Month,2022-07-24
PRD0299,Forfait Migration Donnees,Data Engineering,28209.78,TND,AS-7737-GJ,SUP0040,Hour,2021-05-12
PRD0300,Forfait Migration Donnees,Data Engineering,26368.59,TND,YG-7437-GT,SUP0017,Each,2021-03-30
PRD0301,Journee Conseil Senior,Conseil et Prestation,1256.3,TND,XO-8877-KD,SUP0046,Month,2020-09-10
PRD0302,Licence SAP S4HANA par utilisateur,ERP et Licences,11820.99,TND,UG-2302-JE,SUP0015,Year,2020-09-30
PRD0303,Journee Conseil Junior,Conseil et Prestation,761.52,TND,BO-2937-CK,SUP0004,License,2021-02-07
PRD0304,Formation Data Science 3 jours,Formation,3134.4,TND,KT-6453-IS,SUP0035,Hour,2020-12-19
PRD0305,Licence SAP S4HANA par utilisateur,ERP et Licences,14077.61,TND,ZJ-5185-YY,SUP0109,License,2021-10-20
PRD0306,Serveur Dell PowerEdge R760,Materiel Informatique,19470.24,TND,FW-5467-QI,SUP0044,Month,2020-12-26
PRD0307,Support et Maintenance Tiers 2 annuel,Maintenance,13552.9,TND,GA-2412-CY,SUP0083,License,2019-11-08
PRD0308,Licence Microsoft 365 Business Premium,Productivite,1838.29,TND,ZJ-8726-XR,SUP0089,Each,2022-08-27
PRD0309,Support et Maintenance Tiers 2 annuel,Maintenance,14366.89,TND,KN-9766-JU,SUP0008,Month,2020-10-27
PRD0310,Audit Securite SI standard,Cybersecurite,16240.53,TND,GU-2393-KX,SUP0047,Each,2022-01-18
PRD0311,Stockage NAS NetApp AFF A400,Stockage,44994.97,TND,SG-1315-GV,SUP0081,Pack,2022-02-24
PRD0312,Stockage NAS NetApp AFF A400,Stockage,47105.77,TND,MM-1255-RE,SUP0063,Month,2020-11-08
PRD0313,Parefeu Palo Alto PA-3430,Cybersecurite,29539.72,TND,HE-6822-GP,SUP0050,Hour,2022-03-25
PRD0314,Formation Data Science 3 jours,Formation,2414.68,TND,ZT-8798-VS,SUP0046,Hour,2019-09-25
PRD0315,Formation SAP Certifiante 5 jours,Formation,4446.65,TND,ZC-2095-QL,SUP0035,Pack,2021-08-02
PRD0316,Formation SAP Certifiante 5 jours,Formation,5344.69,TND,TP-4837-ID,SUP0053,Year,2020-03-11
PRD0317,Journee Conseil Junior,Conseil et Prestation,583.85,TND,HT-8969-SR,SUP0088,Each,2019-04-19
PRD0318,Serveur Dell PowerEdge R760,Materiel Informatique,16715.72,TND,ZC-5650-QI,SUP0052,Each,2020-05-05
PRD0319,Abonnement Datadog pro annuel,Monitoring,6335.88,TND,UY-5943-OC,SUP0118,Pack,2019-12-22
PRD0320,Journee Conseil Junior,Conseil et Prestation,605.66,TND,DZ-9877-FF,SUP0022,Year,2021-12-31
PRD0321,Journee Conseil Senior,Conseil et Prestation,1080.52,TND,RO-3042-RB,SUP0018,Hour,2020-10-29
PRD0322,Parefeu Palo Alto PA-3430,Cybersecurite,30861.46,TND,SC-2356-IO,SUP0114,Year,2019-05-13
PRD0323,Licence ServiceNow ITSM annuel,ITSM Platform,27233.35,TND,RN-5548-BS,SUP0001,Hour,2022-03-27
PRD0324,Licence Power BI Premium,Data et Analytics,4815.89,TND,HK-5171-JQ,SUP0014,Month,2021-10-30
PRD0325,Licence Microsoft 365 Business Premium,Productivite,1863.97,TND,JH-5947-WM,SUP0094,Year,2021-11-23
PRD0326,Pentest Application Web,Cybersecurite,9983.6,TND,ZE-9143-ZR,SUP0038,Month,2022-10-13
PRD0327,Stockage NAS NetApp AFF A400,Stockage,51441.84,TND,OX-3408-IE,SUP0120,Each,2019-11-18
PRD0328,Forfait Architecture Cloud AWS,Cloud Services,36528.58,TND,OA-3677-TK,SUP0074,Month,2019-05-04
PRD0329,Licence Power BI Premium,Data et Analytics,4840.39,TND,SD-8051-JS,SUP0027,Month,2020-03-16
PRD0330,Serveur Dell PowerEdge R760,Materiel Informatique,19286.08,TND,KK-9677-DC,SUP0092,Each,2019-01-29
PRD0331,Forfait Architecture Cloud AWS,Cloud Services,32454.88,TND,VT-1346-LV,SUP0063,Month,2019-05-05
PRD0332,Serveur Dell PowerEdge R760,Materiel Informatique,18133.42,TND,KS-8121-TY,SUP0029,License,2019-03-16
PRD0333,Audit Securite SI standard,Cybersecurite,21895.27,TND,SO-9435-GN,SUP0077,License,2022-10-09
PRD0334,Formation Data Science 3 jours,Formation,3253.62,TND,LK-3883-QJ,SUP0110,Hour,2020-08-09
PRD0335,Audit Securite SI standard,Cybersecurite,15921.83,TND,LL-7474-JH,SUP0099,Month,2021-11-10
PRD0336,Licence Microsoft 365 Business Premium,Productivite,2685.74,TND,PM-6734-AX,SUP0006,License,2020-09-21
PRD0337,Pentest Application Web,Cybersecurite,9129.95,TND,BL-3941-KZ,SUP0029,Each,2020-03-19
PRD0338,Formation Data Science 3 jours,Formation,3462.96,TND,YG-3815-YJ,SUP0057,License,2020-05-09
PRD0339,Licence GitLab Ultimate annuel,Dev Tools,6366.78,TND,AZ-5225-UB,SUP0049,License,2020-11-17
PRD0340,Licence Microsoft 365 Business Premium,Productivite,1841.27,TND,QH-7548-TJ,SUP0017,Pack,2022-12-21
PRD0341,Abonnement Datadog pro annuel,Monitoring,7946.31,TND,OZ-2013-SJ,SUP0108,License,2021-03-29
PRD0342,Serveur Dell PowerEdge R760,Materiel Informatique,15547.43,TND,DL-4556-ZD,SUP0069,Pack,2022-11-28
PRD0343,Journee Conseil Senior,Conseil et Prestation,1481.33,TND,NM-4589-ME,SUP0044,Month,2020-03-01
PRD0344,Licence ServiceNow ITSM annuel,ITSM Platform,26899.35,TND,SV-1871-AS,SUP0040,License,2022-09-03
PRD0345,Licence ServiceNow ITSM annuel,ITSM Platform,21243.96,TND,FL-5376-FG,SUP0098,License,2022-10-30
PRD0346,Abonnement Datadog pro annuel,Monitoring,8235.37,TND,VF-5602-JQ,SUP0011,License,2021-01-07
PRD0347,Formation Data Science 3 jours,Formation,3320.92,TND,AM-8207-CN,SUP0091,Year,2022-07-06
PRD0348,Pentest Application Web,Cybersecurite,9974.73,TND,CY-7318-OX,SUP0084,Year,2021-03-01
PRD0349,Formation Data Science 3 jours,Formation,3130.53,TND,HS-3360-CM,SUP0090,Month,2020-03-31
PRD0350,Licence SAP S4HANA par utilisateur,ERP et Licences,10830.68,TND,HI-3383-QL,SUP0083,Month,2021-05-27
PRD0351,Parefeu Palo Alto PA-3430,Cybersecurite,32516.29,TND,GZ-9620-ZF,SUP0103,Month,2019-03-19
PRD0352,Licence Power BI Premium,Data et Analytics,4570.18,TND,PX-9484-WR,SUP0011,Year,2021-02-01
PRD0353,Formation SAP Certifiante 5 jours,Formation,3894.24,TND,NT-7891-ZU,SUP0100,Each,2022-10-26
PRD0354,Licence Power BI Premium,Data et Analytics,6087.37,TND,LW-9585-KR,SUP0005,Hour,2022-08-16
PRD0355,Switch Cisco Catalyst 9300,Reseau,8202.83,TND,MW-9714-LD,SUP0075,Pack,2022-06-14
PRD0356,Abonnement Datadog pro annuel,Monitoring,8266.79,TND,NE-3402-WJ,SUP0020,Each,2020-10-28
PRD0357,Licence ServiceNow ITSM annuel,ITSM Platform,23204.91,TND,XL-4373-OZ,SUP0030,Month,2022-05-21
PRD0358,Licence GitLab Ultimate annuel,Dev Tools,7036.45,TND,HF-6699-IT,SUP0054,Pack,2021-06-10
PRD0359,Pentest Application Web,Cybersecurite,10254.35,TND,NF-1877-DW,SUP0003,Year,2019-10-27
PRD0360,Licence Salesforce Sales Cloud,CRM et Licences,5206.22,TND,FT-3748-JK,SUP0102,Hour,2020-02-24
PRD0361,Stockage NAS NetApp AFF A400,Stockage,56010.95,TND,XL-4503-PB,SUP0086,Hour,2019-01-11
PRD0362,Abonnement Datadog pro annuel,Monitoring,8043.7,TND,AO-8058-KZ,SUP0003,Year,2021-06-24
PRD0363,Licence ServiceNow ITSM annuel,ITSM Platform,20961.89,TND,IY-8328-UO,SUP0074,Year,2022-11-15
PRD0364,Licence GitLab Ultimate annuel,Dev Tools,6010.99,TND,PQ-5577-CZ,SUP0102,Each,2022-06-16
PRD0365,Audit Securite SI standard,Cybersecurite,17620.57,TND,XH-6992-QO,SUP0002,Pack,2020-12-17
PRD0366,Licence ServiceNow ITSM annuel,ITSM Platform,23225.4,TND,KY-5917-GM,SUP0028,Year,2020-04-23
PRD0367,Parefeu Palo Alto PA-3430,Cybersecurite,35774.36,TND,BU-6334-DY,SUP0004,Year,2020-11-10
PRD0368,Pentest Application Web,Cybersecurite,9664.52,TND,CE-9885-UH,SUP0058,Hour,2019-07-05
PRD0369,Licence Salesforce Sales Cloud,CRM et Licences,4726.15,TND,NZ-5480-GG,SUP0006,Month,2021-04-05
PRD0370,Licence Power BI Premium,Data et Analytics,5291.24,TND,BE-6298-BG,SUP0066,Month,2022-08-13
PRD0371,Support et Maintenance Tiers 2 annuel,Maintenance,14528.87,TND,KP-3709-GF,SUP0100,License,2021-01-03
PRD0372,Licence Power BI Premium,Data et Analytics,4413.21,TND,EC-2673-RK,SUP0106,License,2021-10-30
PRD0373,Parefeu Palo Alto PA-3430,Cybersecurite,34773.54,TND,BI-6084-KH,SUP0055,Each,2020-09-05
PRD0374,Parefeu Palo Alto PA-3430,Cybersecurite,36486.06,TND,KL-8529-LX,SUP0016,Year,2019-06-17
PRD0375,Audit Securite SI standard,Cybersecurite,20385.48,TND,VB-4895-SV,SUP0052,Year,2020-10-03
PRD0376,Audit Securite SI standard,Cybersecurite,18764.79,TND,NY-2149-QX,SUP0006,Each,2020-09-11
PRD0377,Pentest Application Web,Cybersecurite,9535.13,TND,FJ-9909-KS,SUP0052,Each,2019-07-25
PRD0378,Stockage NAS NetApp AFF A400,Stockage,57658.1,TND,AW-3741-PU,SUP0062,License,2021-11-28
PRD0379,Audit Securite SI standard,Cybersecurite,20386.85,TND,BW-6796-WC,SUP0070,Each,2021-02-06
PRD0380,Abonnement Datadog pro annuel,Monitoring,8778.12,TND,RC-5836-PU,SUP0015,License,2021-04-01
PRD0381,Formation Data Science 3 jours,Formation,2716.65,TND,DC-4647-VO,SUP0069,Hour,2019-06-16
PRD0382,Abonnement Datadog pro annuel,Monitoring,6410.35,TND,BA-1187-QP,SUP0019,Month,2020-02-22
PRD0383,Formation Data Science 3 jours,Formation,3330.15,TND,WX-6990-AX,SUP0090,Each,2022-05-14
PRD0384,Stockage NAS NetApp AFF A400,Stockage,48131.65,TND,FV-2216-TH,SUP0046,License,2019-10-04
PRD0385,Parefeu Palo Alto PA-3430,Cybersecurite,33686.14,TND,UG-1854-YV,SUP0062,Year,2019-05-30
PRD0386,Forfait Architecture Cloud AWS,Cloud Services,39867.76,TND,JE-8355-GA,SUP0052,Each,2019-05-20
PRD0387,Licence Power BI Premium,Data et Analytics,4454.8,TND,TS-4760-XZ,SUP0076,Pack,2019-05-31
PRD0388,Abonnement Datadog pro annuel,Monitoring,7336.99,TND,ED-8071-BQ,SUP0070,Each,2019-09-06
PRD0389,Stockage NAS NetApp AFF A400,Stockage,47802.03,TND,UW-4631-FE,SUP0046,Month,2021-11-06
PRD0390,Switch Cisco Catalyst 9300,Reseau,7830.5,TND,BU-4623-CH,SUP0085,Pack,2022-05-13
PRD0391,Licence Salesforce Sales Cloud,CRM et Licences,4833.71,TND,SZ-2727-VW,SUP0091,Hour,2022-07-20
PRD0392,Support et Maintenance Tiers 2 annuel,Maintenance,14113.2,TND,OZ-6886-AE,SUP0009,License,2019-04-11
PRD0393,Forfait Migration Donnees,Data Engineering,28426.37,TND,DU-2691-YX,SUP0099,Each,2020-06-02
PRD0394,Forfait Migration Donnees,Data Engineering,26977.65,TND,VW-2234-RM,SUP0014,Pack,2019-03-20
PRD0395,Formation SAP Certifiante 5 jours,Formation,5166.2,TND,OG-6773-AK,SUP0076,Year,2020-11-11
PRD0396,Licence SAP S4HANA par utilisateur,ERP et Licences,11986.32,TND,SL-6578-KP,SUP0029,Year,2022-06-20
PRD0397,Licence Microsoft 365 Business Premium,Productivite,2522.56,TND,RM-3320-PH,SUP0040,License,2022-09-24
PRD0398,Abonnement Datadog pro annuel,Monitoring,6227.05,TND,JY-8259-XE,SUP0109,License,2022-10-13
PRD0399,Switch Cisco Catalyst 9300,Reseau,7096.42,TND,KC-6658-FC,SUP0110,Pack,2021-10-11
PRD0400,Journee Conseil Senior,Conseil et Prestation,1105.03,TND,MH-7149-XI,SUP0117,Each,2019-10-03
PRD0401,Abonnement Datadog pro annuel,Monitoring,6162.3,TND,YC-7393-KT,SUP0070,Hour,2021-06-10
PRD0402,Formation SAP Certifiante 5 jours,Formation,4770.54,TND,NH-7553-WP,SUP0081,Year,2021-04-25
PRD0403,Parefeu Palo Alto PA-3430,Cybersecurite,36627.99,TND,JE-9153-TV,SUP0038,Each,2019-11-20
PRD0404,Formation SAP Certifiante 5 jours,Formation,5174.01,TND,MD-2421-SD,SUP0019,Pack,2020-01-03
PRD0405,Journee Conseil Senior,Conseil et Prestation,1039.03,TND,TV-1011-NT,SUP0067,Month,2020-09-24
PRD0406,Parefeu Palo Alto PA-3430,Cybersecurite,31853.2,TND,EJ-1926-ID,SUP0081,Pack,2020-04-11
PRD0407,Journee Conseil Senior,Conseil et Prestation,1163.62,TND,SN-7086-XA,SUP0079,Month,2020-04-15
PRD0408,Support et Maintenance Tiers 2 annuel,Maintenance,17229.35,TND,DS-3024-AC,SUP0019,Month,2020-07-08
PRD0409,Stockage NAS NetApp AFF A400,Stockage,46107.42,TND,CV-2230-HA,SUP0116,Month,2021-09-21
PRD0410,Parefeu Palo Alto PA-3430,Cybersecurite,28623.78,TND,UF-8628-WM,SUP0098,Month,2019-11-06
PRD0411,Formation SAP Certifiante 5 jours,Formation,5424.91,TND,YL-9698-DC,SUP0063,Month,2022-03-04
PRD0412,Licence SAP S4HANA par utilisateur,ERP et Licences,12182.5,TND,AB-7272-DI,SUP0053,Pack,2021-08-06
PRD0413,Pentest Application Web,Cybersecurite,10308.03,TND,LF-6447-JM,SUP0037,Pack,2019-09-19
PRD0414,Licence Power BI Premium,Data et Analytics,5503.33,TND,NY-3354-FT,SUP0064,Year,2019-11-02
PRD0415,Journee Conseil Senior,Conseil et Prestation,1210.49,TND,DI-6356-DX,SUP0068,Year,2022-02-14
PRD0416,Serveur Dell PowerEdge R760,Materiel Informatique,15211.18,TND,ZG-6988-FT,SUP0024,Month,2021-08-24
PRD0417,Licence Microsoft 365 Business Premium,Productivite,2293.1,TND,MJ-7207-SN,SUP0070,Month,2021-10-11
PRD0418,Support et Maintenance Tiers 2 annuel,Maintenance,12382.92,TND,NC-3119-BM,SUP0027,Each,2022-11-01
PRD0419,Support et Maintenance Tiers 2 annuel,Maintenance,14059.17,TND,JE-7085-US,SUP0051,License,2019-07-15
PRD0420,Licence ServiceNow ITSM annuel,ITSM Platform,19159.12,TND,XC-5314-FQ,SUP0016,Each,2021-03-04
PRD0421,Switch Cisco Catalyst 9300,Reseau,9425.89,TND,DU-7257-YJ,SUP0060,Pack,2020-07-09
PRD0422,Journee Conseil Junior,Conseil et Prestation,772.66,TND,PM-3006-RJ,SUP0030,License,2020-07-20
PRD0423,Journee Conseil Senior,Conseil et Prestation,1195.48,TND,LP-1466-CT,SUP0096,License,2022-07-20
PRD0424,Licence Salesforce Sales Cloud,CRM et Licences,5030.41,TND,PJ-9892-SV,SUP0092,Hour,2022-07-07
PRD0425,Journee Conseil Junior,Conseil et Prestation,732.68,TND,CY-9384-KY,SUP0120,License,2019-08-25
PRD0426,Forfait Migration Donnees,Data Engineering,34371.65,TND,PF-8161-ZF,SUP0017,Hour,2020-08-13
PRD0427,Audit Securite SI standard,Cybersecurite,17934.51,TND,FD-3742-EW,SUP0042,Pack,2022-02-14
PRD0428,Licence Microsoft 365 Business Premium,Productivite,2078.67,TND,HF-2927-ZT,SUP0113,Year,2021-12-11
PRD0429,Licence Salesforce Sales Cloud,CRM et Licences,6041.45,TND,IM-9132-GL,SUP0029,Hour,2021-02-27
PRD0430,Forfait Migration Donnees,Data Engineering,34131.43,TND,AR-8361-JS,SUP0021,Month,2019-11-13
PRD0431,Serveur Dell PowerEdge R760,Materiel Informatique,15630.28,TND,QD-4482-WN,SUP0111,Month,2019-12-04
PRD0432,Abonnement Datadog pro annuel,Monitoring,7446.08,TND,LL-4530-PF,SUP0002,Pack,2021-01-07
PRD0433,Formation SAP Certifiante 5 jours,Formation,4014.78,TND,RA-7591-KZ,SUP0005,Pack,2022-01-17
PRD0434,Formation Data Science 3 jours,Formation,3350.62,TND,GX-4368-ZN,SUP0094,Pack,2022-03-30
PRD0435,Abonnement Datadog pro annuel,Monitoring,8092.03,TND,RZ-8094-JE,SUP0034,License,2019-08-31
PRD0436,Audit Securite SI standard,Cybersecurite,16533.81,TND,MR-8763-TA,SUP0072,Year,2020-04-06
PRD0437,Licence GitLab Ultimate annuel,Dev Tools,5516.4,TND,CR-6538-PY,SUP0095,Month,2022-07-04
PRD0438,Support et Maintenance Tiers 2 annuel,Maintenance,13915.63,TND,BG-4233-XF,SUP0110,Hour,2020-02-01
PRD0439,Abonnement Datadog pro annuel,Monitoring,7346.77,TND,ML-9514-MM,SUP0073,License,2021-01-09
PRD0440,Licence ServiceNow ITSM annuel,ITSM Platform,26741.85,TND,UC-5208-ZB,SUP0045,License,2022-02-11
PRD0441,Abonnement Datadog pro annuel,Monitoring,7764.49,TND,HL-9050-WE,SUP0078,Month,2019-01-27
PRD0442,Journee Conseil Junior,Conseil et Prestation,669.53,TND,WA-2228-CP,SUP0043,Pack,2021-12-12
PRD0443,Abonnement Datadog pro annuel,Monitoring,8938.28,TND,FZ-9182-QT,SUP0034,Month,2022-05-21
PRD0444,Licence Microsoft 365 Business Premium,Productivite,2084.19,TND,NK-7299-UX,SUP0033,Hour,2022-12-12
PRD0445,Serveur Dell PowerEdge R760,Materiel Informatique,15956.56,TND,ZR-2467-IX,SUP0029,Month,2022-09-16
PRD0446,Forfait Architecture Cloud AWS,Cloud Services,33284.18,TND,OM-4787-KE,SUP0005,Month,2022-10-15
PRD0447,Abonnement Datadog pro annuel,Monitoring,8126.64,TND,TL-8083-HR,SUP0008,Pack,2021-11-08
PRD0448,Licence Microsoft 365 Business Premium,Productivite,2483.24,TND,EG-6948-QM,SUP0086,Year,2021-01-15
PRD0449,Licence GitLab Ultimate annuel,Dev Tools,5600.01,TND,FT-9010-MD,SUP0088,Pack,2020-09-23
PRD0450,Pentest Application Web,Cybersecurite,10541.44,TND,RF-3996-SW,SUP0001,Month,2021-05-18
PRD0451,Licence Power BI Premium,Data et Analytics,4620.11,TND,RW-7882-TA,SUP0097,Month,2020-12-03
