  erp_po_lines  ·  1210 lignes  ·  10 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
POL00321,PO00152,PRD0016,6,27407.01,164442.03,5,TND,2024-05-19,
POL00322,PO00153,PRD0065,10,24775.21,247752.1,2,TND,2023-07-09,Quality check required
POL00323,PO00154,PRD0392,45,15442.91,694930.8,33,TND,2024-02-12,
POL00324,PO00154,PRD0184,16,504.92,8078.77,12,TND,2024-02-12,
POL00325,PO00154,PRD0233,10,18278.99,182789.95,8,TND,2024-02-12,
POL00326,PO00155,PRD0189,34,31383.75,1067047.4,23,TND,2024-09-21,Rush order
POL00327,PO00155,PRD0479,12,28626.13,343513.59,7,TND,2024-09-21,Quality check required
POL00328,PO00155,PRD0072,50,17418.8,870940.1,5,TND,2024-09-21,
POL00329,PO00156,PRD0152,9,5407.65,48668.84,1,TND,2025-01-08,
POL00330,PO00156,PRD0198,46,2686.65,123586.12,35,TND,2025-01-08,
POL00331,PO00157,PRD0048,30,19222.85,576685.44,30,TND,2022-07-07,
POL00332,PO00157,PRD0312,16,24570.38,393126.05,5,TND,2022-07-07,
POL00333,PO00158,PRD0483,9,6823.87,61414.87,7,TND,2023-07-17,
POL00334,PO00158,PRD0245,21,33202.68,697256.21,11,TND,2023-07-17,Rush order
POL00335,PO00158,PRD0172,11,18685.22,205537.47,8,TND,2023-07-17,Rush order
POL00336,PO00159,PRD0151,7,4917.67,34423.72,5,TND,2023-12-01,Quality check required
POL00337,PO00159,PRD0191,13,11051.85,143674.09,0,TND,2023-12-01,
POL00338,PO00159,PRD0249,28,24583.07,688325.84,15,TND,2023-12-01,
POL00339,PO00160,PRD0295,9,20265.4,182388.6,6,TND,2023-01-02,
POL00340,PO00160,PRD0010,26,13654.85,355026.05,13,TND,2023-01-02,Rush order
POL00341,PO00160,PRD0481,34,38165.42,1297624.44,10,TND,2023-01-02,
POL00342,PO00161,PRD0143,35,17394.04,608791.32,11,TND,2024-08-07,
POL00343,PO00162,PRD0471,25,4424.56,110614.02,23,TND,2022-06-16,Rush order
POL00344,PO00163,PRD0030,38,15545.18,590716.9,33,TND,2023-02-14,
POL00345,PO00164,PRD0353,33,2939.06,96988.96,15,TND,2024-09-11,
POL00346,PO00165,PRD0215,39,12078.96,471079.48,23,TND,2024-06-16,
POL00347,PO00166,PRD0034,40,4480.91,179236.3,3,TND,2024-09-21,
POL00348,PO00166,PRD0031,28,15500.2,434005.6,0,TND,2024-09-21,
POL00349,PO00167,PRD0433,11,18991.39,208905.31,10,TND,2022-05-26,
POL00350,PO00168,PRD0096,7,27269.42,190885.97,5,TND,2022-11-05,
POL00351,PO00168,PRD0219,33,18144.51,598768.81,3,TND,2022-11-05,
POL00352,PO00169,PRD0103,34,11045.11,375533.59,4,TND,2023-12-02,Quality check required
POL00353,PO00170,PRD0161,35,4827.6,168965.88,16,TND,2024-08-05,
POL00354,PO00170,PRD0349,41,27168.89,1113924.51,19,TND,2024-08-05,
POL00355,PO00170,PRD0008,49,13199.28,646764.65,18,TND,2024-08-05,
POL00356,PO00171,PRD0073,31,21524.86,667270.55,13,TND,2023-03-18,Quality check required
POL00357,PO00171,PRD0409,43,7220.17,310467.3,16,TND,2023-03-18,Rush order
POL00358,PO00171,PRD0291,12,15764.54,189174.43,6,TND,2023-03-18,
POL00359,PO00172,PRD0407,35,3460.5,121117.38,12,TND,2024-12-31,Rush order
POL00360,PO00172,PRD0370,10,8095.94,80959.42,3,TND,2024-12-31,
POL00361,PO00172,PRD0264,26,26417.64,686858.65,1,TND,2024-12-31,
POL00362,PO00173,PRD0397,30,12495.54,374866.08,7,TND,2024-05-23,
POL00363,PO00173,PRD0288,23,19954.88,458962.35,6,TND,2024-05-23,Rush order
POL00364,PO00174,PRD0132,20,31409.21,628184.3,10,TND,2024-02-07,
POL00365,PO00174,PRD0269,8,23270.42,186163.34,6,TND,2024-02-07,Rush order
POL00366,PO00175,PRD0223,17,17551.66,298378.19,17,TND,2023-03-03,
POL00367,PO00175,PRD0020,21,31933.69,670607.51,9,TND,2023-03-03,
POL00368,PO00175,PRD0382,40,22323.29,892931.76,19,TND,2023-03-03,
POL00369,PO00176,PRD0410,45,22435.66,1009604.61,19,TND,2023-02-14,Quality check required
POL00370,PO00176,PRD0117,39,18677.69,728429.97,3,TND,2023-02-14,Rush order
POL00371,PO00177,PRD0028,22,33486.94,736712.59,22,TND,2023-12-30,
POL00372,PO00177,PRD0229,33,16228.01,535524.41,21,TND,2023-12-30,Rush order
POL00373,PO00178,PRD0187,15,16770.94,251564.07,6,TND,2024-02-02,
POL00374,PO00179,PRD0374,43,8042.76,345838.73,2,TND,2022-11-14,
POL00375,PO00180,PRD0462,7,25320.11,177240.74,7,TND,2022-01-21,Rush order
POL00376,PO00180,PRD0393,47,252.03,11845.22,38,TND,2022-01-21,
POL00377,PO00181,PRD0052,11,17809.63,195905.89,7,TND,2023-03-09,
POL00378,PO00182,PRD0049,6,27270.87,163625.22,1,TND,2023-06-23,Rush order
POL00379,PO00182,PRD0308,50,35933.99,1796699.4,28,TND,2023-06-23,Quality check required
POL00380,PO00183,PRD0352,15,22278.04,334170.62,0,TND,2023-12-04,Quality check required
POL00381,PO00184,PRD0318,22,14166.53,311663.71,22,TND,2022-07-27,
POL00382,PO00184,PRD0190,5,11732.23,58661.17,0,TND,2022-07-27,
POL00383,PO00184,PRD0471,25,3818.99,95474.71,25,TND,2022-07-27,
POL00384,PO00185,PRD0447,15,22628.05,339420.7,13,TND,2024-01-31,
POL00385,PO00185,PRD0493,12,3844.86,46138.35,5,TND,2024-01-31,
POL00386,PO00186,PRD0477,46,28647.89,1317802.73,43,TND,2024-07-27,
POL00387,PO00186,PRD0094,45,28290.86,1273088.85,39,TND,2024-07-27,Rush order
POL00388,PO00186,PRD0465,23,21839.39,502305.89,1,TND,2024-07-27,Quality check required
POL00389,PO00187,PRD0392,17,13385.08,227546.28,4,TND,2024-06-26,Quality check required
POL00390,PO00188,PRD0282,42,16879.89,708955.36,23,TND,2022-07-05,
POL00391,PO00188,PRD0026,47,12177.78,572355.76,4,TND,2022-07-05,
POL00392,PO00188,PRD0477,30,20563.17,616895.15,9,TND,2022-07-05,
POL00393,PO00189,PRD0497,5,15308.91,76544.56,1,TND,2024-03-08,
POL00394,PO00190,PRD0002,13,12520.59,162767.63,0,TND,2023-07-04,
POL00395,PO00191,PRD0024,23,28024.6,644565.69,2,TND,2023-12-23,
POL00396,PO00191,PRD0260,45,14804.16,666187.01,39,TND,2023-12-23,
POL00397,PO00192,PRD0335,44,12543.66,551921.05,39,TND,2023-03-04,
POL00398,PO00193,PRD0184,28,539.87,15116.43,21,TND,2022-10-30,
POL00399,PO00193,PRD0178,7,24496.9,171478.28,5,TND,2022-10-30,Quality check required
POL00400,PO00193,PRD0390,8,25980.91,207847.29,6,TND,2022-10-30,Quality check required
POL00401,PO00194,PRD0482,30,5837.18,175115.28,18,TND,2023-09-27,Quality check required
POL00402,PO00194,PRD0296,40,33435.28,1337411.19,3,TND,2023-09-27,
POL00403,PO00194,PRD0007,50,10286.42,514321.04,28,TND,2023-09-27,Quality check required
POL00404,PO00195,PRD0023,20,28120.61,562412.13,15,TND,2024-08-14,
POL00405,PO00195,PRD0399,48,12545.91,602203.7,8,TND,2024-08-14,
POL00406,PO00196,PRD0100,42,25440.78,1068512.59,23,TND,2024-10-21,
POL00407,PO00196,PRD0292,30,19873.51,596205.42,15,TND,2024-10-21,Quality check required
POL00408,PO00196,PRD0435,15,31136.97,467054.52,10,TND,2024-10-21,Rush order
POL00409,PO00197,PRD0112,27,19543.99,527687.84,26,TND,2024-10-09,
POL00410,PO00198,PRD0253,29,16206.29,469982.44,10,TND,2023-02-03,Rush order
POL00411,PO00199,PRD0461,23,8925.31,205282.19,3,TND,2024-02-09,Quality check required
POL00412,PO00200,PRD0131,16,7420.43,118726.84,4,TND,2024-10-24,
POL00413,PO00200,PRD0095,24,29247.41,701937.92,10,TND,2024-10-24,
POL00414,PO00200,PRD0299,7,15103.93,105727.52,0,TND,2024-10-24,Quality check required
POL00415,PO00201,PRD0024,39,21984.68,857402.51,35,TND,2022-03-30,Quality check required
POL00416,PO00201,PRD0183,20,898.34,17966.81,0,TND,2022-03-30,
POL00417,PO00201,PRD0126,12,21469.19,257630.26,1,TND,2022-03-30,Quality check required
POL00418,PO00202,PRD0228,44,25369.72,1116267.48,0,TND,2023-09-13,Rush order
POL00419,PO00202,PRD0113,26,30049.59,781289.42,14,TND,2023-09-13,Rush order
POL00420,PO00203,PRD0285,41,2849.69,116837.1,11,TND,2023-08-29,
POL00421,PO00203,PRD0405,42,10142.8,425997.4,27,TND,2023-08-29,Rush order
POL00422,PO00203,PRD0279,7,6005.32,42037.24,3,TND,2023-08-29,
POL00423,PO00204,PRD0344,5,31212.32,156061.59,5,TND,2023-03-05,
POL00424,PO00204,PRD0412,27,3652.18,98608.77,16,TND,2023-03-05,
POL00425,PO00205,PRD0131,34,8735.72,297014.51,1,TND,2023-08-24,
POL00426,PO00206,PRD0001,12,29558.69,354704.34,1,TND,2022-08-30,Rush order
POL00427,PO00207,PRD0116,40,5575.51,223020.28,0,TND,2022-04-29,
POL00428,PO00208,PRD0221,15,3056.22,45843.3,3,TND,2024-07-27,
POL00429,PO00209,PRD0339,38,22846.52,868167.69,7,TND,2023-04-27,
POL00430,PO00209,PRD0088,36,22863.4,823082.22,0,TND,2023-04-27,Rush order
POL00431,PO00209,PRD0035,32,19904.09,636930.97,6,TND,2023-04-27,
POL00432,PO00210,PRD0224,40,1522.93,60917.14,35,TND,2024-07-30,
POL00433,PO00210,PRD0109,25,31565.55,789138.79,18,TND,2024-07-30,Quality check required
POL00434,PO00210,PRD0275,35,15790.67,552673.28,10,TND,2024-07-30,
POL00435,PO00211,PRD0285,8,2412.54,19300.31,5,TND,2024-07-04,
POL00436,PO00211,PRD0265,49,29841.32,1462224.89,38,TND,2024-07-04,
POL00437,PO00212,PRD0281,43,39497.73,1698402.41,9,TND,2023-03-25,
POL00438,PO00213,PRD0246,22,34924.17,768331.74,10,TND,2022-07-28,Rush order
POL00439,PO00213,PRD0461,47,10561.7,496399.88,6,TND,2022-07-28,
POL00440,PO00213,PRD0089,35,12082.29,422880.11,10,TND,2022-07-28,
POL00441,PO00214,PRD0091,44,28519.58,1254861.4,18,TND,2023-12-04,
POL00442,PO00215,PRD0321,19,33594.99,638304.81,4,TND,2023-02-11,
POL00443,PO00216,PRD0130,22,28152.64,619357.99,15,TND,2022-03-29,Rush order
POL00444,PO00217,PRD0109,38,33657.74,1278994.23,7,TND,2024-07-16,
POL00445,PO00217,PRD0375,28,5840.67,163538.82,18,TND,2024-07-16,
POL00446,PO00217,PRD0068,49,2894.85,141847.41,0,TND,2024-07-16,
POL00447,PO00218,PRD0322,45,13293.06,598187.59,13,TND,2022-09-22,
POL00448,PO00218,PRD0377,50,18657.23,932861.68,44,TND,2022-09-22,
POL00449,PO00218,PRD0007,13,9059.13,117768.69,2,TND,2022-09-22,Quality check required
POL00450,PO00219,PRD0184,49,572.87,28070.77,6,TND,2022-05-01,
POL00451,PO00219,PRD0436,17,24108.75,409848.8,1,TND,2022-05-01,
POL00452,PO00220,PRD0048,31,20368.3,631417.2,16,TND,2022-09-08,Quality check required
POL00453,PO00220,PRD0214,48,3106.24,149099.33,3,TND,2022-09-08,Rush order
POL00454,PO00220,PRD0172,43,17480.01,751640.54,14,TND,2022-09-08,Quality check required
POL00455,PO00221,PRD0236,42,9076.41,381209.41,6,TND,2022-03-24,
POL00456,PO00221,PRD0183,13,907.23,11794.04,12,TND,2022-03-24,
POL00457,PO00222,PRD0012,10,18702.06,187020.63,6,TND,2024-06-08,
POL00458,PO00222,PRD0334,29,10183.61,295324.82,27,TND,2024-06-08,
POL00459,PO00222,PRD0083,15,12851.13,192766.96,6,TND,2024-06-08,
POL00460,PO00223,PRD0135,39,7894.79,307896.76,17,TND,2022-07-24,
POL00461,PO00224,PRD0199,10,11123.76,111237.61,3,TND,2023-07-27,
POL00462,PO00224,PRD0201,5,1803.96,9019.81,4,TND,2023-07-27,
POL00463,PO00224,PRD0084,40,24792.16,991686.31,23,TND,2023-07-27,Quality check required
POL00464,PO00225,PRD0236,7,10317.61,72223.27,6,TND,2025-02-09,
POL00465,PO00225,PRD0489,14,1978.96,27705.45,1,TND,2025-02-09,
POL00466,PO00226,PRD0412,24,3520.38,84489.17,18,TND,2024-01-14,Rush order
POL00467,PO00226,PRD0202,21,7235.59,151947.48,9,TND,2024-01-14,
POL00468,PO00226,PRD0186,32,9423.62,301555.85,25,TND,2024-01-14,
POL00469,PO00227,PRD0157,19,4286.24,81438.51,18,TND,2023-02-14,Quality check required
POL00470,PO00227,PRD0310,24,18629.81,447115.39,20,TND,2023-02-14,
POL00471,PO00227,PRD0395,34,8822.82,299976.03,12,TND,2023-02-14,
POL00472,PO00228,PRD0198,12,2183.28,26199.35,1,TND,2023-01-11,Rush order
POL00473,PO00229,PRD0131,31,7930.06,245831.75,8,TND,2023-11-17,Rush order
POL00474,PO00230,PRD0285,14,2651.27,37117.77,1,TND,2025-02-23,
POL00475,PO00230,PRD0357,45,15290.43,688069.2,2,TND,2025-02-23,
POL00476,PO00230,PRD0165,43,8106.53,348580.74,43,TND,2025-02-23,
POL00477,PO00231,PRD0379,31,31205.53,967371.56,9,TND,2024-01-14,
POL00478,PO00232,PRD0160,47,19967.29,938462.82,38,TND,2022-06-23,
POL00479,PO00232,PRD0465,21,28206.37,592333.85,7,TND,2022-06-23,
POL00480,PO00232,PRD0421,20,9895.95,197919.05,4,TND,2022-06-23,Rush order
POL00481,PO00233,PRD0499,28,5911.37,165518.26,21,TND,2022-03-28,
POL00482,PO00233,PRD0491,20,4395.01,87900.23,7,TND,2022-03-28,
POL00483,PO00234,PRD0487,7,34267.81,239874.68,3,TND,2022-09-12,
POL00484,PO00234,PRD0104,28,4804.09,134514.52,27,TND,2022-09-12,
POL00485,PO00235,PRD0208,22,31816.63,699965.97,11,TND,2022-04-16,Quality check required
POL00486,PO00235,PRD0015,29,8058.68,233701.74,29,TND,2022-04-16,
POL00487,PO00236,PRD0138,30,6281.72,188451.73,18,TND,2023-12-16,Rush order
POL00488,PO00236,PRD0256,45,12601.73,567077.86,21,TND,2023-12-16,
POL00489,PO00236,PRD0170,20,6291.19,125823.76,13,TND,2023-12-16,Rush order
POL00490,PO00237,PRD0242,43,29945.56,1287659,32,TND,2024-02-03,Quality check required
POL00491,PO00237,PRD0439,9,19647.54,176827.86,6,TND,2024-02-03,
POL00492,PO00237,PRD0139,13,10373.09,134850.13,1,TND,2024-02-03,
POL00493,PO00238,PRD0147,49,11869.83,581621.69,0,TND,2024-07-23,
POL00494,PO00238,PRD0190,44,10305.49,453441.7,19,TND,2024-07-23,
POL00495,PO00239,PRD0418,30,22131.78,663953.48,19,TND,2022-10-08,
POL00496,PO00240,PRD0403,29,4043.59,117264.12,12,TND,2022-09-08,Rush order
POL00497,PO00240,PRD0482,16,6247.88,99966.13,3,TND,2022-09-08,
POL00498,PO00241,PRD0233,22,22423,493306.11,4,TND,2022-12-07,
POL00499,PO00242,PRD0398,12,10145.46,121745.52,4,TND,2022-07-05,
POL00500,PO00242,PRD0368,23,29675.91,682545.97,1,TND,2022-07-05,Rush order
POL00501,PO00243,PRD0279,15,6209.07,93136.08,13,TND,2024-12-14,
POL00502,PO00243,PRD0299,25,16642.8,416070,9,TND,2024-12-14,
POL00503,PO00243,PRD0101,8,4597.13,36777.08,7,TND,2024-12-14,
POL00504,PO00244,PRD0113,19,28826.17,547697.18,3,TND,2023-04-11,
POL00505,PO00244,PRD0337,46,21046.66,968146.23,43,TND,2023-04-11,
POL00506,PO00245,PRD0482,15,6202.14,93032.1,4,TND,2024-01-24,
POL00507,PO00245,PRD0272,40,8449.61,337984.54,28,TND,2024-01-24,
POL00508,PO00246,PRD0144,47,11003.73,517175.33,17,TND,2023-04-17,
POL00509,PO00246,PRD0163,37,2743.98,101527.14,29,TND,2023-04-17,Rush order
POL00510,PO00246,PRD0081,48,4454.08,213796.05,41,TND,2023-04-17,Quality check required
POL00511,PO00247,PRD0058,46,1543.4,70996.55,10,TND,2023-09-04,
POL00512,PO00248,PRD0271,14,24129.3,337810.2,3,TND,2023-07-16,Quality check required
POL00513,PO00248,PRD0211,13,19406.83,252288.82,9,TND,2023-07-16,Quality check required
POL00514,PO00248,PRD0408,25,7897.07,197426.69,13,TND,2023-07-16,
POL00515,PO00249,PRD0240,22,24435.76,537586.7,1,TND,2022-03-30,
POL00516,PO00250,PRD0359,33,13834.47,456537.64,4,TND,2022-08-12,
POL00517,PO00250,PRD0183,28,1036.59,29024.65,10,TND,2022-08-12,
POL00518,PO00250,PRD0418,7,24888.53,174219.73,0,TND,2022-08-12,
POL00519,PO00251,PRD0248,16,34027.35,544437.64,4,TND,2024-10-28,
POL00520,PO00252,PRD0096,17,31839.42,541270.15,3,TND,2024-09-12,Quality check required
POL00521,PO00252,PRD0164,24,21136.8,507283.1,7,TND,2024-09-12,
POL00522,PO00253,PRD0406,30,2473.59,74207.65,16,TND,2024-02-28,
POL00523,PO00253,PRD0064,15,4456.82,66852.25,1,TND,2024-02-28,
POL00524,PO00253,PRD0394,29,23432.89,679553.84,19,TND,2024-02-28,Rush order
POL00525,PO00254,PRD0364,30,17483.62,524508.55,5,TND,2024-04-01,
POL00526,PO00254,PRD0079,16,7517.5,120280.02,15,TND,2024-04-01,
POL00527,PO00255,PRD0066,44,4976.2,218952.85,22,TND,2023-02-15,
POL00528,PO00255,PRD0369,14,29303.49,410248.9,2,TND,2023-02-15,
POL00529,PO00256,PRD0355,49,16342.35,800775.31,39,TND,2022-08-24,
POL00530,PO00256,PRD0395,43,10591.86,455450.15,38,TND,2022-08-24,
POL00531,PO00256,PRD0418,28,19168.91,536729.54,27,TND,2022-08-24,Quality check required
POL00532,PO00257,PRD0356,19,73.38,1394.22,11,TND,2025-01-14,
POL00533,PO00257,PRD0425,32,15255.39,488172.37,27,TND,2025-01-14,
POL00534,PO00257,PRD0458,7,946.15,6623.02,7,TND,2025-01-14,Quality check required
POL00535,PO00258,PRD0465,34,22005.38,748182.83,2,TND,2022-12-07,
POL00536,PO00259,PRD0200,12,1511.7,18140.38,12,TND,2023-11-02,
POL00537,PO00260,PRD0425,29,19999.52,579986.08,1,TND,2022-05-04,
POL00538,PO00261,PRD0252,30,4370.21,131106.45,3,TND,2022-10-06,Rush order
POL00539,PO00262,PRD0433,19,22674.87,430822.56,17,TND,2023-05-22,
POL00540,PO00262,PRD0488,16,12948.62,207177.85,2,TND,2023-05-22,Quality check required
POL00541,PO00262,PRD0422,45,21337.72,960197.53,27,TND,2023-05-22,Rush order
POL00542,PO00263,PRD0441,17,17725.74,301337.54,10,TND,2023-04-10,Quality check required
POL00543,PO00263,PRD0133,13,24328.97,316276.57,2,TND,2023-04-10,
POL00544,PO00263,PRD0400,18,15956.16,287210.83,4,TND,2023-04-10,
POL00545,PO00264,PRD0471,6,4668.36,28010.18,5,TND,2024-07-10,
POL00546,PO00265,PRD0150,47,22586.04,1061543.71,47,TND,2024-09-23,
POL00547,PO00265,PRD0130,47,28959.6,1361101.18,43,TND,2024-09-23,
POL00548,PO00265,PRD0079,27,6384.09,172370.5,12,TND,2024-09-23,
POL00549,PO00266,PRD0094,26,35523.35,923607.15,6,TND,2022-11-10,Rush order
POL00550,PO00266,PRD0421,29,10241.57,297005.63,7,TND,2022-11-10,Quality check required
POL00551,PO00267,PRD0035,12,21987.96,263855.56,8,TND,2024-07-17,
POL00552,PO00268,PRD0204,22,21261.42,467751.16,3,TND,2025-02-06,
POL00553,PO00268,PRD0351,47,17019.6,799921.06,20,TND,2025-02-06,
POL00554,PO00269,PRD0487,40,25265.64,1010625.71,20,TND,2024-08-04,
POL00555,PO00269,PRD0157,47,3972.18,186692.48,4,TND,2024-08-04,
POL00556,PO00269,PRD0396,16,30783.94,492543.11,12,TND,2024-08-04,
POL00557,PO00270,PRD0402,41,10044.1,411808.26,30,TND,2024-09-13,Rush order
POL00558,PO00270,PRD0147,25,13814.14,345353.53,23,TND,2024-09-13,Rush order
POL00559,PO00270,PRD0340,7,12841.06,89887.4,5,TND,2024-09-13,Rush order
POL00560,PO00271,PRD0292,45,26843.49,1207957.18,42,TND,2023-02-19,
POL00561,PO00271,PRD0038,32,4210.57,134738.32,17,TND,2023-02-19,
POL00562,PO00272,PRD0290,48,25597.92,1228699.93,21,TND,2024-05-08,Rush order
POL00563,PO00273,PRD0140,47,6614.84,310897.49,5,TND,2023-09-25,
POL00564,PO00273,PRD0009,42,21068.38,884871.77,13,TND,2023-09-25,
POL00565,PO00274,PRD0231,16,11209.66,179354.48,1,TND,2022-04-26,Quality check required
POL00566,PO00274,PRD0281,13,37315.27,485098.57,0,TND,2022-04-26,Rush order
POL00567,PO00275,PRD0223,47,21204,996588.23,0,TND,2022-12-19,
POL00568,PO00276,PRD0444,47,24801.91,1165689.94,5,TND,2023-05-30,
POL00569,PO00276,PRD0334,17,9564.91,162603.5,7,TND,2023-05-30,Quality check required
POL00570,PO00276,PRD0255,44,12860.95,565881.68,25,TND,2023-05-30,Quality check required
POL00571,PO00277,PRD0291,41,13014.88,533610.11,33,TND,2022-09-09,Quality check required
POL00572,PO00277,PRD0332,15,22708.71,340630.6,13,TND,2022-09-09,Quality check required
POL00573,PO00277,PRD0233,19,22591.58,429239.97,2,TND,2022-09-09,
POL00574,PO00278,PRD0068,29,2623.62,76085.11,21,TND,2023-11-27,
POL00575,PO00279,PRD0492,38,12570.72,477687.25,34,TND,2022-11-07,
POL00576,PO00279,PRD0174,39,4895.14,190910.38,26,TND,2022-11-07,Rush order
POL00577,PO00280,PRD0431,18,27936.22,502851.97,18,TND,2022-10-14,Rush order
POL00578,PO00281,PRD0060,45,10728.52,482783.37,24,TND,2022-06-11,Rush order
POL00579,PO00282,PRD0097,48,8721.24,418619.47,46,TND,2024-05-07,
POL00580,PO00282,PRD0016,16,25107.23,401715.67,7,TND,2024-05-07,
POL00581,PO00283,PRD0024,42,23508.93,987375.13,4,TND,2023-02-21,Rush order
POL00582,PO00284,PRD0397,29,11121.71,322529.55,8,TND,2024-05-08,Rush order
POL00583,PO00285,PRD0328,35,28381.63,993356.88,0,TND,2024-10-26,
POL00584,PO00285,PRD0234,31,2185.9,67762.83,29,TND,2024-10-26,Quality check required
POL00585,PO00285,PRD0410,39,21771.48,849087.88,27,TND,2024-10-26,Quality check required
POL00586,PO00286,PRD0153,33,26712.32,881506.63,19,TND,2024-03-14,
POL00587,PO00286,PRD0294,17,7082.5,120402.55,12,TND,2024-03-14,Rush order
POL00588,PO00287,PRD0354,26,389.17,10118.31,1,TND,2023-08-05,
POL00589,PO00287,PRD0018,27,26985.92,728619.96,10,TND,2023-08-05,
POL00590,PO00288,PRD0102,29,29910.34,867399.74,8,TND,2023-09-05,
POL00591,PO00288,PRD0020,16,26296.24,420739.88,14,TND,2023-09-05,Quality check required
POL00592,PO00289,PRD0057,41,29224.1,1198188.02,41,TND,2023-05-29,Rush order
POL00593,PO00290,PRD0292,19,25918.63,492454.01,10,TND,2023-11-29,
POL00594,PO00291,PRD0356,34,63.27,2151.23,0,TND,2025-02-13,
POL00595,PO00292,PRD0180,15,13655.42,204831.29,14,TND,2023-06-07,Quality check required
POL00596,PO00292,PRD0057,32,27249.33,871978.42,19,TND,2023-06-07,
POL00597,PO00293,PRD0437,23,29845.77,686452.61,16,TND,2025-01-16,
POL00598,PO00294,PRD0431,30,24962.79,748883.59,11,TND,2023-06-08,Rush order
POL00599,PO00294,PRD0292,32,23394.76,748632.27,15,TND,2023-06-08,Rush order
POL00600,PO00294,PRD0391,21,27275.93,572794.62,9,TND,2023-06-08,
POL00601,PO00295,PRD0364,24,19204.05,460897.13,19,TND,2024-06-24,
POL00602,PO00295,PRD0132,43,27505.04,1182716.63,37,TND,2024-06-24,
POL00603,PO00296,PRD0125,21,10167.97,213527.31,8,TND,2023-09-19,
POL00604,PO00296,PRD0427,19,31566.33,599760.19,18,TND,2023-09-19,Rush order
POL00605,PO00296,PRD0362,21,1321.29,27747.04,0,TND,2023-09-19,
POL00606,PO00297,PRD0429,14,19192.12,268689.72,3,TND,2024-08-21,
POL00607,PO00297,PRD0337,37,26363.41,975445.99,26,TND,2024-08-21,
POL00608,PO00297,PRD0359,35,16498.09,577433.18,13,TND,2024-08-21,
POL00609,PO00298,PRD0419,38,14504.98,551189.38,37,TND,2024-03-15,Rush order
POL00610,PO00298,PRD0273,15,13331.88,199978.21,3,TND,2024-03-15,
POL00611,PO00298,PRD0329,41,16246.76,666117.27,28,TND,2024-03-15,
POL00612,PO00299,PRD0354,35,375.92,13157.37,2,TND,2023-03-25,Quality check required
POL00613,PO00300,PRD0155,27,7901.23,213333.24,6,TND,2023-02-01,Rush order
POL00614,PO00300,PRD0461,31,9749.02,302219.48,23,TND,2023-02-01,Rush order
POL00615,PO00301,PRD0410,13,20257.67,263349.74,0,TND,2024-08-05,
POL00616,PO00301,PRD0300,24,20397.47,489539.22,8,TND,2024-08-05,
POL00617,PO00302,PRD0435,9,31191.64,280724.73,2,TND,2022-12-26,
POL00618,PO00302,PRD0156,8,159.95,1279.58,0,TND,2022-12-26,
POL00619,PO00303,PRD0448,12,12832.25,153986.99,3,TND,2024-07-04,Quality check required
POL00620,PO00303,PRD0183,30,839.64,25189.1,27,TND,2024-07-04,Rush order
POL00621,PO00303,PRD0055,43,11850.1,509554.24,25,TND,2024-07-04,
POL00622,PO00304,PRD0299,35,18818.86,658659.98,0,TND,2023-09-15,
POL00623,PO00304,PRD0173,10,35812.87,358128.73,9,TND,2023-09-15,
POL00624,PO00305,PRD0484,50,24803.82,1240190.97,23,TND,2022-03-20,
POL00625,PO00306,PRD0097,30,8007.65,240229.6,12,TND,2023-11-18,
POL00626,PO00306,PRD0133,19,18817.76,357537.39,17,TND,2023-11-18,
POL00627,PO00307,PRD0025,16,5876.6,94025.54,6,TND,2023-12-20,Quality check required
POL00628,PO00307,PRD0454,47,26084.63,1225977.84,47,TND,2023-12-20,
POL00629,PO00308,PRD0440,24,6409.68,153832.23,14,TND,2024-08-22,Rush order
POL00630,PO00309,PRD0136,46,28419.38,1307291.66,6,TND,2023-01-02,
POL00631,PO00310,PRD0119,42,15845.37,665505.49,26,TND,2024-01-10,
POL00632,PO00310,PRD0340,48,12629.37,606209.86,42,TND,2024-01-10,Quality check required
POL00633,PO00311,PRD0426,46,5308,244168.23,20,TND,2024-07-12,
POL00634,PO00311,PRD0015,22,7492.42,164833.24,12,TND,2024-07-12,
POL00635,PO00311,PRD0017,14,23662.37,331273.16,14,TND,2024-07-12,
POL00636,PO00312,PRD0340,23,11327.14,260524.2,2,TND,2024-02-10,Quality check required
POL00637,PO00312,PRD0498,7,22618.08,158326.54,4,TND,2024-02-10,
POL00638,PO00312,PRD0250,8,7937.38,63499.01,2,TND,2024-02-10,
POL00639,PO00313,PRD0407,8,2841.53,22732.23,2,TND,2023-05-07,
POL00640,PO00313,PRD0406,44,2391.57,105228.9,17,TND,2023-05-07,Quality check required
POL00641,PO00313,PRD0428,16,14234.51,227752.24,14,TND,2023-05-07,Rush order
POL00642,PO00314,PRD0447,17,29630.76,503722.89,6,TND,2022-03-15,
POL00643,PO00314,PRD0386,14,17771.41,248799.74,9,TND,2022-03-15,
POL00644,PO00314,PRD0473,6,10052.45,60314.71,1,TND,2022-03-15,Rush order
POL00645,PO00315,PRD0294,5,6530.28,32651.42,1,TND,2024-04-13,
POL00646,PO00315,PRD0056,21,28256.86,593393.98,13,TND,2024-04-13,Quality check required
