  erp_purchase_orders  ·  600 lignes  ·  9 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
PO00266,SUP0095,2022-10-10,2022-11-10,178529.75,Received,EMP0007,TND,London-Heathrow
PO00267,SUP0007,2024-05-25,2024-07-17,113545.93,Received,EMP0122,TND,Zurich-Center
PO00268,SUP0120,2024-11-27,2025-02-06,139774.6,Approved,EMP0104,TND,Zurich-Center
PO00269,SUP0083,2024-06-12,2024-08-04,17415.51,Submitted,EMP0090,TND,Paris-CDG
PO00270,SUP0089,2024-07-06,2024-09-13,157679.7,Cancelled,EMP0098,TND,Singapore-Hub
PO00271,SUP0090,2022-12-10,2023-02-19,141896.27,Submitted,EMP0056,TND,Zurich-Center
PO00272,SUP0065,2024-04-21,2024-05-08,189223.06,Received,EMP0029,TND,Frankfurt-Main
PO00273,SUP0064,2023-08-02,2023-09-25,11449.26,Approved,EMP0048,TND,London-Heathrow
PO00274,SUP0013,2022-04-04,2022-04-26,30518.63,Received,EMP0003,TND,Madrid-Central
PO00275,SUP0017,2022-10-19,2022-12-19,186523.25,Submitted,EMP0061,TND,London-Heathrow
PO00276,SUP0098,2023-03-07,2023-05-30,18971.18,Approved,EMP0060,TND,Amsterdam-Port
PO00277,SUP0053,2022-08-17,2022-09-09,87413.38,Received,EMP0121,TND,Madrid-Central
PO00278,SUP0117,2023-09-22,2023-11-27,117278.54,Draft,EMP0125,TND,Frankfurt-Main
PO00279,SUP0078,2022-08-18,2022-11-07,161803.99,Cancelled,EMP0085,TND,Frankfurt-Main
PO00280,SUP0016,2022-08-14,2022-10-14,99829.41,Received,EMP0033,TND,Amsterdam-Port
PO00281,SUP0117,2022-05-03,2022-06-11,99954.4,Approved,EMP0095,TND,Dubai-Jebel Ali
PO00282,SUP0002,2024-03-31,2024-05-07,81664.01,Submitted,EMP0054,TND,New York-NJ
PO00283,SUP0093,2022-12-31,2023-02-21,69105.81,Cancelled,EMP0138,TND,Madrid-Central
PO00284,SUP0095,2024-02-10,2024-05-08,170433.83,Received,EMP0018,TND,Madrid-Central
PO00285,SUP0083,2024-08-03,2024-10-26,100379.29,Draft,EMP0133,TND,Paris-CDG
PO00286,SUP0083,2024-01-02,2024-03-14,126160.3,Draft,EMP0128,TND,Dubai-Jebel Ali
PO00287,SUP0081,2023-06-13,2023-08-05,57260.5,Draft,EMP0040,TND,Singapore-Hub
PO00288,SUP0100,2023-06-18,2023-09-05,121271.54,Submitted,EMP0071,TND,Madrid-Central
PO00289,SUP0057,2023-04-19,2023-05-29,82390.74,Received,EMP0014,TND,Madrid-Central
PO00290,SUP0069,2023-09-26,2023-11-29,157591.66,Received,EMP0030,TND,Frankfurt-Main
PO00291,SUP0010,2024-12-09,2025-02-13,15434.47,Submitted,EMP0126,TND,Singapore-Hub
PO00292,SUP0038,2023-03-28,2023-06-07,93802.84,Cancelled,EMP0107,TND,Singapore-Hub
PO00293,SUP0095,2024-11-26,2025-01-16,76229.74,Submitted,EMP0119,TND,Amsterdam-Port
PO00294,SUP0083,2023-05-12,2023-06-08,128836.38,Cancelled,EMP0027,TND,Milan-North
PO00295,SUP0064,2024-04-30,2024-06-24,171282.52,Draft,EMP0055,TND,Milan-North
PO00296,SUP0081,2023-07-22,2023-09-19,70017.01,Received,EMP0117,TND,Paris-CDG
PO00297,SUP0077,2024-07-31,2024-08-21,96284.86,Received,EMP0015,TND,Madrid-Central
PO00298,SUP0044,2024-02-04,2024-03-15,7306.54,Draft,EMP0019,TND,Singapore-Hub
PO00299,SUP0014,2023-02-06,2023-03-25,22657.29,Received,EMP0045,TND,Milan-North
PO00300,SUP0014,2022-12-26,2023-02-01,115790.54,Cancelled,EMP0092,TND,New York-NJ
PO00301,SUP0089,2024-07-06,2024-08-05,53149.9,Approved,EMP0094,TND,Milan-North
PO00302,SUP0042,2022-11-29,2022-12-26,100617.37,Approved,EMP0137,TND,Milan-North
PO00303,SUP0042,2024-06-01,2024-07-04,184774.11,Received,EMP0079,TND,London-Heathrow
PO00304,SUP0028,2023-07-07,2023-09-15,62945.24,Cancelled,EMP0035,TND,London-Heathrow
PO00305,SUP0024,2022-02-18,2022-03-20,12155.05,Draft,EMP0001,TND,New York-NJ
PO00306,SUP0116,2023-08-23,2023-11-18,82351.84,Received,EMP0042,TND,New York-NJ
PO00307,SUP0021,2023-11-29,2023-12-20,190885.02,Draft,EMP0072,TND,Dubai-Jebel Ali
PO00308,SUP0054,2024-08-02,2024-08-22,125335.97,Received,EMP0060,TND,Singapore-Hub
PO00309,SUP0048,2022-12-15,2023-01-02,12879.24,Submitted,EMP0042,TND,Frankfurt-Main
PO00310,SUP0050,2023-12-03,2024-01-10,158265.47,Draft,EMP0096,TND,Paris-CDG
PO00311,SUP0094,2024-05-15,2024-07-12,10251.93,Cancelled,EMP0100,TND,Frankfurt-Main
PO00312,SUP0118,2023-11-19,2024-02-10,104927.64,Approved,EMP0090,TND,London-Heathrow
PO00313,SUP0051,2023-03-22,2023-05-07,116913.97,Approved,EMP0019,TND,Frankfurt-Main
PO00314,SUP0103,2022-02-25,2022-03-15,159362.81,Submitted,EMP0009,TND,Dubai-Jebel Ali
PO00315,SUP0063,2024-02-08,2024-04-13,149854.21,Approved,EMP0015,TND,New York-NJ
PO00316,SUP0032,2022-10-22,2022-11-28,21125.07,Approved,EMP0031,TND,Singapore-Hub
PO00317,SUP0016,2023-10-08,2023-12-09,95609.75,Submitted,EMP0148,TND,New York-NJ
PO00318,SUP0044,2022-02-26,2022-05-17,87221.08,Submitted,EMP0021,TND,Madrid-Central
PO00319,SUP0035,2023-03-10,2023-04-15,37540.05,Received,EMP0012,TND,Madrid-Central
PO00320,SUP0011,2023-03-21,2023-04-09,186490.52,Received,EMP0044,TND,London-Heathrow
PO00321,SUP0072,2022-10-21,2023-01-02,52252,Cancelled,EMP0086,TND,Dubai-Jebel Ali
PO00322,SUP0094,2023-01-30,2023-04-05,98354.37,Approved,EMP0043,TND,Dubai-Jebel Ali
PO00323,SUP0005,2024-03-25,2024-04-18,98256.88,Received,EMP0121,TND,Dubai-Jebel Ali
PO00324,SUP0028,2024-07-11,2024-09-27,153070.01,Cancelled,EMP0015,TND,Frankfurt-Main
PO00325,SUP0009,2022-08-01,2022-09-10,8551.02,Approved,EMP0045,TND,Zurich-Center
PO00326,SUP0027,2022-11-05,2023-01-25,46059.22,Submitted,EMP0038,TND,Amsterdam-Port
PO00327,SUP0064,2024-08-11,2024-10-06,10758.72,Approved,EMP0135,TND,Paris-CDG
PO00328,SUP0084,2024-03-25,2024-05-08,126578.18,Approved,EMP0072,TND,Dubai-Jebel Ali
PO00329,SUP0071,2024-03-28,2024-05-13,83132.83,Approved,EMP0029,TND,London-Heathrow
PO00330,SUP0014,2024-05-06,2024-07-09,145344.51,Approved,EMP0084,TND,Madrid-Central
PO00331,SUP0060,2022-09-23,2022-12-20,51031.08,Cancelled,EMP0147,TND,Singapore-Hub
PO00332,SUP0017,2022-04-25,2022-05-24,177812.38,Approved,EMP0098,TND,Frankfurt-Main
PO00333,SUP0079,2024-02-29,2024-03-18,63750.26,Received,EMP0019,TND,Paris-CDG
PO00334,SUP0079,2022-11-01,2023-01-08,133075.21,Approved,EMP0068,TND,Madrid-Central
PO00335,SUP0076,2022-06-19,2022-07-08,152001.32,Approved,EMP0051,TND,Singapore-Hub
PO00336,SUP0111,2024-08-10,2024-08-28,35057.49,Received,EMP0118,TND,Paris-CDG
PO00337,SUP0002,2023-11-08,2023-12-18,65634.57,Submitted,EMP0061,TND,Singapore-Hub
PO00338,SUP0097,2023-01-18,2023-03-08,80604.19,Approved,EMP0084,TND,New York-NJ
PO00339,SUP0038,2022-01-20,2022-04-12,152486.25,Approved,EMP0023,TND,Frankfurt-Main
PO00340,SUP0117,2022-03-06,2022-05-10,65404.73,Received,EMP0061,TND,London-Heathrow
PO00341,SUP0087,2023-01-17,2023-03-23,98073.25,Draft,EMP0030,TND,Frankfurt-Main
PO00342,SUP0066,2024-10-03,2024-11-29,24582.62,Approved,EMP0044,TND,Singapore-Hub
PO00343,SUP0102,2023-01-01,2023-03-30,17281.29,Cancelled,EMP0075,TND,London-Heathrow
PO00344,SUP0017,2022-10-26,2022-11-27,184962.47,Submitted,EMP0140,TND,Madrid-Central
PO00345,SUP0071,2022-05-25,2022-08-03,67409.11,Received,EMP0100,TND,Frankfurt-Main
PO00346,SUP0052,2024-09-30,2024-11-30,136567.96,Submitted,EMP0041,TND,Madrid-Central
PO00347,SUP0108,2024-01-16,2024-04-05,179831.12,Cancelled,EMP0061,TND,New York-NJ
PO00348,SUP0002,2024-06-05,2024-08-21,117890.75,Submitted,EMP0061,TND,Madrid-Central
PO00349,SUP0066,2022-04-08,2022-05-17,147149.66,Submitted,EMP0121,TND,Dubai-Jebel Ali
PO00350,SUP0051,2023-03-23,2023-04-20,71633.18,Cancelled,EMP0047,TND,New York-NJ
PO00351,SUP0067,2024-04-29,2024-07-03,77743.58,Cancelled,EMP0007,TND,Dubai-Jebel Ali
PO00352,SUP0062,2022-02-15,2022-05-15,75105.59,Approved,EMP0062,TND,Paris-CDG
PO00353,SUP0007,2022-02-21,2022-03-30,162690.16,Received,EMP0094,TND,Paris-CDG
PO00354,SUP0089,2023-02-18,2023-04-25,132484.69,Draft,EMP0072,TND,Singapore-Hub
PO00355,SUP0080,2022-01-12,2022-02-14,112942.26,Submitted,EMP0057,TND,Singapore-Hub
PO00356,SUP0034,2022-06-28,2022-07-30,137078.56,Submitted,EMP0121,TND,Madrid-Central
PO00357,SUP0106,2024-07-09,2024-08-14,100766.61,Cancelled,EMP0059,TND,Zurich-Center
PO00358,SUP0081,2022-12-26,2023-01-27,137677.25,Cancelled,EMP0072,TND,Zurich-Center
PO00359,SUP0034,2023-11-03,2023-12-07,100751.7,Received,EMP0033,TND,Zurich-Center
PO00360,SUP0094,2023-05-20,2023-07-04,188097.92,Cancelled,EMP0131,TND,Amsterdam-Port
PO00361,SUP0097,2022-10-17,2022-12-09,7896.25,Received,EMP0045,TND,Dubai-Jebel Ali
PO00362,SUP0101,2022-06-25,2022-08-22,123120.2,Draft,EMP0107,TND,Frankfurt-Main
PO00363,SUP0004,2024-10-23,2025-01-20,160286.6,Draft,EMP0137,TND,Dubai-Jebel Ali
PO00364,SUP0034,2022-05-08,2022-05-24,125744.24,Submitted,EMP0101,TND,London-Heathrow
PO00365,SUP0019,2024-06-15,2024-08-02,155986.51,Approved,EMP0033,TND,London-Heathrow
PO00366,SUP0047,2024-09-18,2024-11-04,28944.97,Received,EMP0060,TND,London-Heathrow
PO00367,SUP0023,2024-09-18,2024-10-25,179338.88,Draft,EMP0081,TND,Milan-North
PO00368,SUP0019,2023-05-03,2023-06-26,11936.55,Draft,EMP0101,TND,Zurich-Center
PO00369,SUP0100,2023-01-20,2023-02-26,114206.25,Received,EMP0065,TND,Milan-North
PO00370,SUP0011,2022-07-17,2022-09-19,68973.82,Draft,EMP0109,TND,Paris-CDG
PO00371,SUP0023,2024-03-28,2024-05-18,166982.25,Approved,EMP0028,TND,Amsterdam-Port
PO00372,SUP0075,2023-02-13,2023-04-22,86366.89,Draft,EMP0088,TND,Singapore-Hub
PO00373,SUP0109,2023-10-25,2023-11-27,128998.83,Received,EMP0102,TND,Madrid-Central
PO00374,SUP0009,2024-09-07,2024-10-02,103383.18,Submitted,EMP0035,TND,Paris-CDG
PO00375,SUP0020,2024-07-17,2024-08-24,147890.04,Draft,EMP0150,TND,Frankfurt-Main
PO00376,SUP0052,2023-06-23,2023-08-18,185432.37,Draft,EMP0106,TND,Amsterdam-Port
PO00377,SUP0075,2024-06-05,2024-08-23,69363.49,Draft,EMP0097,TND,Singapore-Hub
PO00378,SUP0084,2024-05-11,2024-07-10,72328.5,Cancelled,EMP0149,TND,Frankfurt-Main
PO00379,SUP0106,2024-02-16,2024-04-22,117889.69,Received,EMP0016,TND,London-Heathrow
PO00380,SUP0026,2022-10-10,2022-12-11,56398.29,Approved,EMP0147,TND,Zurich-Center
PO00381,SUP0088,2023-12-13,2024-01-09,169814.16,Submitted,EMP0116,TND,Paris-CDG
PO00382,SUP0026,2023-07-05,2023-08-20,194819.35,Approved,EMP0027,TND,New York-NJ
PO00383,SUP0056,2022-11-15,2022-12-24,25688.9,Received,EMP0121,TND,Madrid-Central
PO00384,SUP0019,2023-07-14,2023-08-20,30734.87,Submitted,EMP0078,TND,London-Heathrow
PO00385,SUP0104,2022-08-09,2022-11-06,168597.59,Submitted,EMP0132,TND,Frankfurt-Main
PO00386,SUP0118,2022-02-27,2022-04-11,52959.98,Submitted,EMP0027,TND,Singapore-Hub
PO00387,SUP0013,2023-11-01,2023-11-19,133003.83,Cancelled,EMP0094,TND,Dubai-Jebel Ali
PO00388,SUP0094,2023-04-30,2023-07-24,66731.73,Cancelled,EMP0053,TND,Amsterdam-Port
PO00389,SUP0061,2022-12-11,2023-01-06,6830.35,Approved,EMP0054,TND,Milan-North
PO00390,SUP0028,2022-06-29,2022-08-22,130737.31,Submitted,EMP0076,TND,Amsterdam-Port
PO00391,SUP0090,2022-05-15,2022-07-24,192681.49,Cancelled,EMP0017,TND,New York-NJ
PO00392,SUP0120,2023-04-17,2023-05-26,152420.65,Approved,EMP0115,TND,Frankfurt-Main
PO00393,SUP0112,2024-01-05,2024-02-21,173339.53,Submitted,EMP0063,TND,Dubai-Jebel Ali
PO00394,SUP0042,2022-12-07,2023-01-28,23334.97,Received,EMP0140,TND,Zurich-Center
PO00395,SUP0089,2022-10-16,2022-11-17,8455.93,Cancelled,EMP0035,TND,Zurich-Center
PO00396,SUP0044,2023-06-06,2023-08-29,138174.45,Submitted,EMP0132,TND,Madrid-Central
PO00397,SUP0059,2023-12-11,2024-01-09,135507.71,Received,EMP0147,TND,Frankfurt-Main
PO00398,SUP0011,2024-11-19,2025-01-26,149223.28,Approved,EMP0076,TND,Zurich-Center
PO00399,SUP0014,2023-02-05,2023-03-29,65804.12,Received,EMP0087,TND,Frankfurt-Main
PO00400,SUP0028,2023-02-15,2023-05-06,193337.39,Draft,EMP0058,TND,New York-NJ
PO00401,SUP0089,2024-08-12,2024-10-02,170043.17,Draft,EMP0111,TND,Frankfurt-Main
PO00402,SUP0106,2024-05-29,2024-06-13,65106.04,Submitted,EMP0058,TND,Singapore-Hub
PO00403,SUP0062,2022-02-10,2022-03-26,77745.54,Draft,EMP0033,TND,Singapore-Hub
PO00404,SUP0062,2023-06-16,2023-06-30,84685.65,Approved,EMP0062,TND,Frankfurt-Main
PO00405,SUP0014,2022-12-23,2023-03-05,158308.11,Cancelled,EMP0078,TND,Paris-CDG
PO00406,SUP0080,2024-03-05,2024-05-15,29804.5,Cancelled,EMP0110,TND,Singapore-Hub
PO00407,SUP0110,2022-10-16,2022-11-05,56024.74,Cancelled,EMP0111,TND,London-Heathrow
PO00408,SUP0009,2023-02-05,2023-03-04,129682.73,Received,EMP0142,TND,Singapore-Hub
PO00409,SUP0096,2023-10-05,2023-12-29,78255.09,Approved,EMP0126,TND,Madrid-Central
PO00410,SUP0114,2022-01-30,2022-02-27,122291.5,Submitted,EMP0094,TND,Milan-North
PO00411,SUP0113,2023-05-21,2023-06-19,91704.12,Approved,EMP0084,TND,Paris-CDG
PO00412,SUP0051,2023-06-18,2023-07-15,88022.36,Approved,EMP0060,TND,Dubai-Jebel Ali
PO00413,SUP0007,2023-07-11,2023-08-23,121395.13,Received,EMP0033,TND,New York-NJ
PO00414,SUP0044,2024-09-03,2024-10-23,70447.45,Received,EMP0015,TND,Zurich-Center
PO00415,SUP0012,2023-08-26,2023-10-12,27646.69,Draft,EMP0091,TND,New York-NJ
PO00416,SUP0053,2023-02-07,2023-02-28,45177.51,Approved,EMP0083,TND,London-Heathrow
PO00417,SUP0097,2024-11-04,2025-01-23,38836.64,Draft,EMP0054,TND,London-Heathrow
PO00418,SUP0063,2024-05-25,2024-08-12,44804.89,Approved,EMP0052,TND,Milan-North
PO00419,SUP0080,2024-01-18,2024-04-15,23398.12,Cancelled,EMP0119,TND,Singapore-Hub
PO00420,SUP0032,2024-04-18,2024-07-06,73670.52,Received,EMP0148,TND,London-Heathrow
PO00421,SUP0043,2022-10-18,2022-12-05,46863.28,Received,EMP0051,TND,New York-NJ
PO00422,SUP0023,2024-04-09,2024-06-26,100470.16,Draft,EMP0119,TND,Frankfurt-Main
PO00423,SUP0048,2024-06-14,2024-07-25,193110.26,Approved,EMP0086,TND,Milan-North
PO00424,SUP0078,2023-02-04,2023-03-24,185198.68,Draft,EMP0109,TND,Zurich-Center
PO00425,SUP0079,2024-12-03,2025-01-29,101505.45,Submitted,EMP0068,TND,Dubai-Jebel Ali
PO00426,SUP0031,2024-04-25,2024-05-16,122134.51,Received,EMP0039,TND,Dubai-Jebel Ali
PO00427,SUP0042,2023-11-15,2024-01-03,26037.38,Cancelled,EMP0053,TND,Zurich-Center
PO00428,SUP0117,2023-09-05,2023-10-17,18859.79,Cancelled,EMP0031,TND,Madrid-Central
PO00429,SUP0117,2022-11-22,2022-12-15,72532.17,Approved,EMP0009,TND,Zurich-Center
PO00430,SUP0060,2024-04-02,2024-06-04,31112.37,Submitted,EMP0141,TND,Milan-North
PO00431,SUP0034,2024-10-09,2024-10-27,63229.06,Approved,EMP0041,TND,Singapore-Hub
PO00432,SUP0119,2024-08-10,2024-08-26,41809.87,Approved,EMP0119,TND,New York-NJ
PO00433,SUP0120,2024-02-18,2024-04-01,11898.44,Received,EMP0114,TND,Zurich-Center
PO00434,SUP0042,2024-09-27,2024-10-20,134086.1,Draft,EMP0150,TND,Paris-CDG
PO00435,SUP0091,2024-03-20,2024-05-18,153777.59,Draft,EMP0073,TND,Paris-CDG
PO00436,SUP0022,2024-09-25,2024-11-07,57537.06,Received,EMP0027,TND,Milan-North
PO00437,SUP0035,2022-03-27,2022-04-25,143004.21,Draft,EMP0128,TND,Paris-CDG
PO00438,SUP0020,2024-11-17,2025-02-11,32005.96,Draft,EMP0037,TND,Milan-North
PO00439,SUP0097,2022-06-30,2022-08-09,124400.54,Draft,EMP0046,TND,Zurich-Center
PO00440,SUP0006,2023-12-30,2024-01-21,157043.4,Draft,EMP0078,TND,Singapore-Hub
PO00441,SUP0116,2023-06-10,2023-08-20,36943.95,Cancelled,EMP0015,TND,Milan-North
PO00442,SUP0042,2024-01-29,2024-02-28,49646.29,Cancelled,EMP0049,TND,Zurich-Center
PO00443,SUP0033,2022-02-27,2022-05-15,70296.54,Approved,EMP0081,TND,New York-NJ
PO00444,SUP0037,2023-08-03,2023-09-03,165289.33,Submitted,EMP0051,TND,Amsterdam-Port
PO00445,SUP0100,2023-05-19,2023-08-12,109719.25,Approved,EMP0107,TND,Milan-North
PO00446,SUP0074,2022-05-16,2022-06-04,43020.95,Approved,EMP0144,TND,Amsterdam-Port
PO00447,SUP0072,2022-04-19,2022-05-20,60328.5,Submitted,EMP0011,TND,Frankfurt-Main
PO00448,SUP0102,2024-05-14,2024-06-03,82306.35,Approved,EMP0068,TND,Zurich-Center
PO00449,SUP0026,2022-03-26,2022-05-25,128486.97,Cancelled,EMP0063,TND,Madrid-Central
PO00450,SUP0063,2022-09-01,2022-11-15,148378.89,Submitted,EMP0053,TND,Madrid-Central
PO00451,SUP0120,2023-04-24,2023-05-13,191509.22,Received,EMP0029,TND,Dubai-Jebel Ali
PO00452,SUP0107,2022-11-08,2022-12-04,125859.59,Cancelled,EMP0041,TND,Frankfurt-Main
PO00453,SUP0086,2024-02-24,2024-03-11,177144.72,Submitted,EMP0146,TND,London-Heathrow
PO00454,SUP0009,2023-03-27,2023-06-16,185865.72,Received,EMP0134,TND,Frankfurt-Main
PO00455,SUP0085,2022-06-23,2022-07-10,109717.39,Draft,EMP0040,TND,Amsterdam-Port
PO00456,SUP0114,2023-05-09,2023-07-13,199450.59,Received,EMP0002,TND,London-Heathrow
PO00457,SUP0058,2023-12-30,2024-02-22,49474.66,Approved,EMP0109,TND,Madrid-Central
PO00458,SUP0085,2023-07-08,2023-07-30,180896.5,Cancelled,EMP0049,TND,Milan-North
PO00459,SUP0117,2023-08-21,2023-10-31,139404.95,Cancelled,EMP0101,TND,Amsterdam-Port
PO00460,SUP0021,2024-03-14,2024-05-06,161835.92,Submitted,EMP0060,TND,Dubai-Jebel Ali
PO00461,SUP0080,2023-06-22,2023-07-24,13400.94,Draft,EMP0122,TND,Milan-North
PO00462,SUP0034,2022-06-04,2022-07-29,3983.91,Draft,EMP0007,TND,Amsterdam-Port
PO00463,SUP0099,2024-01-18,2024-04-02,29411.07,Received,EMP0062,TND,Zurich-Center
PO00464,SUP0031,2023-11-28,2024-02-23,190252.17,Draft,EMP0007,TND,New York-NJ
PO00465,SUP0029,2024-09-11,2024-10-23,44187.96,Cancelled,EMP0048,TND,Singapore-Hub
PO00466,SUP0041,2024-02-26,2024-04-07,189711.13,Approved,EMP0139,TND,Paris-CDG
PO00467,SUP0089,2022-12-31,2023-02-21,116143.49,Received,EMP0134,TND,Zurich-Center
PO00468,SUP0031,2022-12-17,2023-03-12,73714.27,Approved,EMP0085,TND,London-Heathrow
PO00469,SUP0010,2022-02-25,2022-03-11,136659.08,Draft,EMP0094,TND,Madrid-Central
PO00470,SUP0100,2023-09-13,2023-11-05,111012.54,Approved,EMP0126,TND,Zurich-Center
PO00471,SUP0001,2022-10-17,2022-12-27,55663,Approved,EMP0027,TND,Dubai-Jebel Ali
PO00472,SUP0002,2024-08-12,2024-09-19,136347.45,Submitted,EMP0027,TND,Singapore-Hub
PO00473,SUP0043,2024-07-23,2024-08-12,28521.67,Approved,EMP0136,TND,Amsterdam-Port
PO00474,SUP0004,2022-06-02,2022-07-12,36837.38,Approved,EMP0028,TND,Paris-CDG
PO00475,SUP0082,2023-04-16,2023-07-01,27985.64,Draft,EMP0015,TND,London-Heathrow
PO00476,SUP0023,2024-07-18,2024-10-16,69630.21,Received,EMP0084,TND,Milan-North
PO00477,SUP0020,2022-08-23,2022-10-31,44491.85,Draft,EMP0015,TND,Singapore-Hub
PO00478,SUP0099,2024-05-23,2024-07-03,43153.94,Draft,EMP0047,TND,London-Heathrow
PO00479,SUP0014,2023-12-16,2024-02-27,78650.92,Received,EMP0137,TND,Zurich-Center
PO00480,SUP0016,2022-12-23,2023-01-27,98842.15,Received,EMP0042,TND,Frankfurt-Main
PO00481,SUP0028,2023-03-02,2023-04-23,74155.47,Approved,EMP0144,TND,London-Heathrow
PO00482,SUP0051,2024-01-23,2024-03-21,80756.73,Draft,EMP0149,TND,London-Heathrow
PO00483,SUP0109,2023-10-30,2024-01-28,8509.77,Cancelled,EMP0078,TND,Madrid-Central
PO00484,SUP0097,2022-06-03,2022-07-25,100694.62,Submitted,EMP0113,TND,New York-NJ
PO00485,SUP0097,2023-02-06,2023-04-18,152647.05,Submitted,EMP0090,TND,New York-NJ
PO00486,SUP0099,2023-08-22,2023-11-09,72070.98,Received,EMP0080,TND,Singapore-Hub
PO00487,SUP0054,2024-06-13,2024-09-09,72904.2,Approved,EMP0128,TND,Singapore-Hub
PO00488,SUP0042,2022-01-10,2022-02-08,113025.85,Approved,EMP0014,TND,New York-NJ
PO00489,SUP0077,2024-08-08,2024-11-04,83884.52,Approved,EMP0087,TND,Frankfurt-Main
PO00490,SUP0048,2022-07-23,2022-10-19,128950.18,Approved,EMP0036,TND,Milan-North
PO00491,SUP0065,2024-04-25,2024-07-06,2550.03,Submitted,EMP0109,TND,Madrid-Central
PO00492,SUP0079,2024-02-13,2024-04-30,124231.3,Draft,EMP0140,TND,Paris-CDG
PO00493,SUP0089,2023-09-06,2023-11-09,82631.94,Draft,EMP0100,TND,Amsterdam-Port
PO00494,SUP0091,2024-11-04,2024-12-11,101897.09,Draft,EMP0076,TND,Frankfurt-Main
PO00495,SUP0019,2024-05-05,2024-07-17,67387.48,Submitted,EMP0008,TND,Zurich-Center
PO00496,SUP0024,2022-11-20,2023-01-15,36606.69,Submitted,EMP0058,TND,Dubai-Jebel Ali
PO00497,SUP0023,2022-01-26,2022-04-24,163769.18,Approved,EMP0068,TND,New York-NJ
PO00498,SUP0115,2022-10-03,2022-12-19,76850.57,Approved,EMP0025,TND,Madrid-Central
PO00499,SUP0060,2024-11-13,2024-12-30,118842.06,Received,EMP0024,TND,Milan-North
PO00500,SUP0017,2022-07-19,2022-10-17,189673.07,Approved,EMP0095,TND,Dubai-Jebel Ali
PO00501,SUP0094,2023-05-08,2023-07-30,64003.22,Submitted,EMP0085,TND,Dubai-Jebel Ali
PO00502,SUP0074,2023-08-24,2023-09-15,87784.92,Approved,EMP0058,TND,Milan-North
PO00503,SUP0019,2023-11-27,2023-12-28,110924.65,Received,EMP0083,TND,Frankfurt-Main
PO00504,SUP0001,2022-09-23,2022-12-19,139214.73,Draft,EMP0141,TND,Frankfurt-Main
PO00505,SUP0086,2024-10-13,2024-12-04,151304.71,Received,EMP0064,TND,Frankfurt-Main
PO00506,SUP0011,2022-09-08,2022-10-28,178949.71,Received,EMP0062,TND,Amsterdam-Port
PO00507,SUP0109,2024-05-17,2024-06-03,113777.15,Cancelled,EMP0025,TND,Paris-CDG
PO00508,SUP0086,2023-10-07,2023-10-21,57803.12,Approved,EMP0100,TND,Frankfurt-Main
PO00509,SUP0116,2024-07-15,2024-09-01,14196.06,Approved,EMP0126,TND,Milan-North
PO00510,SUP0027,2024-11-30,2025-01-16,182393.74,Approved,EMP0092,TND,Zurich-Center
PO00511,SUP0022,2023-07-13,2023-08-07,5262.76,Approved,EMP0042,TND,Paris-CDG
PO00512,SUP0116,2024-11-08,2024-12-29,163101.52,Cancelled,EMP0048,TND,Dubai-Jebel Ali
PO00513,SUP0042,2024-04-13,2024-05-31,114914.23,Received,EMP0141,TND,Singapore-Hub
PO00514,SUP0042,2022-12-23,2023-02-17,8896.2,Approved,EMP0080,TND,Frankfurt-Main
PO00515,SUP0114,2023-11-17,2023-12-16,122030.95,Cancelled,EMP0053,TND,Singapore-Hub
PO00516,SUP0107,2024-01-28,2024-04-08,152307.83,Draft,EMP0114,TND,Zurich-Center
PO00517,SUP0085,2024-02-16,2024-03-04,197415.94,Received,EMP0024,TND,New York-NJ
PO00518,SUP0015,2023-07-19,2023-08-29,152566.97,Draft,EMP0044,TND,Dubai-Jebel Ali
PO00519,SUP0101,2023-06-22,2023-09-15,42585.98,Cancelled,EMP0081,TND,Milan-North
PO00520,SUP0069,2024-01-17,2024-02-20,97906.86,Draft,EMP0105,TND,Zurich-Center
PO00521,SUP0114,2022-09-27,2022-10-28,84339.85,Draft,EMP0096,TND,New York-NJ
PO00522,SUP0077,2023-05-31,2023-06-17,88122.45,Draft,EMP0135,TND,London-Heathrow
PO00523,SUP0055,2024-10-15,2024-11-13,5848.54,Submitted,EMP0058,TND,Milan-North
PO00524,SUP0085,2022-06-07,2022-07-08,7370.81,Cancelled,EMP0067,TND,Milan-North
PO00525,SUP0075,2024-02-25,2024-03-24,68196.89,Received,EMP0053,TND,Madrid-Central
PO00526,SUP0113,2023-06-20,2023-07-28,113368.9,Received,EMP0052,TND,Amsterdam-Port
PO00527,SUP0046,2024-09-03,2024-11-28,173584.15,Approved,EMP0022,TND,Amsterdam-Port
PO00528,SUP0114,2024-08-27,2024-11-16,100606.44,Draft,EMP0029,TND,Dubai-Jebel Ali
PO00529,SUP0012,2024-11-22,2024-12-17,25757.24,Submitted,EMP0060,TND,Singapore-Hub
PO00530,SUP0113,2023-10-30,2023-12-03,43275.68,Draft,EMP0069,TND,Amsterdam-Port
PO00531,SUP0036,2022-12-07,2022-12-31,126640.79,Received,EMP0004,TND,Singapore-Hub
PO00532,SUP0019,2022-07-21,2022-10-05,101638.34,Cancelled,EMP0107,TND,Amsterdam-Port
