"  erp_inventory  ·  1,500 lignes  ·  7 colonnes",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
INVI00370,PRD0438,Amsterdam-Port,1157,265,25296.68,2023-09-16
INVI00371,PRD0240,Paris-CDG,3607,194,5750.09,2023-05-20
INVI00372,PRD0185,Frankfurt-Main,3906,125,8067.65,2024-12-03
INVI00373,PRD0202,Paris-CDG,1782,83,14881.88,2024-10-26
INVI00374,PRD0423,Amsterdam-Port,4788,126,9876.08,2024-10-11
INVI00375,PRD0306,Dubai-Jebel Ali,4351,116,37910.46,2023-06-08
INVI00376,PRD0236,Dubai-Jebel Ali,4695,141,6228.66,2023-09-06
INVI00377,PRD0219,Frankfurt-Main,4090,201,36414.89,2024-08-06
INVI00378,PRD0213,Madrid-Central,2753,287,31941.57,2024-09-11
INVI00379,PRD0358,Milan-North,2900,265,18267.62,2024-06-03
INVI00380,PRD0449,Frankfurt-Main,1419,164,29010.96,2023-04-22
INVI00381,PRD0253,Madrid-Central,1177,162,29179.31,2024-06-25
INVI00382,PRD0118,London-Heathrow,1188,288,27317.35,2023-01-25
INVI00383,PRD0083,Amsterdam-Port,4912,297,8362.57,2024-11-12
INVI00384,PRD0469,London-Heathrow,3897,149,4112.43,2024-02-23
INVI00385,PRD0471,Madrid-Central,249,246,26659.24,2023-02-11
INVI00386,PRD0143,New York-NJ,2755,219,14675.99,2023-03-24
INVI00387,PRD0084,Dubai-Jebel Ali,3094,109,20195.55,2023-05-06
INVI00388,PRD0494,Paris-CDG,2868,51,37510.18,2024-12-25
INVI00389,PRD0446,London-Heathrow,4357,233,24131.98,2023-02-08
INVI00390,PRD0245,Madrid-Central,2773,200,14273.16,2024-06-22
INVI00391,PRD0368,London-Heathrow,3623,249,37251.48,2024-03-06
INVI00392,PRD0252,Singapore-Hub,2235,96,8267,2023-08-04
INVI00393,PRD0163,Madrid-Central,1777,283,30085.3,2024-10-16
INVI00394,PRD0451,Singapore-Hub,1585,237,31505.73,2024-03-27
INVI00395,PRD0267,Amsterdam-Port,4980,157,30794.07,2024-08-15
INVI00396,PRD0096,Frankfurt-Main,2823,80,1661.75,2023-05-22
INVI00397,PRD0195,Paris-CDG,4011,162,30268.48,2023-03-11
INVI00398,PRD0132,Amsterdam-Port,2059,294,39866.94,2024-06-18
INVI00399,PRD0198,Zurich-Center,3134,298,31607.15,2023-12-18
INVI00400,PRD0111,Singapore-Hub,559,142,36106.1,2024-05-02
INVI00401,PRD0128,Frankfurt-Main,215,141,7276.98,2024-07-27
INVI00402,PRD0291,Dubai-Jebel Ali,1593,66,22253.43,2023-08-16
INVI00403,PRD0016,Zurich-Center,2960,63,19062.86,2023-08-03
INVI00404,PRD0431,Amsterdam-Port,3826,165,34002.64,2023-08-22
INVI00405,PRD0054,London-Heathrow,3902,99,35565.75,2023-10-09
INVI00406,PRD0482,Frankfurt-Main,2550,182,13608.62,2023-06-13
INVI00407,PRD0351,Singapore-Hub,3056,205,25563.27,2024-12-14
INVI00408,PRD0014,Dubai-Jebel Ali,1223,155,21773.54,2023-01-19
INVI00409,PRD0001,Zurich-Center,481,170,6046.72,2023-01-29
INVI00410,PRD0288,Singapore-Hub,699,273,6281.75,2023-05-05
INVI00411,PRD0268,Zurich-Center,2287,138,7215.91,2024-09-02
INVI00412,PRD0330,Milan-North,4671,155,30901.58,2023-05-15
INVI00413,PRD0121,Amsterdam-Port,617,258,13127.54,2024-09-27
INVI00414,PRD0465,Zurich-Center,4227,234,18593.06,2023-12-26
INVI00415,PRD0059,Singapore-Hub,2955,164,31586.6,2023-01-31
INVI00416,PRD0102,London-Heathrow,1610,53,32765.67,2024-07-18
INVI00417,PRD0270,Dubai-Jebel Ali,464,253,17369.27,2023-01-04
INVI00418,PRD0454,Zurich-Center,2318,290,2700.16,2023-12-11
INVI00419,PRD0007,London-Heathrow,2291,81,37873.74,2023-01-25
INVI00420,PRD0025,Singapore-Hub,4204,210,21859.46,2024-05-20
INVI00421,PRD0333,Milan-North,4224,229,31259.17,2023-11-29
INVI00422,PRD0175,Dubai-Jebel Ali,2769,293,39635.85,2024-08-24
INVI00423,PRD0174,Zurich-Center,794,127,13423.61,2023-10-31
INVI00424,PRD0317,Singapore-Hub,1441,280,9939.34,2024-02-27
INVI00425,PRD0319,Madrid-Central,3222,82,17823.61,2024-05-28
INVI00426,PRD0220,Milan-North,855,188,36452.66,2023-10-22
INVI00427,PRD0393,London-Heathrow,322,128,31733.33,2023-08-20
INVI00428,PRD0334,Dubai-Jebel Ali,2215,245,26491.96,2023-02-17
INVI00429,PRD0350,Madrid-Central,3287,87,4259.7,2024-01-31
INVI00430,PRD0134,Amsterdam-Port,2423,204,34795.38,2024-08-10
INVI00431,PRD0463,Madrid-Central,873,158,31368.78,2024-01-22
INVI00432,PRD0230,Madrid-Central,274,163,22245.39,2024-11-26
INVI00433,PRD0287,New York-NJ,4617,180,29436.32,2024-12-14
INVI00434,PRD0460,Milan-North,4365,130,17871.82,2024-09-27
INVI00435,PRD0039,Frankfurt-Main,447,151,25832.26,2024-03-23
INVI00436,PRD0235,London-Heathrow,3512,124,37985.71,2024-05-31
INVI00437,PRD0230,Zurich-Center,1934,217,23170.97,2024-07-04
INVI00438,PRD0313,Milan-North,1774,166,18918.93,2023-03-16
INVI00439,PRD0496,London-Heathrow,2283,197,8526.19,2023-04-23
INVI00440,PRD0221,Madrid-Central,2919,223,26806.39,2024-06-18
INVI00441,PRD0076,Madrid-Central,2022,289,17552.82,2023-01-15
INVI00442,PRD0139,Singapore-Hub,22,124,1590.32,2024-10-05
INVI00443,PRD0302,Amsterdam-Port,3186,138,2749.52,2024-06-05
INVI00444,PRD0430,Singapore-Hub,3057,150,31459,2023-07-02
INVI00445,PRD0222,Zurich-Center,1143,243,2025.97,2023-08-14
INVI00446,PRD0343,London-Heathrow,3847,293,8349.55,2023-12-17
INVI00447,PRD0398,Singapore-Hub,965,86,14580.95,2024-05-10
INVI00448,PRD0095,Frankfurt-Main,1264,268,9981.74,2023-01-28
INVI00449,PRD0283,Milan-North,3750,218,20247.78,2024-08-12
INVI00450,PRD0179,Zurich-Center,943,144,9380.46,2024-12-23
INVI00451,PRD0157,London-Heathrow,2788,248,15546.63,2023-01-21
INVI00452,PRD0004,Zurich-Center,4420,250,28964.61,2023-01-01
INVI00453,PRD0449,Milan-North,4023,257,21516.94,2024-02-22
INVI00454,PRD0335,Zurich-Center,378,228,38150.17,2023-02-01
INVI00455,PRD0104,Madrid-Central,599,260,36410.41,2023-09-09
INVI00456,PRD0421,New York-NJ,2771,217,7578.14,2024-08-25
INVI00457,PRD0264,Milan-North,3552,237,37449.72,2023-10-01
INVI00458,PRD0316,Zurich-Center,3635,271,28810.69,2024-03-27
INVI00459,PRD0418,Paris-CDG,4082,255,1759.51,2023-02-15
INVI00460,PRD0013,Singapore-Hub,2231,290,15105.54,2023-10-12
INVI00461,PRD0404,Amsterdam-Port,2027,273,17816.69,2023-02-22
INVI00462,PRD0402,Madrid-Central,4843,70,29188.28,2024-11-07
INVI00463,PRD0250,Madrid-Central,2324,100,15513.02,2024-03-24
INVI00464,PRD0043,New York-NJ,1952,178,36418.8,2024-04-14
INVI00465,PRD0224,London-Heathrow,649,282,14324.34,2024-05-04
INVI00466,PRD0363,Singapore-Hub,2466,263,268.33,2023-11-29
INVI00467,PRD0131,Milan-North,4109,161,17174.72,2024-06-20
INVI00468,PRD0077,Madrid-Central,4417,235,19988.9,2023-03-10
INVI00469,PRD0141,London-Heathrow,4006,179,14474.68,2023-08-28
INVI00470,PRD0322,Frankfurt-Main,2053,77,29037.2,2024-09-10
INVI00471,PRD0258,Dubai-Jebel Ali,3851,94,16742.23,2024-12-26
INVI00472,PRD0133,Zurich-Center,1409,71,25327.06,2023-05-20
INVI00473,PRD0105,Amsterdam-Port,4720,272,23417.54,2024-06-20
INVI00474,PRD0460,London-Heathrow,1004,130,22536.21,2023-01-25
INVI00475,PRD0008,Singapore-Hub,1006,104,34449.4,2023-05-22
INVI00476,PRD0339,Paris-CDG,2371,233,10938.71,2024-06-07
INVI00477,PRD0133,Milan-North,3439,166,36947.97,2024-05-09
INVI00478,PRD0037,Milan-North,2178,78,29368.85,2024-04-20
INVI00479,PRD0333,New York-NJ,3199,51,11882.1,2024-03-03
INVI00480,PRD0281,Zurich-Center,1889,197,3399.07,2023-04-12
INVI00481,PRD0206,Madrid-Central,3035,162,26123.26,2024-05-18
INVI00482,PRD0472,Singapore-Hub,3272,288,14910.26,2024-04-30
INVI00483,PRD0369,New York-NJ,3152,152,34455.88,2024-05-07
INVI00484,PRD0499,New York-NJ,383,193,14124.49,2023-01-09
INVI00485,PRD0257,Milan-North,1144,200,17442.9,2023-12-04
INVI00486,PRD0451,Milan-North,1515,68,19650.64,2023-03-05
INVI00487,PRD0148,Zurich-Center,4401,182,19814.41,2023-05-18
INVI00488,PRD0304,Dubai-Jebel Ali,4106,174,39842.8,2024-04-24
INVI00489,PRD0185,Madrid-Central,2259,86,6681.12,2024-03-17
INVI00490,PRD0040,Dubai-Jebel Ali,2963,227,1642.88,2024-09-13
INVI00491,PRD0088,Zurich-Center,4392,169,31349.78,2023-08-26
INVI00492,PRD0331,Dubai-Jebel Ali,3537,250,27429.13,2023-02-05
INVI00493,PRD0032,New York-NJ,3923,85,12225.49,2024-03-18
INVI00494,PRD0104,Zurich-Center,306,112,6505.84,2023-03-31
INVI00495,PRD0132,Amsterdam-Port,455,99,3576.7,2024-12-14
INVI00496,PRD0098,Zurich-Center,1958,111,32835.48,2023-03-22
INVI00497,PRD0056,Frankfurt-Main,4164,117,26749.98,2024-02-15
INVI00498,PRD0182,Madrid-Central,4110,186,12948.86,2024-06-19
INVI00499,PRD0256,Milan-North,3043,84,27867.25,2023-12-31
INVI00500,PRD0079,Zurich-Center,3216,76,13757.24,2023-10-11
INVI00501,PRD0099,New York-NJ,4985,167,37457.38,2023-12-21
INVI00502,PRD0233,Dubai-Jebel Ali,1729,131,2932.86,2024-04-08
INVI00503,PRD0491,Zurich-Center,4474,101,26013.67,2024-04-12
INVI00504,PRD0365,Frankfurt-Main,1978,134,13976.92,2024-02-11
INVI00505,PRD0490,New York-NJ,3539,299,35073.18,2024-11-03
INVI00506,PRD0105,Dubai-Jebel Ali,4711,140,28429.42,2024-07-04
INVI00507,PRD0224,Madrid-Central,559,168,26139.99,2023-05-25
INVI00508,PRD0168,New York-NJ,376,227,4924.22,2024-09-21
INVI00509,PRD0384,Zurich-Center,908,248,32892.74,2024-03-18
INVI00510,PRD0067,Madrid-Central,3478,289,24118.24,2024-10-11
INVI00511,PRD0241,New York-NJ,1377,201,7853.13,2024-12-01
INVI00512,PRD0480,Dubai-Jebel Ali,2326,85,17275.94,2024-01-06
INVI00513,PRD0429,Frankfurt-Main,3975,297,23602.39,2023-07-15
INVI00514,PRD0223,Singapore-Hub,4625,236,33541.52,2023-02-19
INVI00515,PRD0047,Paris-CDG,1074,217,39522.21,2024-05-21
INVI00516,PRD0417,Frankfurt-Main,4970,244,2343.97,2024-09-27
INVI00517,PRD0161,London-Heathrow,73,98,21610.26,2024-11-07
INVI00518,PRD0233,London-Heathrow,826,284,5161.67,2024-01-10
INVI00519,PRD0327,Frankfurt-Main,4686,60,25363.78,2023-12-27
INVI00520,PRD0375,New York-NJ,1405,261,12203.74,2023-10-05
INVI00521,PRD0214,London-Heathrow,1232,59,3772.14,2023-12-11
INVI00522,PRD0218,New York-NJ,1778,211,31683.78,2024-09-08
INVI00523,PRD0109,Milan-North,298,183,6243.24,2023-07-13
INVI00524,PRD0375,London-Heathrow,3139,82,12934.84,2024-11-20
INVI00525,PRD0276,Frankfurt-Main,2265,53,9416,2024-10-20
INVI00526,PRD0254,Milan-North,2567,291,34207.98,2024-06-23
INVI00527,PRD0430,Madrid-Central,536,222,10960.7,2023-06-13
INVI00528,PRD0032,London-Heathrow,2319,185,11915.08,2023-12-21
INVI00529,PRD0026,Singapore-Hub,2293,144,599.02,2024-09-06
INVI00530,PRD0109,Amsterdam-Port,1508,181,2183.24,2024-08-21
INVI00531,PRD0328,Zurich-Center,4981,252,18635.91,2023-05-24
INVI00532,PRD0136,Madrid-Central,32,127,37116.35,2023-07-27
INVI00533,PRD0045,Paris-CDG,98,169,19378.97,2024-11-16
INVI00534,PRD0286,London-Heathrow,1930,223,13155.25,2024-12-07
INVI00535,PRD0124,London-Heathrow,4005,171,25191.4,2023-08-14
INVI00536,PRD0251,New York-NJ,2904,137,10305.06,2024-02-12
INVI00537,PRD0034,Singapore-Hub,1042,163,14291.57,2023-08-19
INVI00538,PRD0173,Milan-North,2539,192,37071.55,2023-10-23
INVI00539,PRD0240,Frankfurt-Main,1472,282,15597.56,2024-03-14
INVI00540,PRD0055,Milan-North,2023,198,8701.89,2024-08-13
INVI00541,PRD0382,London-Heathrow,4974,118,7185.7,2024-12-25
INVI00542,PRD0027,London-Heathrow,565,138,2373.59,2024-10-19
INVI00543,PRD0051,Amsterdam-Port,2086,262,34163.24,2024-10-13
INVI00544,PRD0128,Zurich-Center,414,161,6320.75,2024-09-25
INVI00545,PRD0438,Dubai-Jebel Ali,2707,179,7253.8,2023-10-22
INVI00546,PRD0416,Singapore-Hub,3876,98,8624.43,2024-08-01
INVI00547,PRD0036,London-Heathrow,4939,271,24154.85,2023-02-14
INVI00548,PRD0114,Singapore-Hub,916,226,24028.56,2023-06-01
INVI00549,PRD0227,Milan-North,4910,112,22703.02,2024-01-07
INVI00550,PRD0162,Singapore-Hub,717,292,11527.18,2023-07-05
INVI00551,PRD0044,Frankfurt-Main,3452,290,26940.15,2023-07-01
INVI00552,PRD0018,New York-NJ,2664,203,3571.93,2023-01-04
INVI00553,PRD0368,Madrid-Central,2059,98,15767.08,2023-08-09
INVI00554,PRD0201,Madrid-Central,2376,114,8426.41,2023-06-14
INVI00555,PRD0384,Zurich-Center,3427,200,3734.33,2023-05-31
INVI00556,PRD0081,Paris-CDG,461,168,25177.47,2023-06-19
INVI00557,PRD0471,Singapore-Hub,3260,233,20019.03,2023-11-23
INVI00558,PRD0081,Singapore-Hub,4166,62,33890.2,2024-06-03
INVI00559,PRD0463,Singapore-Hub,4467,131,26752.8,2023-04-19
INVI00560,PRD0029,Zurich-Center,1788,98,21625.47,2024-01-17
INVI00561,PRD0112,Paris-CDG,116,61,23528.3,2023-03-03
INVI00562,PRD0341,New York-NJ,1734,212,39019.27,2023-12-17
INVI00563,PRD0264,New York-NJ,3898,288,17848.86,2023-12-05
INVI00564,PRD0146,New York-NJ,3028,191,16539.25,2024-05-05
INVI00565,PRD0085,Dubai-Jebel Ali,2531,296,18511.59,2023-01-29
INVI00566,PRD0124,Madrid-Central,2246,255,16857.87,2023-08-10
INVI00567,PRD0113,London-Heathrow,2351,259,15154.07,2024-10-26
INVI00568,PRD0404,New York-NJ,4328,122,37532.21,2023-03-08
INVI00569,PRD0172,Madrid-Central,3365,238,8043.83,2023-05-04
INVI00570,PRD0239,Milan-North,4055,102,12557.02,2023-03-11
INVI00571,PRD0419,Dubai-Jebel Ali,3001,77,31508.57,2024-05-26
INVI00572,PRD0203,Zurich-Center,3167,141,28151.35,2024-08-02
INVI00573,PRD0185,Zurich-Center,3345,133,31566.98,2023-01-13
INVI00574,PRD0022,Amsterdam-Port,1793,164,29763.34,2023-06-07
INVI00575,PRD0094,Zurich-Center,3237,238,10896.45,2023-09-20
INVI00576,PRD0327,London-Heathrow,723,52,22566.87,2023-07-08
INVI00577,PRD0498,London-Heathrow,2671,73,29299.46,2023-12-13
INVI00578,PRD0181,Singapore-Hub,4815,212,14743.28,2023-07-22
INVI00579,PRD0233,London-Heathrow,1882,174,15872.02,2023-02-16
INVI00580,PRD0140,Frankfurt-Main,2332,86,37429.84,2023-11-11
INVI00581,PRD0110,Paris-CDG,1514,208,33853.24,2023-02-17
INVI00582,PRD0280,Frankfurt-Main,1807,252,19477.86,2023-07-03
INVI00583,PRD0303,Dubai-Jebel Ali,1169,81,665.32,2023-07-25
INVI00584,PRD0186,London-Heathrow,2550,278,39158.03,2023-07-14
INVI00585,PRD0311,London-Heathrow,1361,205,25525.7,2023-02-03
INVI00586,PRD0045,Madrid-Central,4651,150,35912.84,2024-07-24
INVI00587,PRD0134,Paris-CDG,3775,256,17312.07,2024-10-23
INVI00588,PRD0342,Zurich-Center,2690,100,24146.23,2024-07-12
INVI00589,PRD0240,Dubai-Jebel Ali,1740,218,39948.88,2023-10-29
INVI00590,PRD0385,Singapore-Hub,3300,167,27487.78,2023-01-25
INVI00591,PRD0026,Singapore-Hub,4143,89,12441.94,2024-02-13
INVI00592,PRD0221,New York-NJ,3090,205,12358.14,2024-07-29
INVI00593,PRD0114,New York-NJ,39,224,38710.85,2024-10-10
INVI00594,PRD0159,Amsterdam-Port,4243,154,20232.25,2024-11-29
INVI00595,PRD0381,Milan-North,134,185,13092.63,2024-08-16
INVI00596,PRD0093,Milan-North,3499,92,22843.15,2023-07-08
INVI00597,PRD0194,New York-NJ,4633,242,34014.07,2023-08-04
INVI00598,PRD0414,London-Heathrow,2682,164,29381.66,2023-06-12
INVI00599,PRD0250,Amsterdam-Port,2491,233,33119.79,2024-02-27
INVI00600,PRD0472,Dubai-Jebel Ali,4962,232,6642.56,2023-02-26
INVI00601,PRD0373,Madrid-Central,3829,95,7713.63,2024-11-19
INVI00602,PRD0349,Amsterdam-Port,2075,213,10071.19,2024-03-16
INVI00603,PRD0214,New York-NJ,863,61,14150.45,2023-11-02
INVI00604,PRD0307,New York-NJ,712,189,1946.93,2024-01-23
INVI00605,PRD0446,Dubai-Jebel Ali,3242,93,20096.1,2024-07-16
INVI00606,PRD0198,Dubai-Jebel Ali,4274,294,18845.6,2024-09-22
INVI00607,PRD0496,London-Heathrow,2226,298,10038.19,2023-09-18
INVI00608,PRD0456,Paris-CDG,2013,224,37406.94,2024-10-27
INVI00609,PRD0347,Zurich-Center,2950,71,20815.26,2024-03-13
INVI00610,PRD0319,Milan-North,3416,254,3485.37,2024-11-14
INVI00611,PRD0154,Madrid-Central,385,267,22466.62,2024-07-07
INVI00612,PRD0117,Amsterdam-Port,831,189,9918.01,2023-01-29
INVI00613,PRD0063,New York-NJ,4745,239,7640.75,2024-04-25
INVI00614,PRD0216,Zurich-Center,558,255,5426.1,2023-07-28
INVI00615,PRD0253,Singapore-Hub,4935,298,31406.27,2024-10-08
INVI00616,PRD0497,Zurich-Center,4514,256,114.29,2024-11-20
INVI00617,PRD0449,London-Heathrow,1310,288,31995.95,2023-03-20
INVI00618,PRD0198,Amsterdam-Port,784,178,30580,2023-07-04
INVI00619,PRD0016,Paris-CDG,1255,111,23206.01,2024-01-08
INVI00620,PRD0078,Amsterdam-Port,599,287,7810,2024-02-09
INVI00621,PRD0327,Amsterdam-Port,545,124,30725.57,2024-08-30
INVI00622,PRD0284,London-Heathrow,651,92,19411.66,2023-07-07
INVI00623,PRD0126,Frankfurt-Main,4499,202,36607.27,2024-05-10
INVI00624,PRD0096,Paris-CDG,920,96,24904.56,2024-09-10
INVI00625,PRD0010,Amsterdam-Port,800,219,30935.86,2024-05-12
INVI00626,PRD0326,Milan-North,3267,281,23020.3,2024-12-06
INVI00627,PRD0008,Paris-CDG,46,226,4225.85,2024-08-18
INVI00628,PRD0328,Frankfurt-Main,3792,146,34755.4,2023-08-06
INVI00629,PRD0421,London-Heathrow,2408,267,12370.12,2023-09-02
INVI00630,PRD0132,Amsterdam-Port,4180,282,31129.13,2023-04-27
INVI00631,PRD0191,Frankfurt-Main,2560,122,28756.93,2023-11-08
INVI00632,PRD0223,Zurich-Center,944,79,18618.54,2024-10-03
INVI00633,PRD0030,Dubai-Jebel Ali,3704,52,5352.31,2023-05-25
INVI00634,PRD0273,London-Heathrow,271,266,10195.53,2023-02-17
INVI00635,PRD0320,Amsterdam-Port,4257,52,34444.68,2024-07-12
INVI00636,PRD0478,Amsterdam-Port,2318,210,28541.59,2024-10-18
INVI00637,PRD0059,London-Heathrow,1678,92,4547.97,2024-11-13
INVI00638,PRD0349,Paris-CDG,204,145,34447.62,2024-12-28
INVI00639,PRD0110,London-Heathrow,2173,228,3061.67,2023-08-28
INVI00640,PRD0072,Milan-North,1531,232,18045.71,2023-06-14
INVI00641,PRD0185,London-Heathrow,351,276,6577.75,2023-08-14
INVI00642,PRD0058,Frankfurt-Main,3577,169,22568.7,2023-10-25
INVI00643,PRD0085,Dubai-Jebel Ali,1762,92,35623.68,2024-05-20
INVI00644,PRD0348,Paris-CDG,831,241,30303.16,2024-02-15
INVI00645,PRD0229,Dubai-Jebel Ali,907,78,32132.12,2024-04-24
INVI00646,PRD0407,Dubai-Jebel Ali,3370,238,5445.26,2024-09-04
INVI00647,PRD0004,London-Heathrow,2620,74,13337.05,2024-06-03
INVI00648,PRD0204,Madrid-Central,1386,160,17708.09,2023-01-17
INVI00649,PRD0088,London-Heathrow,334,207,22943.42,2023-03-27
INVI00650,PRD0248,Milan-North,1709,214,34288.06,2023-10-17
INVI00651,PRD0485,Paris-CDG,2957,252,7911.51,2024-09-14
INVI00652,PRD0268,Madrid-Central,608,65,26596.44,2023-01-29
INVI00653,PRD0230,Milan-North,2619,50,21114.16,2024-05-28
INVI00654,PRD0164,London-Heathrow,4487,124,16526.16,2024-05-16
INVI00655,PRD0229,Paris-CDG,1906,250,19873,2023-09-14
INVI00656,PRD0224,Singapore-Hub,4996,175,1999.45,2023-01-08
INVI00657,PRD0287,Amsterdam-Port,194,216,17991.25,2023-10-07
INVI00658,PRD0338,Madrid-Central,330,136,37351.88,2023-08-26
INVI00659,PRD0165,Milan-North,63,71,19912.07,2023-06-17
INVI00660,PRD0227,London-Heathrow,3723,214,23805.82,2024-03-29
INVI00661,PRD0125,London-Heathrow,4493,97,22597.02,2023-05-01
INVI00662,PRD0434,Dubai-Jebel Ali,1935,83,455.07,2023-04-21
INVI00663,PRD0047,London-Heathrow,517,261,7747.24,2023-01-29
INVI00664,PRD0219,Amsterdam-Port,3140,186,1260.74,2024-09-24
INVI00665,PRD0306,Paris-CDG,2980,57,7167.23,2023-02-12
INVI00666,PRD0206,Milan-North,526,66,26982.83,2024-10-15
INVI00667,PRD0366,Madrid-Central,3888,255,3124.04,2023-04-01
INVI00668,PRD0236,Paris-CDG,3218,119,21639.95,2024-03-26
INVI00669,PRD0291,New York-NJ,4179,192,16233.45,2023-07-19
INVI00670,PRD0323,Frankfurt-Main,1339,278,38213.96,2023-09-18
INVI00671,PRD0425,Paris-CDG,3668,238,26416.57,2023-01-26
INVI00672,PRD0158,Madrid-Central,4448,225,3228.39,2023-09-10
INVI00673,PRD0278,Dubai-Jebel Ali,986,197,2516.38,2023-05-08
INVI00674,PRD0052,Madrid-Central,2746,228,16286.84,2024-12-12
INVI00675,PRD0206,Singapore-Hub,3596,156,36086.73,2024-08-21
INVI00676,PRD0441,Milan-North,1058,118,22588.48,2023-01-30
INVI00677,PRD0050,Singapore-Hub,319,195,6148.08,2023-04-07
INVI00678,PRD0231,New York-NJ,2510,134,3022.55,2024-05-09
INVI00679,PRD0446,Singapore-Hub,328,83,35374.72,2024-11-12
INVI00680,PRD0106,Dubai-Jebel Ali,34,114,28164.66,2023-12-25
INVI00681,PRD0491,Amsterdam-Port,2501,165,20201.97,2023-06-16
INVI00682,PRD0226,Singapore-Hub,1113,132,34484.27,2023-06-02
INVI00683,PRD0031,Zurich-Center,2894,212,23530.48,2024-12-07
INVI00684,PRD0094,Dubai-Jebel Ali,2193,184,22569.86,2024-04-30
INVI00685,PRD0402,Amsterdam-Port,2955,231,20091.21,2023-06-28
INVI00686,PRD0235,London-Heathrow,4978,274,37985.4,2023-08-09
INVI00687,PRD0322,Milan-North,3871,278,27384.78,2023-01-17
INVI00688,PRD0084,Madrid-Central,245,278,32626.78,2023-09-06
INVI00689,PRD0295,Dubai-Jebel Ali,3284,220,16959.05,2024-09-12
INVI00690,PRD0410,Dubai-Jebel Ali,2525,246,15377.29,2024-06-30
INVI00691,PRD0147,Madrid-Central,1108,223,18207.4,2024-08-22
INVI00692,PRD0286,Amsterdam-Port,2614,235,30356.65,2024-11-24
INVI00693,PRD0178,London-Heathrow,1964,204,3116.08,2024-07-20
INVI00694,PRD0214,Singapore-Hub,3319,92,31565.58,2023-06-09
INVI00695,PRD0243,Amsterdam-Port,2731,299,39225.37,2023-08-20
INVI00696,PRD0426,Amsterdam-Port,2553,279,138.86,2024-02-04
INVI00697,PRD0323,London-Heathrow,463,268,4192.33,2024-03-10
INVI00698,PRD0100,Amsterdam-Port,2213,249,2382.84,2023-09-26
INVI00699,PRD0354,London-Heathrow,752,145,15946.34,2023-07-20
INVI00700,PRD0131,Milan-North,1450,298,34949.19,2023-08-05
INVI00701,PRD0206,London-Heathrow,4326,192,16795.21,2023-08-11
INVI00702,PRD0100,Milan-North,3763,58,11346.83,2023-09-30
INVI00703,PRD0187,Milan-North,960,239,36312.25,2024-10-30
INVI00704,PRD0483,Madrid-Central,1666,119,34853.09,2023-05-31
INVI00705,PRD0044,Frankfurt-Main,862,169,13594.57,2024-08-12
INVI00706,PRD0136,Madrid-Central,4650,135,19132.49,2023-10-23
INVI00707,PRD0086,Frankfurt-Main,4540,186,28749.34,2023-07-03
INVI00708,PRD0439,Madrid-Central,3101,110,20236.57,2024-01-11
INVI00709,PRD0039,London-Heathrow,911,81,39148.53,2024-02-22
INVI00710,PRD0140,Singapore-Hub,5000,94,36084.98,2024-11-07
INVI00711,PRD0199,Madrid-Central,1458,200,23857.35,2024-05-28
INVI00712,PRD0227,London-Heathrow,2074,162,29143.03,2023-11-27
INVI00713,PRD0110,Zurich-Center,4327,275,19843.78,2024-10-22
INVI00714,PRD0292,Frankfurt-Main,2950,111,34165.6,2023-03-04
INVI00715,PRD0238,Milan-North,976,116,14755.99,2024-10-28
INVI00716,PRD0039,Dubai-Jebel Ali,1804,269,11132.81,2024-08-05
INVI00717,PRD0091,Amsterdam-Port,399,136,38315.27,2024-07-25
INVI00718,PRD0088,Madrid-Central,2656,239,7878.86,2023-03-20
INVI00719,PRD0014,Dubai-Jebel Ali,751,85,10054.74,2023-11-04
INVI00720,PRD0463,Amsterdam-Port,3919,186,25605.29,2024-01-29
INVI00721,PRD0482,London-Heathrow,2527,102,29796.19,2024-10-12
INVI00722,PRD0037,Madrid-Central,3405,53,17042.43,2024-08-27
INVI00723,PRD0200,Frankfurt-Main,216,146,32363.92,2024-09-01
INVI00724,PRD0321,New York-NJ,1985,241,17846.04,2023-11-13
INVI00725,PRD0311,Frankfurt-Main,1204,254,34334.86,2023-03-07
INVI00726,PRD0266,Singapore-Hub,4896,294,28008.14,2023-02-07
INVI00727,PRD0198,Milan-North,73,158,3119.51,2023-09-30
INVI00728,PRD0225,Frankfurt-Main,2867,198,379.37,2023-04-21
INVI00729,PRD0462,London-Heathrow,2608,50,5568.95,2023-07-15
INVI00730,PRD0042,New York-NJ,361,50,36392.77,2023-02-23
INVI00731,PRD0096,Singapore-Hub,1352,192,37135.67,2024-09-27
INVI00732,PRD0278,New York-NJ,4189,296,9088.89,2023-05-17
INVI00733,PRD0058,London-Heathrow,492,191,15656.61,2023-03-23
INVI00734,PRD0136,Zurich-Center,4489,125,5657.58,2023-02-07
INVI00735,PRD0436,Singapore-Hub,3236,245,15241.45,2024-09-11
INVI00736,PRD0417,Singapore-Hub,4139,274,10465.52,2023-02-03
INVI00737,PRD0477,Paris-CDG,552,123,3409.4,2023-10-04
INVI00738,PRD0070,Madrid-Central,3213,53,25672.71,2023-08-17
INVI00739,PRD0432,Singapore-Hub,1389,113,28228.15,2024-06-30
INVI00740,PRD0470,New York-NJ,554,233,39190.63,2024-08-15
INVI00741,PRD0189,London-Heathrow,4250,230,37065.75,2023-11-26
