  crm_revenue_history  ·  2880 lignes  ·  8 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
REV000685,ACC0005,2022-01,28797754.94,24899861.76,2043114.65,EUR,Product
REV000686,ACC0005,2022-02,28422208.39,14456370.2,1626588.81,EUR,Maintenance
REV000687,ACC0005,2022-03,29533028.29,20124465.52,3962240.07,EUR,Consulting
REV000688,ACC0005,2022-04,25114830.12,21677753.71,2188146.24,EUR,Product
REV000689,ACC0005,2022-05,25271050.87,19684040.21,2572460.8,EUR,Product
REV000690,ACC0005,2022-06,23043029.77,16150443.4,3341808.57,EUR,Service
REV000691,ACC0005,2022-07,25151677.75,13851632.12,4267911.29,EUR,Consulting
REV000692,ACC0005,2022-08,21484008.31,16406141.78,2157560.75,EUR,Maintenance
REV000693,ACC0005,2022-09,20495760.44,13631603.53,3946072.77,EUR,Consulting
REV000694,ACC0005,2022-10,21228223.1,15061788.58,1280296,EUR,Product
REV000695,ACC0005,2022-11,24452387.23,14913910.97,6545893.02,EUR,Maintenance
REV000696,ACC0005,2022-12,25791458.65,17310920.5,3177747.02,EUR,Service
REV000697,ACC0005,2023-01,26187485.16,22162978.23,7049830.52,EUR,Consulting
REV000698,ACC0005,2023-02,26117991.87,18155679.21,7792454.38,EUR,Service
REV000699,ACC0005,2023-03,32771394.22,20913736.62,9522024.33,EUR,Consulting
REV000700,ACC0005,2023-04,24819944.57,19087939.41,3189458.22,EUR,Maintenance
REV000701,ACC0005,2023-05,28253015.81,21060872.24,8316471.76,EUR,Product
REV000702,ACC0005,2023-06,24509937.07,16430094.04,2234612.18,EUR,Maintenance
REV000703,ACC0005,2023-07,24876726.2,18187437.39,5647998.21,EUR,Maintenance
REV000704,ACC0005,2023-08,24821262.58,13781656.5,1277138.16,EUR,Service
REV000705,ACC0005,2023-09,22789981.82,12576549.99,4372728.76,EUR,Service
REV000706,ACC0005,2023-10,21550356.17,11722162.05,5486846.93,EUR,Product
REV000707,ACC0005,2023-11,24390036.33,16309143.37,1990064.41,EUR,Service
REV000708,ACC0005,2023-12,24725040.48,18269599.88,2666688.62,EUR,Service
REV000709,ACC0005,2024-01,30397905.21,15463838.81,4870121.79,EUR,Maintenance
REV000710,ACC0005,2024-02,30461115.08,25788047.93,2078584.43,EUR,Service
REV000711,ACC0005,2024-03,36531398.33,22666443.5,9760061.97,EUR,Maintenance
REV000712,ACC0005,2024-04,32286234.12,26312274.76,3976916.72,EUR,Service
REV000713,ACC0005,2024-05,28743995.22,20696870.76,7595821.79,EUR,Consulting
REV000714,ACC0005,2024-06,26572060.99,13352485.87,7378448.98,EUR,Consulting
REV000715,ACC0005,2024-07,22578986.21,17819693.18,3746085.55,EUR,Consulting
REV000716,ACC0005,2024-08,21607537.71,13321537.2,4620983.97,EUR,Service
REV000717,ACC0005,2024-09,26608820.02,15471557.83,5652578.57,EUR,Service
REV000718,ACC0005,2024-10,26364551.67,20360123.06,7558942.52,EUR,Consulting
REV000719,ACC0005,2024-11,27524984.82,15348132.75,3048498.57,EUR,Service
REV000720,ACC0005,2024-12,28354158.18,14813349.64,5439646.21,EUR,Maintenance
REV000721,ACC0131,2022-01,22530249.9,17733719.55,3349727.22,EUR,Service
REV000722,ACC0131,2022-02,24766590.53,14336194.06,5139935.43,EUR,Maintenance
REV000723,ACC0131,2022-03,24913299.51,20914240.22,6127571.3,EUR,Maintenance
REV000724,ACC0131,2022-04,24590151.12,12957668.12,2079824.48,EUR,Maintenance
REV000725,ACC0131,2022-05,23607457.81,13234800.57,6029970.65,EUR,Maintenance
REV000726,ACC0131,2022-06,24031189.44,16994783.7,4225763.25,EUR,Product
REV000727,ACC0131,2022-07,18578099.14,12170128.21,2104560.86,EUR,Consulting
REV000728,ACC0131,2022-08,17996865.99,14417203.45,2802380.22,EUR,Service
REV000729,ACC0131,2022-09,18261463.27,13340051.53,1017807.05,EUR,Maintenance
REV000730,ACC0131,2022-10,21041198.62,15067664.16,3184962.46,EUR,Maintenance
REV000731,ACC0131,2022-11,23957406.81,18093950.83,5374316.35,EUR,Service
REV000732,ACC0131,2022-12,23218693.55,13960885.67,6485878,EUR,Consulting
REV000733,ACC0131,2023-01,21199669.09,18034203.04,4236721.88,EUR,Product
REV000734,ACC0131,2023-02,28867398.88,17666059.87,6604805.2,EUR,Product
REV000735,ACC0131,2023-03,24511394.28,20757101.24,2117608.83,EUR,Service
REV000736,ACC0131,2023-04,24533909.16,17801072.54,2546306.8,EUR,Product
REV000737,ACC0131,2023-05,22426608.59,17071886.88,6111244.91,EUR,Product
REV000738,ACC0131,2023-06,22810914.78,14977687.13,3850445.02,EUR,Maintenance
REV000739,ACC0131,2023-07,20866315.32,14861793.78,4647570.67,EUR,Maintenance
REV000740,ACC0131,2023-08,21621334.71,12685125.82,3913043.56,EUR,Service
REV000741,ACC0131,2023-09,19414483.21,14668980.36,4505388.67,EUR,Product
REV000742,ACC0131,2023-10,18704164.34,11460756.18,2206807.36,EUR,Product
REV000743,ACC0131,2023-11,20481635.71,13564306.38,5599806.27,EUR,Service
REV000744,ACC0131,2023-12,20222387.31,11655635.46,4217911.77,EUR,Product
REV000745,ACC0131,2024-01,19837526.67,14005703.22,2069259.77,EUR,Service
REV000746,ACC0131,2024-02,23240732.49,13452526.09,4790294.97,EUR,Product
REV000747,ACC0131,2024-03,26739785.3,23233390.81,4788558.24,EUR,Service
REV000748,ACC0131,2024-04,23982359.19,20056878.04,3901947.65,EUR,Product
REV000749,ACC0131,2024-05,23839864.49,12789710.48,6717724.58,EUR,Product
REV000750,ACC0131,2024-06,23654954.83,18044547.93,3576619.99,EUR,Service
REV000751,ACC0131,2024-07,17928613.41,13940679.14,3791175.82,EUR,Product
REV000752,ACC0131,2024-08,18062354.01,9802100.6,3232966.71,EUR,Service
REV000753,ACC0131,2024-09,16612089.29,14824313.64,2979208.33,EUR,Service
REV000754,ACC0131,2024-10,20156019.17,16742409.81,2949733.17,EUR,Service
REV000755,ACC0131,2024-11,20690283.58,16435063.23,3731059.5,EUR,Maintenance
REV000756,ACC0131,2024-12,21554439.63,18276312.25,4954380.4,EUR,Consulting
REV000757,ACC0069,2022-01,13539601.96,12072129.94,1378938.62,EUR,Product
REV000758,ACC0069,2022-02,13027303.45,9577998.93,2025687.11,EUR,Service
REV000759,ACC0069,2022-03,15235264.05,8531450.3,2169568.32,EUR,Service
REV000760,ACC0069,2022-04,13940067.31,10628652.26,3382082.41,EUR,Service
REV000761,ACC0069,2022-05,14004444.95,8583540.9,2058290.4,EUR,Maintenance
REV000762,ACC0069,2022-06,14058620.87,10967968.5,1880871.56,EUR,Product
REV000763,ACC0069,2022-07,12467881.55,9631784.84,2304768.5,EUR,Product
REV000764,ACC0069,2022-08,9729204.02,7218105.59,992421.35,EUR,Maintenance
REV000765,ACC0069,2022-09,10919491.01,8850762.05,563609.72,EUR,Maintenance
REV000766,ACC0069,2022-10,10419012.61,8650830.36,986601.08,EUR,Maintenance
REV000767,ACC0069,2022-11,11811954.84,7937621.84,2244790.02,EUR,Service
REV000768,ACC0069,2022-12,12273380.08,7957938.49,2880109.3,EUR,Product
REV000769,ACC0069,2023-01,13607416.61,8545104.91,3656271.38,EUR,Service
REV000770,ACC0069,2023-02,13718004.66,8167991.71,3442505.16,EUR,Service
REV000771,ACC0069,2023-03,14636997.05,8433506.43,4081037.02,EUR,Service
REV000772,ACC0069,2023-04,12725766.94,10872900.8,3316239.76,EUR,Service
REV000773,ACC0069,2023-05,12735371.36,10267387.45,1349186.14,EUR,Consulting
REV000774,ACC0069,2023-06,13630715.52,11140973.38,2280223.48,EUR,Consulting
REV000775,ACC0069,2023-07,9517523.19,8375901.73,751773.99,EUR,Consulting
REV000776,ACC0069,2023-08,10216870.41,5632649.2,2381776.66,EUR,Maintenance
REV000777,ACC0069,2023-09,10436008.33,9064890.94,1039477.39,EUR,Maintenance
REV000778,ACC0069,2023-10,11542320.02,6154107.34,788292.44,EUR,Maintenance
REV000779,ACC0069,2023-11,11730299.15,9226246.2,1403700.57,EUR,Product
REV000780,ACC0069,2023-12,11764968.15,10063508.93,3424523.32,EUR,Service
REV000781,ACC0069,2024-01,12110846.61,9246131.65,3175361.91,EUR,Maintenance
REV000782,ACC0069,2024-02,12693776.41,10192550.39,3282035.1,EUR,Maintenance
REV000783,ACC0069,2024-03,14537377.16,12521281.69,4123801.7,EUR,Maintenance
REV000784,ACC0069,2024-04,12780695.66,8313577.77,2906894.72,EUR,Service
REV000785,ACC0069,2024-05,12605821.02,10194986.66,1899180,EUR,Service
REV000786,ACC0069,2024-06,11895927.8,9390309.54,1717854.26,EUR,Consulting
REV000787,ACC0069,2024-07,12548130.72,7251671.99,3071088.13,EUR,Product
REV000788,ACC0069,2024-08,10070260.97,5685576.21,2578289.08,EUR,Product
REV000789,ACC0069,2024-09,9908284.58,5502703.24,2166110.03,EUR,Maintenance
REV000790,ACC0069,2024-10,9701704.06,7272952.29,2806673.81,EUR,Product
REV000791,ACC0069,2024-11,12545641.43,10477058.74,2444692.03,EUR,Maintenance
REV000792,ACC0069,2024-12,12329299.76,6230168.73,681968.08,EUR,Maintenance
REV000793,ACC0102,2022-01,17907493.86,10696122.18,1119526.58,EUR,Product
REV000794,ACC0102,2022-02,15124634.75,8253751.52,4189043.24,EUR,Service
REV000795,ACC0102,2022-03,17621977.53,14063900.28,1304831.34,EUR,Product
REV000796,ACC0102,2022-04,16595878.81,11079800.41,957291.8,EUR,Product
REV000797,ACC0102,2022-05,13847611.09,9146766.5,2632863.78,EUR,Maintenance
REV000798,ACC0102,2022-06,14474704.58,12504610.81,2887245.31,EUR,Consulting
REV000799,ACC0102,2022-07,12627278.18,10952971.04,1273170.87,EUR,Service
REV000800,ACC0102,2022-08,12100735.66,7783951.32,3310854.75,EUR,Service
REV000801,ACC0102,2022-09,13566679.11,7368318.23,2613129.02,EUR,Service
REV000802,ACC0102,2022-10,14815213.76,8844481.01,4060281.61,EUR,Service
REV000803,ACC0102,2022-11,15612992.87,10386809.62,3253631.79,EUR,Consulting
REV000804,ACC0102,2022-12,16057557.78,9029269.63,4321877.2,EUR,Product
REV000805,ACC0102,2023-01,16915324.1,15189382.85,2938425.14,EUR,Product
REV000806,ACC0102,2023-02,18072408.62,10093459.71,3246019.99,EUR,Service
REV000807,ACC0102,2023-03,18086977.47,12941059.1,2097499.91,EUR,Consulting
REV000808,ACC0102,2023-04,23033550.93,16105611.41,1891835.89,EUR,Product
REV000809,ACC0102,2023-05,15937280.23,13137699.36,3542881.7,EUR,Maintenance
REV000810,ACC0102,2023-06,17203108.27,11292966.47,1073600.81,EUR,Service
REV000811,ACC0102,2023-07,15974295.73,12755685.8,3953281.73,EUR,Service
REV000812,ACC0102,2023-08,14034464.79,8914245.34,1433169.69,EUR,Product
REV000813,ACC0102,2023-09,14318454.94,12184499.05,2150074.91,EUR,Maintenance
REV000814,ACC0102,2023-10,15307929.39,11916145.35,1523703.33,EUR,Product
REV000815,ACC0102,2023-11,14032395.28,12060004.27,3666018.51,EUR,Consulting
REV000816,ACC0102,2023-12,16586376.16,13817154.57,1661840.55,EUR,Product
REV000817,ACC0102,2024-01,21525618.31,18572944.98,1382291.38,EUR,Product
REV000818,ACC0102,2024-02,23970882.85,17629570.68,1593862.94,EUR,Service
REV000819,ACC0102,2024-03,22615552.12,12338665.83,1150857.41,EUR,Consulting
REV000820,ACC0102,2024-04,22664633.44,11738964.49,4117752.14,EUR,Consulting
REV000821,ACC0102,2024-05,18916228.09,11203256.89,4251518.31,EUR,Product
REV000822,ACC0102,2024-06,17639863.81,13054463.58,1674510.59,EUR,Maintenance
REV000823,ACC0102,2024-07,20520656.43,15362892.34,2206561.21,EUR,Consulting
REV000824,ACC0102,2024-08,16525833.62,11020477.31,1192010.29,EUR,Maintenance
REV000825,ACC0102,2024-09,14968405.04,9842672.96,2745914.95,EUR,Service
REV000826,ACC0102,2024-10,14822385.41,8243205.99,1249176.5,EUR,Service
REV000827,ACC0102,2024-11,18400859.05,13027166.46,2524552.43,EUR,Consulting
REV000828,ACC0102,2024-12,20381491.75,13931678.48,4572626.26,EUR,Product
REV000829,ACC0124,2022-01,40435568.07,20278370.79,5534442.47,EUR,Maintenance
REV000830,ACC0124,2022-02,52105936.82,46850852.58,3078625.48,EUR,Service
REV000831,ACC0124,2022-03,50258011.38,36155214.24,5177717.84,EUR,Maintenance
REV000832,ACC0124,2022-04,46879978.4,31553045.59,13242053.66,EUR,Service
REV000833,ACC0124,2022-05,51801548.96,38721323.66,6348485.95,EUR,Product
REV000834,ACC0124,2022-06,32614020.3,26052027.75,2771627.66,EUR,Service
REV000835,ACC0124,2022-07,35755244.76,21206872.16,10714936.89,EUR,Maintenance
REV000836,ACC0124,2022-08,36547763.6,28923509.44,5532747.07,EUR,Service
REV000837,ACC0124,2022-09,36959020.21,25559915.3,9856729.91,EUR,Service
REV000838,ACC0124,2022-10,31534879.42,17347529.95,5761188.9,EUR,Maintenance
REV000839,ACC0124,2022-11,41078664.26,24100753.51,11572239.15,EUR,Service
REV000840,ACC0124,2022-12,38686521.05,24875975.3,2783317.15,EUR,Maintenance
REV000841,ACC0124,2023-01,46524079.96,39621727.12,11425346.35,EUR,Product
REV000842,ACC0124,2023-02,52425291.41,29545118.18,8192948.76,EUR,Service
REV000843,ACC0124,2023-03,50348173.11,35540236.47,11216690.11,EUR,Product
REV000844,ACC0124,2023-04,50143504.1,37980321.95,3580563.04,EUR,Service
REV000845,ACC0124,2023-05,46427380.1,38386582.44,4283019.57,EUR,Service
REV000846,ACC0124,2023-06,42316684.77,33246115.06,12350716.36,EUR,Product
REV000847,ACC0124,2023-07,38716102.11,23871325.33,7585762.43,EUR,Maintenance
REV000848,ACC0124,2023-08,39044957.41,24574253.44,8028491.35,EUR,Service
REV000849,ACC0124,2023-09,39206561.81,21991649.36,5123475,EUR,Service
REV000850,ACC0124,2023-10,38303954.61,27564209.43,3715109.89,EUR,Service
REV000851,ACC0124,2023-11,44048383.68,38931582.44,8063068.63,EUR,Service
REV000852,ACC0124,2023-12,55521739.9,48663481.03,6814027.77,EUR,Maintenance
REV000853,ACC0124,2024-01,47616923.19,25891424.82,13656825.62,EUR,Service
REV000854,ACC0124,2024-02,49153730.46,35816498.14,14173446.04,EUR,Product
REV000855,ACC0124,2024-03,56965860.76,50295526.16,15138282.04,EUR,Consulting
REV000856,ACC0124,2024-04,54588320.48,38929700.87,3824987.29,EUR,Product
REV000857,ACC0124,2024-05,54962461.74,48960464.45,9969944.92,EUR,Product
REV000858,ACC0124,2024-06,52734024.58,27286417.09,12107723.09,EUR,Product
REV000859,ACC0124,2024-07,44145900.03,26836640.68,9977039.69,EUR,Product
REV000860,ACC0124,2024-08,48534234.64,41525767.24,6668370.51,EUR,Service
REV000861,ACC0124,2024-09,42097738.19,21887278.86,4556180.84,EUR,Product
REV000862,ACC0124,2024-10,46395971.98,25489783.53,10799664.66,EUR,Product
REV000863,ACC0124,2024-11,50060033.8,37717634.17,3301557.56,EUR,Service
REV000864,ACC0124,2024-12,52958225.19,32309538.81,10215915.22,EUR,Consulting
REV000865,ACC0033,2022-01,22237930.1,16839699.03,3027858.46,EUR,Consulting
REV000866,ACC0033,2022-02,25874547.35,17160768.89,2657449.36,EUR,Product
REV000867,ACC0033,2022-03,27687161.35,20054292.36,4045383.46,EUR,Consulting
REV000868,ACC0033,2022-04,28850745.96,21798915.67,1585441.99,EUR,Product
REV000869,ACC0033,2022-05,23422273.99,14162786.05,2182728.05,EUR,Service
REV000870,ACC0033,2022-06,21283213.16,16615796.15,4119460.22,EUR,Service
REV000871,ACC0033,2022-07,19134247.39,13161098.17,4748187.53,EUR,Service
REV000872,ACC0033,2022-08,21205124.57,13373067.43,5747275.71,EUR,Maintenance
REV000873,ACC0033,2022-09,18427896.18,15160701.07,4434858.29,EUR,Service
REV000874,ACC0033,2022-10,22684384.27,14676602.38,3448064.68,EUR,Maintenance
REV000875,ACC0033,2022-11,18933933.19,13223745.26,1181949.36,EUR,Service
REV000876,ACC0033,2022-12,24600868.07,15861527.9,3099272,EUR,Consulting
REV000877,ACC0033,2023-01,21879160.83,12855055.5,2900664.52,EUR,Product
REV000878,ACC0033,2023-02,23557172.11,16951487.42,4337223.93,EUR,Maintenance
REV000879,ACC0033,2023-03,27146989.42,17416811.6,7288955.85,EUR,Product
REV000880,ACC0033,2023-04,25296671.08,14654858.84,3141046.8,EUR,Maintenance
REV000881,ACC0033,2023-05,22662227.2,13403718.38,6457480.96,EUR,Service
REV000882,ACC0033,2023-06,20763463.07,11710768.62,3200121.61,EUR,Service
REV000883,ACC0033,2023-07,20467295.49,13788215.94,3027302.5,EUR,Product
REV000884,ACC0033,2023-08,19465105.53,16433817.73,4921771.62,EUR,Service
REV000885,ACC0033,2023-09,20271718.35,14389067.72,1036773.84,EUR,Service
REV000886,ACC0033,2023-10,19056832.93,15421853.08,4051694.1,EUR,Maintenance
REV000887,ACC0033,2023-11,20523808.92,15270403.63,2147011.37,EUR,Maintenance
REV000888,ACC0033,2023-12,23138218,20596686.13,3647876.4,EUR,Service
REV000889,ACC0033,2024-01,26487268.31,16816411.51,4870822.94,EUR,Service
REV000890,ACC0033,2024-02,26684407.07,16748492.3,1731640.47,EUR,Consulting
REV000891,ACC0033,2024-03,23155885.8,11873236.86,2170102.82,EUR,Product
REV000892,ACC0033,2024-04,23226728.48,11689460.12,3820132.78,EUR,Product
REV000893,ACC0033,2024-05,26154828.61,22679019.02,6265116.44,EUR,Maintenance
REV000894,ACC0033,2024-06,21052110.2,14288796.31,5866582.74,EUR,Service
REV000895,ACC0033,2024-07,20922739.68,11648764.54,6130935.76,EUR,Service
REV000896,ACC0033,2024-08,18325902.07,14051966.75,5358007.16,EUR,Product
REV000897,ACC0033,2024-09,17650253.9,12794514.68,1008612.07,EUR,Service
REV000898,ACC0033,2024-10,18298473.47,9953920.77,1090824.84,EUR,Product
REV000899,ACC0033,2024-11,27245441.68,21220950.62,1395413.21,EUR,Consulting
REV000900,ACC0033,2024-12,25547504.13,18520172.36,3267857.13,EUR,Service
REV000901,ACC0169,2022-01,45040640.88,25029429.55,7476692.51,EUR,Product
REV000902,ACC0169,2022-02,46202127.12,27398607.41,4895079.76,EUR,Service
REV000903,ACC0169,2022-03,45465321.53,38344951.97,10893859.8,EUR,Product
REV000904,ACC0169,2022-04,53769886.56,29048006.16,4600500.88,EUR,Maintenance
REV000905,ACC0169,2022-05,44669377.38,32628379.61,5301933.79,EUR,Consulting
REV000906,ACC0169,2022-06,46905718.83,32097003.5,5443319.76,EUR,Service
REV000907,ACC0169,2022-07,48158631.45,40270108.44,6986663.69,EUR,Product
REV000908,ACC0169,2022-08,44575816.01,23199261.61,6279365.95,EUR,Product
REV000909,ACC0169,2022-09,44317510.76,25570119.75,10136659.75,EUR,Service
REV000910,ACC0169,2022-10,45954007.01,27747839.41,10989889.09,EUR,Consulting
REV000911,ACC0169,2022-11,63489554.69,52015375.18,16250106.42,EUR,Service
REV000912,ACC0169,2022-12,55862074.93,29682703.92,12088025.28,EUR,Consulting
REV000913,ACC0169,2023-01,63700187.62,40615750,8877881.37,EUR,Maintenance
REV000914,ACC0169,2023-02,72929834.72,37376558.75,17591930.51,EUR,Product
REV000915,ACC0169,2023-03,81954179.38,47090116.83,21414648.81,EUR,Service
REV000916,ACC0169,2023-04,78623083.57,51428027.09,23541471,EUR,Product
REV000917,ACC0169,2023-05,81444037.22,43552001.95,10536018.33,EUR,Service
REV000918,ACC0169,2023-06,81301610.57,65447682.21,19251480.98,EUR,Maintenance
REV000919,ACC0169,2023-07,67100659.48,40457084.42,5057773.3,EUR,Maintenance
REV000920,ACC0169,2023-08,71240887.58,38998067.96,20939599.77,EUR,Maintenance
REV000921,ACC0169,2023-09,68533031.48,45019484.89,3668497.89,EUR,Service
REV000922,ACC0169,2023-10,78629422.04,41951509.98,20291464.03,EUR,Product
REV000923,ACC0169,2023-11,81701751.06,66671884.26,8882438.14,EUR,Service
REV000924,ACC0169,2023-12,86504972.11,69021681.65,24676082.11,EUR,Service
REV000925,ACC0169,2024-01,100264647.93,51435207.27,13283314.72,EUR,Service
REV000926,ACC0169,2024-02,102051620.58,84535030.97,28431059.36,EUR,Maintenance
REV000927,ACC0169,2024-03,108823069.08,72640400.05,11632207.21,EUR,Maintenance
REV000928,ACC0169,2024-04,134288284.64,78709749.94,32955843.09,EUR,Maintenance
REV000929,ACC0169,2024-05,104129183.96,74182287.11,19681806.77,EUR,Consulting
REV000930,ACC0169,2024-06,104057098.72,90977536.69,22309079.54,EUR,Maintenance
REV000931,ACC0169,2024-07,109140027.33,57066452.52,15533281.75,EUR,Maintenance
REV000932,ACC0169,2024-08,93097379.41,78537731.78,8023894.1,EUR,Product
REV000933,ACC0169,2024-09,104638956.85,82553933.59,8032791.81,EUR,Product
REV000934,ACC0169,2024-10,91695641.65,62043597.11,15280121.93,EUR,Service
REV000935,ACC0169,2024-11,119180955.86,62637857.49,27362026.91,EUR,Product
REV000936,ACC0169,2024-12,138352695.83,83496449.42,37884431.11,EUR,Service
REV000937,ACC0150,2022-01,43863605.05,33281891.98,4920746.35,EUR,Consulting
REV000938,ACC0150,2022-02,40898253.29,21832410.76,2434823.84,EUR,Maintenance
REV000939,ACC0150,2022-03,54769319.32,30819422.14,16175055.29,EUR,Service
REV000940,ACC0150,2022-04,52903171.07,33237861.42,8041285.07,EUR,Maintenance
REV000941,ACC0150,2022-05,51157046.06,27925450.59,11166900.27,EUR,Service
REV000942,ACC0150,2022-06,50607171.05,44735617.92,12764366.56,EUR,Consulting
REV000943,ACC0150,2022-07,47960694.8,28078674.49,4337129.99,EUR,Product
REV000944,ACC0150,2022-08,36575272.11,19507512.47,2318645.42,EUR,Service
REV000945,ACC0150,2022-09,43209155.3,25555415.64,8842247.2,EUR,Product
REV000946,ACC0150,2022-10,40774938.84,29638489.32,2808537.15,EUR,Service
REV000947,ACC0150,2022-11,45095673.91,26477134.72,7446529.22,EUR,Maintenance
REV000948,ACC0150,2022-12,52295310.88,29011535.03,9332683.55,EUR,Service
REV000949,ACC0150,2023-01,57374401.22,28709664.37,12098386.81,EUR,Service
REV000950,ACC0150,2023-02,55310478.94,43783679.25,7925440.02,EUR,Product
REV000951,ACC0150,2023-03,59432088.61,35761370.27,7693424.77,EUR,Product
REV000952,ACC0150,2023-04,64226220.32,52051850.75,9269187.97,EUR,Maintenance
REV000953,ACC0150,2023-05,61899778.34,36992194.3,10745294.77,EUR,Service
REV000954,ACC0150,2023-06,64819338.09,40438933.51,8851406.54,EUR,Product
REV000955,ACC0150,2023-07,50915547.61,37564377.71,8948393.76,EUR,Service
REV000956,ACC0150,2023-08,51068785.56,41449702.15,6028677.98,EUR,Service
REV000957,ACC0150,2023-09,55429206.36,43652198.15,5622121.24,EUR,Service
REV000958,ACC0150,2023-10,53517957.43,33129701.62,3596505.81,EUR,Maintenance
REV000959,ACC0150,2023-11,54058427.37,30190456.5,13363347.02,EUR,Service
REV000960,ACC0150,2023-12,69054307.39,41255444.29,12938369.8,EUR,Product
REV000961,ACC0150,2024-01,75303141.27,42848184.88,4677608.74,EUR,Maintenance
REV000962,ACC0150,2024-02,83342836.09,54182742.95,6262173.28,EUR,Service
REV000963,ACC0150,2024-03,85637297.6,47919112.15,6391541.03,EUR,Service
REV000964,ACC0150,2024-04,77071297.79,45812594.61,4461007.73,EUR,Service
REV000965,ACC0150,2024-05,79054722.91,45756458.08,18404020.09,EUR,Consulting
REV000966,ACC0150,2024-06,73364321.15,57918632.05,15354692.05,EUR,Product
REV000967,ACC0150,2024-07,66464375.58,55593358.91,7270521.84,EUR,Service
REV000968,ACC0150,2024-08,68755518.35,60186148.3,11669257.32,EUR,Product
REV000969,ACC0150,2024-09,67789031.99,44208633.84,3603501.6,EUR,Maintenance
REV000970,ACC0150,2024-10,68922920.41,47862610.77,11753817.32,EUR,Product
REV000971,ACC0150,2024-11,76474320.69,38944846.46,6297689.95,EUR,Product
REV000972,ACC0150,2024-12,85330241.22,75654597.34,23750067.07,EUR,Service
REV000973,ACC0192,2022-01,5010713.08,3044497.75,707993.53,EUR,Maintenance
REV000974,ACC0192,2022-02,6336989.02,5292526.16,824824.08,EUR,Product
REV000975,ACC0192,2022-03,5561257.71,3801181.49,1013659.24,EUR,Product
REV000976,ACC0192,2022-04,6875929.76,5510300.95,1413374.49,EUR,Maintenance
REV000977,ACC0192,2022-05,6471867.06,4022737.03,743523.22,EUR,Service
REV000978,ACC0192,2022-06,5367841.84,3532958.66,722553.83,EUR,Maintenance
REV000979,ACC0192,2022-07,5034710.74,3725766.14,822570.44,EUR,Service
REV000980,ACC0192,2022-08,4934276.3,3817857.47,390213.7,EUR,Maintenance
REV000981,ACC0192,2022-09,5230480.36,3663482.47,804544.23,EUR,Product
REV000982,ACC0192,2022-10,4487531.75,2963192.61,375238.44,EUR,Service
REV000983,ACC0192,2022-11,5554586.84,4619596.89,1560375.94,EUR,Service
REV000984,ACC0192,2022-12,5786124.91,3734264.15,589422.75,EUR,Product
REV000985,ACC0192,2023-01,6346207.08,4555232.83,1669167.54,EUR,Service
REV000986,ACC0192,2023-02,6217094.31,3521047.05,528126.4,EUR,Maintenance
REV000987,ACC0192,2023-03,8402212.39,7318761.65,2019523.88,EUR,Product
REV000988,ACC0192,2023-04,6525459.96,4038266.2,964107.84,EUR,Service
REV000989,ACC0192,2023-05,6518524.68,4547946.18,659664.15,EUR,Product
REV000990,ACC0192,2023-06,5767809.86,3049137.4,947476.4,EUR,Maintenance
REV000991,ACC0192,2023-07,6205087.45,4800746.62,580355.3,EUR,Maintenance
REV000992,ACC0192,2023-08,5015038.66,2962411.86,1004218.22,EUR,Consulting
REV000993,ACC0192,2023-09,5418582.92,4306954.06,551623.86,EUR,Consulting
REV000994,ACC0192,2023-10,5319715.8,3192365.56,682511.19,EUR,Service
REV000995,ACC0192,2023-11,5804239.84,4214752.43,1150915.81,EUR,Consulting
REV000996,ACC0192,2023-12,6506947.98,4688142.75,1593241.99,EUR,Product
REV000997,ACC0192,2024-01,6535526.41,3341763.18,1211169.8,EUR,Service
REV000998,ACC0192,2024-02,6440047.57,4254461.73,687496.29,EUR,Maintenance
REV000999,ACC0192,2024-03,6753326.14,5444552.7,1311247.98,EUR,Product
REV001000,ACC0192,2024-04,8124394.72,6359603.53,2331782.57,EUR,Product
REV001001,ACC0192,2024-05,6581144.23,4985477.57,1122997,EUR,Product
REV001002,ACC0192,2024-06,6248260.6,3285120.3,1730522.69,EUR,Product
REV001003,ACC0192,2024-07,6275725.16,5002573.31,1389431.81,EUR,Service
REV001004,ACC0192,2024-08,6088624.07,3356737.54,543224.28,EUR,Service
REV001005,ACC0192,2024-09,5799601.3,4102855.76,319590.29,EUR,Service
REV001006,ACC0192,2024-10,5153201.65,4615004.21,773596.77,EUR,Product
REV001007,ACC0192,2024-11,6337513.98,5266178.43,847113.01,EUR,Service
REV001008,ACC0192,2024-12,5944904.49,4701655.92,1272460.57,EUR,Maintenance
REV001009,ACC0093,2022-01,15726821.59,9655384.41,3201589.35,EUR,Service
REV001010,ACC0093,2022-02,19178278.08,16249745.8,1469322.49,EUR,Product
REV001011,ACC0093,2022-03,19162812.73,11721197.69,5047807.32,EUR,Maintenance
REV001012,ACC0093,2022-04,20078066.25,15964226.01,3779153.59,EUR,Service
REV001013,ACC0093,2022-05,17823224.06,9638838.65,5081783.54,EUR,Consulting
REV001014,ACC0093,2022-06,15390029.87,11584645.28,3403933.53,EUR,Consulting
REV001015,ACC0093,2022-07,16292041.11,12750580.61,2469801.27,EUR,Product
REV001016,ACC0093,2022-08,15682842.26,8431838.61,3122366.39,EUR,Consulting
