  hr_skills  ·  606 lignes  ·  7 colonnes,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
SKL00376,EMP0094,ERP,Advanced,2.7,In Progress,2024-05-27
SKL00377,EMP0094,Business Analysis,Beginner,6.3,In Progress,2024-05-23
SKL00378,EMP0094,SAP,Expert,7.7,In Progress,2024-03-01
SKL00379,EMP0094,Process Improvement,Intermediate,1.6,No,2024-06-22
SKL00380,EMP0095,ERP,Beginner,2.1,No,2024-08-30
SKL00381,EMP0095,SAP,Advanced,2.2,In Progress,2024-03-12
SKL00382,EMP0095,Business Analysis,Intermediate,7.6,Yes,2024-07-20
SKL00383,EMP0095,Process Improvement,Expert,9,No,2024-10-30
SKL00384,EMP0095,Client Management,Intermediate,10,In Progress,2024-09-07
SKL00385,EMP0096,Client Management,Intermediate,1.8,No,2024-10-25
SKL00386,EMP0096,ERP,Intermediate,10.8,In Progress,2024-11-18
SKL00387,EMP0096,SAP,Beginner,6,In Progress,2024-10-23
SKL00388,EMP0096,Business Analysis,Advanced,8.8,In Progress,2024-09-02
SKL00389,EMP0096,Process Improvement,Intermediate,7.7,In Progress,2024-07-13
SKL00390,EMP0097,Leadership,Expert,1.8,Yes,2024-08-13
SKL00391,EMP0097,Project Management,Intermediate,2.2,In Progress,2024-04-14
SKL00392,EMP0097,Agile,Intermediate,9.4,No,2024-02-01
SKL00393,EMP0098,Leadership,Advanced,4.1,Yes,2024-08-23
SKL00394,EMP0098,Stakeholder Management,Expert,4.4,No,2024-12-12
SKL00395,EMP0098,Agile,Advanced,8.8,In Progress,2024-12-20
SKL00396,EMP0098,Budgeting,Intermediate,6.1,Yes,2024-05-22
SKL00397,EMP0098,Project Management,Advanced,3.1,No,2024-05-27
SKL00398,EMP0099,Git,Advanced,6.9,In Progress,2024-05-20
SKL00399,EMP0099,REST API,Intermediate,7.1,In Progress,2024-07-13
SKL00400,EMP0099,React,Expert,5,No,2024-03-15
SKL00401,EMP0099,SQL,Intermediate,3.8,In Progress,2024-02-10
SKL00402,EMP0100,AWS,Intermediate,6.7,In Progress,2024-12-22
SKL00403,EMP0100,Python,Intermediate,1.8,In Progress,2024-10-27
SKL00404,EMP0100,DevOps,Intermediate,1.1,In Progress,2024-04-25
SKL00405,EMP0100,Java,Advanced,1.1,No,2024-06-18
SKL00406,EMP0100,Cloud Architecture,Advanced,1.7,Yes,2024-01-03
SKL00407,EMP0101,Problem Solving,Advanced,2.8,No,2024-06-13
SKL00408,EMP0101,Project Management,Intermediate,1.2,Yes,2024-11-29
SKL00409,EMP0101,Excel,Advanced,6.7,In Progress,2024-01-20
SKL00410,EMP0102,Python,Advanced,2.6,In Progress,2024-05-28
SKL00411,EMP0102,Power BI,Expert,0.6,In Progress,2024-11-04
SKL00412,EMP0102,SQL,Intermediate,11.8,No,2024-08-20
SKL00413,EMP0102,Tableau,Expert,6.7,No,2024-03-09
SKL00414,EMP0103,SQL,Advanced,8.8,Yes,2024-06-21
SKL00415,EMP0103,JavaScript,Advanced,7,Yes,2024-03-30
SKL00416,EMP0103,Python,Advanced,7.8,No,2024-08-06
SKL00417,EMP0103,REST API,Advanced,1.5,In Progress,2024-02-18
SKL00418,EMP0103,Docker,Intermediate,2.1,No,2024-05-07
SKL00419,EMP0103,Git,Beginner,4.9,No,2024-05-16
SKL00420,EMP0104,Project Management,Advanced,8.5,Yes,2024-12-07
SKL00421,EMP0104,Problem Solving,Intermediate,4,No,2024-12-17
SKL00422,EMP0104,Communication,Advanced,10.8,In Progress,2024-06-08
SKL00423,EMP0104,Excel,Advanced,7.8,No,2024-07-07
SKL00424,EMP0105,Leadership,Advanced,11.9,No,2024-07-31
SKL00425,EMP0105,Stakeholder Management,Advanced,11,In Progress,2024-12-06
SKL00426,EMP0105,Project Management,Expert,9.3,In Progress,2024-11-01
SKL00427,EMP0105,Budgeting,Expert,1.4,No,2024-09-27
SKL00428,EMP0105,Agile,Advanced,1.4,In Progress,2024-02-27
SKL00429,EMP0106,REST API,Intermediate,6.7,Yes,2024-06-16
SKL00430,EMP0106,Docker,Expert,5.6,In Progress,2024-04-15
SKL00431,EMP0106,Git,Advanced,6.1,In Progress,2024-08-16
SKL00432,EMP0107,Process Improvement,Intermediate,7,In Progress,2024-08-24
SKL00433,EMP0107,SAP,Advanced,4,Yes,2024-07-21
SKL00434,EMP0107,ERP,Intermediate,0.5,Yes,2024-10-23
SKL00435,EMP0108,Python,Advanced,6.7,Yes,2024-02-05
SKL00436,EMP0108,React,Expert,5.9,No,2024-07-28
SKL00437,EMP0108,SQL,Intermediate,2.1,In Progress,2024-11-26
SKL00438,EMP0109,Project Management,Intermediate,8.4,In Progress,2024-10-03
SKL00439,EMP0109,Excel,Intermediate,10.4,Yes,2024-04-01
SKL00440,EMP0109,Problem Solving,Expert,5,Yes,2024-04-24
SKL00441,EMP0109,Communication,Expert,9.2,No,2024-08-25
SKL00442,EMP0110,Problem Solving,Intermediate,3.7,In Progress,2024-02-27
SKL00443,EMP0110,Communication,Beginner,8.1,In Progress,2024-01-09
SKL00444,EMP0110,Project Management,Intermediate,1.3,In Progress,2024-01-18
SKL00445,EMP0110,Excel,Intermediate,8.2,Yes,2024-05-05
SKL00446,EMP0111,Project Management,Advanced,9.4,Yes,2024-09-14
SKL00447,EMP0111,Budgeting,Expert,3.2,In Progress,2024-10-21
SKL00448,EMP0111,Leadership,Intermediate,7.4,In Progress,2024-06-13
SKL00449,EMP0111,Stakeholder Management,Intermediate,10.6,In Progress,2024-09-23
SKL00450,EMP0111,Agile,Intermediate,4,Yes,2024-10-12
SKL00451,EMP0112,Leadership,Expert,11.3,In Progress,2024-07-14
SKL00452,EMP0112,Budgeting,Advanced,4.2,No,2024-07-28
SKL00453,EMP0112,Agile,Intermediate,4.8,In Progress,2024-08-30
SKL00454,EMP0112,Stakeholder Management,Intermediate,3.1,In Progress,2024-03-14
SKL00455,EMP0112,Project Management,Expert,11,In Progress,2024-07-30
SKL00456,EMP0113,Client Management,Intermediate,4.3,Yes,2024-08-18
SKL00457,EMP0113,SAP,Expert,1.6,In Progress,2024-04-07
SKL00458,EMP0113,Process Improvement,Beginner,4.8,In Progress,2024-11-04
SKL00459,EMP0113,Business Analysis,Beginner,1.3,In Progress,2024-12-09
SKL00460,EMP0114,Problem Solving,Intermediate,11,Yes,2024-04-07
SKL00461,EMP0114,Communication,Expert,1.8,No,2024-05-04
SKL00462,EMP0114,Excel,Advanced,8.6,No,2024-05-02
SKL00463,EMP0115,Project Management,Intermediate,4.6,No,2024-08-26
SKL00464,EMP0115,Excel,Beginner,11.8,No,2024-06-12
SKL00465,EMP0115,Problem Solving,Expert,4.8,No,2024-01-24
SKL00466,EMP0115,Communication,Advanced,3,Yes,2024-01-09
SKL00467,EMP0116,Performance Management,Intermediate,3.1,In Progress,2024-05-05
SKL00468,EMP0116,Onboarding,Advanced,8,In Progress,2024-06-21
SKL00469,EMP0116,HRIS,Intermediate,9.9,In Progress,2024-11-24
SKL00470,EMP0116,Recruitment,Advanced,5.8,In Progress,2024-06-29
SKL00471,EMP0117,JavaScript,Intermediate,10.7,In Progress,2024-01-31
SKL00472,EMP0117,Git,Advanced,10.1,Yes,2024-12-08
SKL00473,EMP0117,Docker,Beginner,0.6,Yes,2024-11-18
SKL00474,EMP0117,React,Intermediate,8.6,Yes,2024-04-21
SKL00475,EMP0118,Project Management,Beginner,6.6,No,2024-01-07
SKL00476,EMP0118,Communication,Beginner,8.8,In Progress,2024-05-26
SKL00477,EMP0118,Excel,Beginner,9.9,In Progress,2024-08-08
SKL00478,EMP0118,Problem Solving,Expert,11,Yes,2024-02-19
SKL00479,EMP0119,Excel,Expert,3.6,No,2024-02-10
SKL00480,EMP0119,Communication,Intermediate,5.2,In Progress,2024-05-04
SKL00481,EMP0119,Problem Solving,Expert,3.1,In Progress,2024-02-11
SKL00482,EMP0120,Python,Intermediate,6,In Progress,2024-01-05
SKL00483,EMP0120,React,Advanced,1.5,No,2024-11-26
SKL00484,EMP0120,Git,Advanced,7,Yes,2024-09-27
SKL00485,EMP0121,Leadership,Expert,6,Yes,2024-02-08
SKL00486,EMP0121,Stakeholder Management,Advanced,3.7,In Progress,2024-10-15
SKL00487,EMP0121,Agile,Advanced,2.6,No,2024-01-09
SKL00488,EMP0122,Performance Management,Expert,11.2,No,2024-03-24
SKL00489,EMP0122,HRIS,Advanced,7,No,2024-12-12
SKL00490,EMP0122,Labor Law,Expert,4.3,In Progress,2024-03-12
SKL00491,EMP0123,Project Management,Intermediate,1.4,In Progress,2024-11-10
SKL00492,EMP0123,Agile,Expert,5.1,No,2024-01-16
SKL00493,EMP0123,Stakeholder Management,Advanced,9.5,No,2024-09-08
SKL00494,EMP0123,Budgeting,Intermediate,6.9,No,2024-08-09
SKL00495,EMP0123,Leadership,Intermediate,7.2,No,2024-02-13
SKL00496,EMP0124,REST API,Intermediate,8.7,In Progress,2024-03-19
SKL00497,EMP0124,JavaScript,Advanced,4.1,Yes,2024-02-16
SKL00498,EMP0124,Python,Beginner,4,No,2024-05-18
SKL00499,EMP0124,Docker,Intermediate,1.5,No,2024-08-17
SKL00500,EMP0124,Git,Advanced,6.4,Yes,2024-01-14
SKL00501,EMP0125,Agile,Advanced,4.2,No,2024-01-07
SKL00502,EMP0125,Project Management,Intermediate,5,Yes,2024-10-13
SKL00503,EMP0125,Stakeholder Management,Expert,11.7,In Progress,2024-09-23
SKL00504,EMP0126,Budgeting,Intermediate,3.6,Yes,2024-02-02
SKL00505,EMP0126,Leadership,Intermediate,3.7,No,2024-09-04
SKL00506,EMP0126,Project Management,Advanced,4.7,Yes,2024-11-16
SKL00507,EMP0127,Client Management,Intermediate,0.6,No,2024-06-19
SKL00508,EMP0127,SAP,Expert,4.9,No,2024-08-13
SKL00509,EMP0127,Process Improvement,Intermediate,9.9,In Progress,2024-10-31
SKL00510,EMP0127,Business Analysis,Intermediate,4.2,In Progress,2024-04-12
SKL00511,EMP0128,ERP,Intermediate,8.5,No,2024-10-21
SKL00512,EMP0128,SAP,Advanced,4.2,No,2024-07-20
SKL00513,EMP0128,Process Improvement,Intermediate,11.2,Yes,2024-10-30
SKL00514,EMP0128,Client Management,Expert,2.6,In Progress,2024-01-14
SKL00515,EMP0129,Excel,Expert,9.7,No,2024-12-10
SKL00516,EMP0129,Problem Solving,Advanced,7.8,Yes,2024-05-09
SKL00517,EMP0129,Project Management,Advanced,8.7,No,2024-02-07
SKL00518,EMP0129,Communication,Intermediate,7.4,In Progress,2024-07-24
SKL00519,EMP0130,Azure,Advanced,4.6,In Progress,2024-11-09
SKL00520,EMP0130,Cloud Architecture,Beginner,11.8,In Progress,2024-11-27
SKL00521,EMP0130,DevOps,Intermediate,9.2,No,2024-02-24
SKL00522,EMP0130,Python,Beginner,3.5,In Progress,2024-09-22
SKL00523,EMP0130,AWS,Advanced,8.4,Yes,2024-08-16
SKL00524,EMP0130,Java,Intermediate,5.8,In Progress,2024-10-28
SKL00525,EMP0131,Client Management,Intermediate,5.3,Yes,2024-02-29
SKL00526,EMP0131,SAP,Expert,8.9,No,2024-06-08
SKL00527,EMP0131,Process Improvement,Intermediate,9.5,In Progress,2024-09-04
SKL00528,EMP0131,Business Analysis,Intermediate,1.6,In Progress,2024-12-22
SKL00529,EMP0131,ERP,Advanced,1.3,Yes,2024-12-29
SKL00530,EMP0132,Recruitment,Intermediate,9.7,In Progress,2024-05-04
SKL00531,EMP0132,Labor Law,Advanced,6.8,No,2024-10-13
SKL00532,EMP0132,Onboarding,Intermediate,5.8,No,2024-11-18
SKL00533,EMP0133,Excel,Intermediate,9,Yes,2024-08-18
SKL00534,EMP0133,Project Management,Advanced,5,In Progress,2024-04-19
SKL00535,EMP0133,Problem Solving,Intermediate,9.2,Yes,2024-10-22
SKL00536,EMP0134,Client Management,Intermediate,5.8,No,2024-12-09
SKL00537,EMP0134,SAP,Expert,6.6,In Progress,2024-06-09
SKL00538,EMP0134,Process Improvement,Advanced,7.5,In Progress,2024-02-28
SKL00539,EMP0135,DevOps,Advanced,3.9,In Progress,2024-10-29
SKL00540,EMP0135,AWS,Beginner,2,Yes,2024-05-02
SKL00541,EMP0135,Azure,Intermediate,2.6,In Progress,2024-03-13
SKL00542,EMP0135,Microservices,Advanced,5.3,Yes,2024-10-21
SKL00543,EMP0135,Java,Intermediate,2.6,In Progress,2024-10-02
SKL00544,EMP0136,Excel,Intermediate,4.1,No,2024-11-13
SKL00545,EMP0136,Problem Solving,Beginner,4.6,Yes,2024-09-05
SKL00546,EMP0136,Project Management,Intermediate,9.9,In Progress,2024-09-15
SKL00547,EMP0137,Process Improvement,Advanced,5.6,Yes,2024-02-12
SKL00548,EMP0137,Client Management,Advanced,9.7,Yes,2024-05-29
SKL00549,EMP0137,ERP,Beginner,3.1,No,2024-03-27
SKL00550,EMP0137,SAP,Advanced,7,No,2024-10-08
SKL00551,EMP0137,Business Analysis,Advanced,7.1,No,2024-10-05
SKL00552,EMP0138,Client Management,Advanced,11.9,Yes,2024-11-30
SKL00553,EMP0138,Business Analysis,Advanced,3.9,Yes,2024-08-18
SKL00554,EMP0138,ERP,Intermediate,10.4,Yes,2024-08-12
SKL00555,EMP0138,SAP,Expert,1.8,Yes,2024-04-17
SKL00556,EMP0139,Client Management,Advanced,9.5,Yes,2024-01-31
SKL00557,EMP0139,ERP,Advanced,6.6,In Progress,2024-10-02
SKL00558,EMP0139,Process Improvement,Intermediate,11.8,No,2024-05-28
SKL00559,EMP0139,SAP,Advanced,11.5,In Progress,2024-12-13
SKL00560,EMP0139,Business Analysis,Expert,2.1,No,2024-01-31
SKL00561,EMP0140,SAP,Advanced,10,In Progress,2024-07-20
SKL00562,EMP0140,Client Management,Advanced,7.1,No,2024-11-17
SKL00563,EMP0140,Business Analysis,Intermediate,5.7,In Progress,2024-02-17
SKL00564,EMP0140,ERP,Intermediate,9.1,In Progress,2024-07-07
SKL00565,EMP0141,Process Improvement,Expert,10.2,Yes,2024-08-22
SKL00566,EMP0141,ERP,Advanced,8.5,Yes,2024-09-30
SKL00567,EMP0141,Client Management,Intermediate,11.6,Yes,2024-09-10
SKL00568,EMP0141,Business Analysis,Intermediate,10,No,2024-10-07
SKL00569,EMP0142,SAP,Beginner,9.5,No,2024-01-09
SKL00570,EMP0142,Process Improvement,Intermediate,10.4,No,2024-08-21
SKL00571,EMP0142,Client Management,Beginner,11.5,Yes,2024-12-18
SKL00572,EMP0142,Business Analysis,Expert,10.6,No,2024-03-22
SKL00573,EMP0142,ERP,Expert,10.6,Yes,2024-12-01
SKL00574,EMP0143,Excel,Beginner,7.7,In Progress,2024-12-24
SKL00575,EMP0143,SQL,Advanced,5.4,Yes,2024-12-26
SKL00576,EMP0143,Statistics,Beginner,3,Yes,2024-03-08
SKL00577,EMP0143,Python,Advanced,6.5,No,2024-01-05
SKL00578,EMP0143,Tableau,Beginner,4.5,Yes,2024-08-04
SKL00579,EMP0144,Leadership,Beginner,9.8,Yes,2024-06-09
SKL00580,EMP0144,Budgeting,Intermediate,3.9,No,2024-03-09
SKL00581,EMP0144,Project Management,Advanced,8.3,Yes,2024-09-28
SKL00582,EMP0144,Agile,Advanced,7.5,Yes,2024-08-13
SKL00583,EMP0144,Stakeholder Management,Intermediate,3,In Progress,2024-03-18
SKL00584,EMP0145,Tableau,Advanced,7.3,No,2024-06-28
SKL00585,EMP0145,Python,Expert,4.1,Yes,2024-05-06
SKL00586,EMP0145,Power BI,Intermediate,1.5,In Progress,2024-11-03
SKL00587,EMP0145,SQL,Advanced,7.5,In Progress,2024-01-14
SKL00588,EMP0145,Excel,Expert,8.1,No,2024-04-15
SKL00589,EMP0145,Statistics,Advanced,6.4,In Progress,2024-07-19
SKL00590,EMP0146,Project Management,Intermediate,6.2,In Progress,2024-02-06
SKL00591,EMP0146,Leadership,Advanced,11.7,No,2024-06-11
SKL00592,EMP0146,Budgeting,Intermediate,10.4,In Progress,2024-08-03
SKL00593,EMP0146,Agile,Intermediate,8.4,No,2024-02-07
SKL00594,EMP0147,Tableau,Intermediate,1,Yes,2024-07-22
SKL00595,EMP0147,SQL,Advanced,7.7,In Progress,2024-07-31
SKL00596,EMP0147,Statistics,Intermediate,5.1,In Progress,2024-10-01
SKL00597,EMP0148,Project Management,Beginner,11.1,Yes,2024-10-01
SKL00598,EMP0148,Communication,Intermediate,7.2,In Progress,2024-12-14
SKL00599,EMP0148,Excel,Advanced,4.1,No,2024-05-02
SKL00600,EMP0149,Leadership,Intermediate,7.5,Yes,2024-06-07
SKL00601,EMP0149,Project Management,Advanced,8.1,Yes,2024-03-02
SKL00602,EMP0149,Stakeholder Management,Beginner,2.1,Yes,2024-03-24
SKL00603,EMP0150,Project Management,Intermediate,9.1,No,2024-03-01
SKL00604,EMP0150,Problem Solving,Advanced,0.8,No,2024-05-19
SKL00605,EMP0150,Excel,Advanced,3.5,In Progress,2024-11-17
SKL00606,EMP0150,Communication,Beginner,5.7,No,2024-01-29
